Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public void org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setfilterFound(boolean)",2971,2444,-527,"-17.74%",0.1390722276833778,0.11846825012118274,-0.02060397756219505,"-14.82%"
"public void org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setqueryParsed(boolean)",8326,2931,-5395,"-64.8%",0.3897392688292843,0.14207464857004362,-0.24766462025924066,"-63.55%"
"public void org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setPath(java.lang.String)",756,728,-28,"-3.7%",0.035388288161775035,0.03528841492971401,-9.98732320610235e-05,"-0.28%"
"public boolean org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.getfilterFound()",4221,4424,203,"4.81%",0.19758460890324392,0.2144449830344159,0.016860374131171973,"8.53%"
"public org.apache.lucene.search.join.BitDocIdSetFilter org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.getparentFilter()",3258,2967,-291,"-8.93%",0.15250667041145907,0.14381968007755697,-0.008686990333902106,"-5.7%"
"public void org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.query() throws java.io.IOException",732,714,-18,"-2.46%",0.034264850442353605,0.034609791565681045,0.0003449411233274399,"1.01%"
"public org.apache.lucene.search.Query org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.innerQuery",2680,2291,-389,"-14.51%",0.12545054533539296,0.11105186621425109,-0.014398679121141872,"-11.48%"
"public static final org.elasticsearch.index.mapper.object.ObjectMapper$Dynamic org.elasticsearch.index.mapper.object.ObjectMapper$Defaults.DYNAMIC",1,1,0,"0.0%",4.68099049758929e-05,4.847309743092584e-05,1.6631924550329359e-06,"3.55%"
"public org.elasticsearch.index.mapper.object.ObjectMapper org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.getParentObjectMapper()",2915,2080,-835,"-28.64%",0.1364508730047278,0.10082404265632573,-0.03562683034840207,"-26.11%"
"public org.apache.lucene.search.Filter org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.getchildFilter()",3416,2447,-969,"-28.37%",0.15990263539765015,0.11861366941347552,-0.04128896598417463,"-25.82%"
