Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public boolean org.elasticsearch.index.mapper.object.ObjectMapper$Nested.isIncludeInParent()",11924,11101,-823,"-6.9%",0.4923610537616649,0.4547167492729284,-0.03764430448873651,"-7.65%"
"public static final java.lang.String org.elasticsearch.index.mapper.object.ObjectMapper.CONTENT_TYPE",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
"public void org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.setPath(java.lang.String)",3399,3385,-14,"-0.41%",0.14035015277892476,0.13865563429320443,-0.001694518485720331,"-1.21%"
"public void org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.query() throws java.io.IOException",2873,2892,19,"0.66%",0.11863077050128004,0.11846147544341129,-0.00016929505786875132,"-0.14%"
"org.elasticsearch.index.query.support.NestedInnerQueryParseSupport(org.elasticsearch.common.xcontent.XContentParser| org.elasticsearch.search.internal.SearchContext)",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
"org.elasticsearch.index.query.support.NestedInnerQueryParseSupport(org.elasticsearch.index.query.QueryParseContext)",20539,20735,196,"0.95%",0.8480881988603518,0.8493425633883587,0.0012543645280068683,"0.15%"
"public boolean org.elasticsearch.index.mapper.object.ObjectMapper$Nested.isIncludeInRoot()",14016,12340,-1676,"-11.96%",0.5787430836567842,0.5054683979846802,-0.07327468567210393,"-12.66%"
"public static final org.elasticsearch.index.mapper.object.ObjectMapper$Dynamic org.elasticsearch.index.mapper.object.ObjectMapper$Defaults.DYNAMIC",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
"public org.elasticsearch.index.mapper.object.ObjectMapper org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.getParentObjectMapper()",36146,32903,-3243,"-8.97%",1.4925262201668181,1.3477655347560726,-0.1447606854107455,"-9.7%"
"STRICT",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
"public boolean org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.filterFound()",52520,37263,-15257,"-29.05%",2.168634899661409,1.5263589071396386,-0.6422759925217703,"-29.62%"
"FALSE",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
"public org.elasticsearch.index.mapper.object.ObjectMapper org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.getNestedObjectMapper()",34434,41249,6815,"19.79%",1.421834998761252,1.6896325728095687,0.2677975740483167,"18.83%"
"public boolean org.elasticsearch.index.mapper.object.ObjectMapper$Nested.isNested()",11757,11907,150,"1.28%",0.4854653563465191,0.48773194609429404,0.0022665897477749386,"0.47%"
"public final native java.lang.Class java.lang.Object.getClass()",3126,3144,18,"0.58%",0.12907754562721943,0.12878384467292017,-0.0002937009542992586,"-0.23%"
"public static final boolean org.elasticsearch.index.mapper.object.ObjectMapper$Defaults.ENABLED",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
"public static final org.elasticsearch.index.mapper.object.ObjectMapper$Nested org.elasticsearch.index.mapper.object.ObjectMapper$Defaults.NESTED",310,1083,773,"249.35%",0.012800396399372367,0.044361610617294066,0.0315612142179217,"246.56%"
"public void org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.filter() throws java.io.IOException",2810,2841,31,"1.1%",0.11602939962011727,0.11637242452791545,0.0003430249077981812,"0.3%"
"public static final org.elasticsearch.index.mapper.object.ObjectMapper$Nested org.elasticsearch.index.mapper.object.ObjectMapper$Nested.NO",428,71,-357,"-83.41%",0.017672805351391527,0.002908286568631467,-0.014764518782760059,"-83.54%"
"public boolean org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.queryFound()",34472,40278,5806,"16.84%",1.4234040796102072,1.6498586818498342,0.226454602239627,"15.91%"
"org.elasticsearch.index.mapper.object.ObjectMapper$TypeParser()",4,5,1,"25.0%",0.00016516640515319185,0.0002048089132839061,3.964250813071426e-05,"24.0%"
"org.elasticsearch.index.mapper.object.ObjectMapper$Defaults()",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
"public org.elasticsearch.index.mapper.Mapper$Builder org.elasticsearch.index.mapper.object.ObjectMapper$TypeParser.parse(java.lang.String|java.util.Map|org.elasticsearch.index.mapper.Mapper$TypeParser$ParserContext) throws org.elasticsearch.index.mapper.MapperParsingException",4,4,0,"0.0%",0.00016516640515319185,0.0001638471306271249,-1.3192745260669507e-06,"-0.8%"
"public static org.elasticsearch.index.mapper.object.ObjectMapper$Nested org.elasticsearch.index.mapper.object.ObjectMapper$Nested.newNested(boolean|boolean)",2925,2507,-418,"-14.29%",0.12077793376827153,0.10269118912055053,-0.018086744647721004,"-14.98%"
"public static final org.elasticsearch.index.mapper.ContentPath$Type org.elasticsearch.index.mapper.object.ObjectMapper$Defaults.PATH_TYPE",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
"public org.apache.lucene.search.Query org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.getInnerFilter() throws java.io.IOException",2870,2803,-67,"-2.33%",0.11850689569741514,0.11481587678695777,-0.0036910189104573665,"-3.11%"
"TRUE",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
"public static final java.lang.String org.elasticsearch.index.mapper.object.ObjectMapper.NESTED_CONTENT_TYPE",1,1,0,"0.0%",4.129160128829796e-05,4.0961782656781225e-05,-3.2981863151673767e-07,"-0.8%"
"public org.apache.lucene.search.Query org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.getInnerQuery() throws java.io.IOException",2714,2773,59,"2.17%",0.11206540589644066,0.11358702330725433,0.0015216174108136638,"1.36%"
"public java.lang.String org.elasticsearch.index.query.support.NestedInnerQueryParseSupport.getPath()",44315,50474,6159,"13.9%",1.829837311090924,2.0675050178183754,0.2376677067274513,"12.99%"
