Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,2,2,0,"0.0%",2,2,0,"0.0%",0.00011418131993605846,0.00011535355865728458,1.1722387212261177e-06,"1.03%",0.00011418131993605846,0.00011535355865728458,1.1722387212261177e-06,"1.03%"
class org.elasticsearch.index.mapper.object.ObjectMapper$Dynamic,3,3,0,"0.0%",3,3,0,"0.0%",0.0001712719799040877,0.00017303033798592686,1.7583580818391698e-06,"1.03%",0.0001712719799040877,0.00017303033798592686,1.7583580818391698e-06,"1.03%"
class java.lang.Object,1,1,0,"0.0%",1,1,0,"0.0%",5.709065996802923e-05,5.767677932864229e-05,5.861193606130589e-07,"1.03%",5.709065996802923e-05,5.767677932864229e-05,5.861193606130589e-07,"1.03%"
class org.elasticsearch.common.xcontent.ToXContent$1,1,1,0,"0.0%",1,1,0,"0.0%",5.709065996802923e-05,5.767677932864229e-05,5.861193606130589e-07,"1.03%",5.709065996802923e-05,5.767677932864229e-05,5.861193606130589e-07,"1.03%"
class java.lang.Boolean,196569,197867,1298,"0.66%",2,2,0,"0.0%",11.222253939255538,11.412331295420463,0.1900773561649256,"1.69%",0.00011418131993605846,0.00011535355865728458,1.1722387212261177e-06,"1.03%"
class org.elasticsearch.index.mapper.ContentPath$Type,1,1,0,"0.0%",1,1,0,"0.0%",5.709065996802923e-05,5.767677932864229e-05,5.861193606130589e-07,"1.03%",5.709065996802923e-05,5.767677932864229e-05,5.861193606130589e-07,"1.03%"
class java.lang.Class,8660,8606,-54,"-0.62%",7,7,0,"0.0%",0.49440511532313314,0.4963663629022955,0.001961247579162384,"0.4%",0.0003996346197762046,0.000403737455300496,4.102835524291432e-06,"1.03%"
class org.elasticsearch.index.mapper.object.ObjectMapper$Defaults,1,1,0,"0.0%",1,1,0,"0.0%",5.709065996802923e-05,5.767677932864229e-05,5.861193606130589e-07,"1.03%",5.709065996802923e-05,5.767677932864229e-05,5.861193606130589e-07,"1.03%"
class org.elasticsearch.index.mapper.object.ObjectMapper$Nested,17498,17320,-178,"-1.02%",5,5,0,"0.0%",0.9989723681205754,0.9989618179720844,-1.0550148491050848e-05,"-0.0%",0.00028545329984014617,0.00028838389664321147,2.930596803065301e-06,"1.03%"
class org.elasticsearch.index.mapper.object.ObjectMapper$TypeParser,5,5,0,"0.0%",1,1,0,"0.0%",0.00028545329984014617,0.00028838389664321147,2.930596803065301e-06,"1.03%",5.709065996802923e-05,5.767677932864229e-05,5.861193606130589e-07,"1.03%"
