Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public static org.apache.lucene.util.TestRuleIgnoreAfterMaxFailures org.apache.lucene.util.LuceneTestCase.replaceMaxFailureRule(org.apache.lucene.util.TestRuleIgnoreAfterMaxFailures)",66,210,144,"218.18%",0.002674772036474164,0.008420883791803674,0.005746111755329509,"214.83%"
"public void org.elasticsearch.index.query.SimpleIndexQueryParserTests.testFilteredQuery() throws java.io.IOException",106,101,-5,"-4.72%",0.004295845997973657,0.00405004410939129,-0.0002458018885823669,"-5.72%"
"public void org.elasticsearch.index.query.SimpleIndexQueryParserTests.testQueryStringRegexpTooManyDeterminizedStates() throws java.lang.Exception",106,108,2,"1.89%",0.004295845997973657,0.004330740235784746,3.489423781108912e-05,"0.81%"
"randoop.operation.ArrayElementSet@7f57ab50",4,0,-4,"-INF%",0.00016210739614994934,0.0,-0.00016210739614994934,"-INF%"
"public static java.util.Random org.apache.lucene.util.LuceneTestCase.random()",1,1,0,"0.0%",4.0526849037487334e-05,4.009944662763654e-05,-4.2740240985079725e-07,"-1.05%"
"public static void org.junit.Assert.assertTrue(java.lang.String|boolean)",30,30,0,"0.0%",0.0012158054711246201,0.0012029833988290962,-1.2822072295523958e-05,"-1.05%"
"public static void org.junit.Assert.assertTrue(boolean)",2,2,0,"0.0%",8.105369807497467e-05,8.019889325527307e-05,-8.548048197015945e-07,"-1.05%"
"public void org.elasticsearch.index.query.SimpleIndexQueryParserTests.testSpanTermQueryBuilder() throws java.io.IOException",120,110,-10,"-8.33%",0.004863221884498481,0.004410939129040019,-0.00045228275545846144,"-9.3%"
"public static boolean org.elasticsearch.test.ElasticsearchTestCase.randomBoolean()",1,1,0,"0.0%",4.0526849037487334e-05,4.009944662763654e-05,-4.2740240985079725e-07,"-1.05%"
"public void org.apache.lucene.util.LuceneTestCase.assertStoredFieldEquals(java.lang.String|org.apache.lucene.index.IndexableField|org.apache.lucene.index.IndexableField)",93,89,-4,"-4.3%",0.003768996960486322,0.003568850749859652,-0.0002001462106266702,"-5.31%"
"public void org.elasticsearch.index.query.SimpleIndexQueryParserTests.testTermsFilterWithMultipleFields() throws java.io.IOException",113,113,0,"0.0%",0.0045795339412360685,0.004531237468922929,-4.829647231313974e-05,"-1.05%"
"public void org.apache.lucene.util.LuceneTestCase.setIndexWriterMaxDocs(int)",2363,2055,-308,"-13.03%",0.09576494427558258,0.08240436281979309,-0.013360581455789486,"-13.95%"
"public void org.elasticsearch.index.query.SimpleIndexQueryParserTests.testSpanNotQueryBuilder() throws java.io.IOException",112,109,-3,"-2.68%",0.0045390070921985815,0.004370839682412382,-0.00016816740978619921,"-3.7%"
"public void org.elasticsearch.index.query.SimpleIndexQueryParserTests.testTermsWithNameFilterQuery() throws java.lang.Exception",99,98,-1,"-1.01%",0.004012158054711246,0.003929745769508381,-8.241228520286525e-05,"-2.05%"
"public org.apache.lucene.util.BytesRef org.elasticsearch.index.query.SimpleIndexQueryParserTests.indexedValueForSearch(long)",8681,21866,13185,"151.88%",0.35181357649442757,0.8768144999599006,0.525000923465473,"149.23%"
"public void org.elasticsearch.index.query.SimpleIndexQueryParserTests.testWildcardBoostQuery() throws java.io.IOException",98,105,7,"7.14%",0.003971631205673759,0.004210441895901837,0.0002388106902280777,"6.01%"
"public final org.junit.rules.TestRule org.apache.lucene.util.LuceneTestCase.ruleChain",5949,2966,-2983,"-50.14%",0.24109422492401217,0.11893495869756997,-0.1221592662264422,"-50.67%"
"public static org.apache.lucene.store.BaseDirectoryWrapper org.apache.lucene.util.LuceneTestCase.newFSDirectory(java.nio.file.Path)",1,1,0,"0.0%",4.0526849037487334e-05,4.009944662763654e-05,-4.2740240985079725e-07,"-1.05%"
"public static org.apache.lucene.store.BaseDirectoryWrapper org.apache.lucene.util.LuceneTestCase.newFSDirectory(java.nio.file.Path|org.apache.lucene.store.LockFactory)",1,1,0,"0.0%",4.0526849037487334e-05,4.009944662763654e-05,-4.2740240985079725e-07,"-1.05%"
"public static final java.lang.String org.apache.lucene.util.LuceneTestCase.SYSPROP_MONSTER",1,1,0,"0.0%",4.0526849037487334e-05,4.009944662763654e-05,-4.2740240985079725e-07,"-1.05%"
"public static void org.junit.Assert.assertNotSame(java.lang.String|java.lang.Object|java.lang.Object)",4301,3611,-690,"-16.04%",0.17430597771023304,0.14479910177239555,-0.02950687593783749,"-16.93%"
"public static void org.junit.Assert.assertNotSame(java.lang.Object|java.lang.Object)",5785,1637,-4148,"-71.7%",0.23444782168186423,0.06564279412944102,-0.16880502755242321,"-72.0%"
"public static void org.junit.Assert.assertNull(java.lang.Object)",92,78,-14,"-15.22%",0.0037284701114488348,0.00312775683695565,-0.0006007132744931848,"-16.11%"
"public static void org.junit.Assert.assertNull(java.lang.String|java.lang.Object)",98,84,-14,"-14.29%",0.003971631205673759,0.003368353516721469,-0.0006032776889522899,"-15.19%"
