Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.util.ArrayList,43,2,-41,"-95.35%",42,2,-40,"-95.24%",0.0017426545086119555,8.019889325527307e-05,-0.0016624556153566825,"-95.4%",0.001702127659574468,8.019889325527307e-05,-0.001621928766319195,"-95.29%"
class [D,508,1335,827,"162.8%",60,49,-11,"-18.33%",0.020587639311043567,0.05353276124789478,0.032945121936851215,"160.02%",0.0024316109422492403,0.0019648728847541904,-0.0004667380574950499,"-19.19%"
class [Lorg.apache.lucene.util.BytesRef;,108,1,-107,"-99.07%",3,1,-2,"-66.67%",0.004376899696048632,4.009944662763654e-05,-0.004336800249420995,"-99.08%",0.00012158054711246201,4.009944662763654e-05,-8.148110048482547e-05,"-67.02%"
class java.util.HashSet,635,9063,8428,"1327.24%",189,225,36,"19.05%",0.025734549138804456,0.36342128478626995,0.3376867356474655,"1312.19%",0.007659574468085106,0.009022375491218221,0.0013628010231331155,"17.79%"
class [[[Lorg.apache.lucene.util.BytesRef;,3,0,-3,"-INF%",2,0,-2,"-INF%",0.00012158054711246201,0.0,-0.00012158054711246201,"-INF%",8.105369807497467e-05,0.0,-8.105369807497467e-05,"-INF%"
class [Ljava.lang.reflect.Type;,1,22,21,"2100.0%",1,5,4,"400.0%",4.0526849037487334e-05,0.0008821878258080039,0.0008416609767705165,"2076.8%",4.0526849037487334e-05,0.0002004972331381827,0.00015997038410069537,"394.73%"
class [[B,6,4,-2,"-33.33%",3,3,0,"0.0%",0.00024316109422492402,0.00016039778651054615,-8.276330771437787e-05,"-34.04%",0.00012158054711246201,0.00012029833988290961,-1.2822072295523985e-06,"-1.05%"
class [[J,1,11,10,"1000.0%",1,7,6,"600.0%",4.0526849037487334e-05,0.00044109391290400195,0.0004005670638665146,"988.4%",4.0526849037487334e-05,0.00028069612639345574,0.00024016927735596842,"592.62%"
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,3,15,12,"400.0%",3,4,1,"33.33%",0.00012158054711246201,0.0006014916994145481,0.00047991115230208606,"394.73%",0.00012158054711246201,0.00016039778651054615,3.881723939808414e-05,"31.93%"
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,3,10,7,"233.33%",3,4,1,"33.33%",0.00012158054711246201,0.0004009944662763654,0.00027941391916390336,"229.82%",0.00012158054711246201,0.00016039778651054615,3.881723939808414e-05,"31.93%"
