Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setHomePageUrl(java.lang.String|java.lang.String)",334,264,-70,"-20.96%",0.026670925497085364,0.020884423700656594,-0.00578650179642877,"-21.7%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getStatusPageUrl()",1175,1533,358,"30.47%",0.0938273576619021,0.12127205126176727,0.027444693599865164,"29.25%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getVirtualHostName()",1564,2156,592,"37.85%",0.12489020202826799,0.1705561268886955,0.04566592486042752,"36.56%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getStatusPageUrlPath()",2233,859,-1374,"-61.53%",0.17831190609278927,0.06795348469266672,-0.11035842140012254,"-61.89%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getAppname()",1344,1112,-232,"-17.26%",0.1073225265511459,0.08796772407246262,-0.019354802478683278,"-18.03%"
"public java.lang.String com.netflix.appinfo.InstanceInfo.getVersion()",1328,2646,1318,"99.25%",0.10604487742553702,0.20931888299976267,0.10327400557422566,"97.39%"
"public com.netflix.appinfo.InstanceInfo$InstanceStatus com.netflix.appinfo.InstanceInfo.getOverriddenStatus()",1058,1389,331,"31.29%",0.08448454843088717,0.10988054742504548,0.025395998994158314,"30.06%"
"public void com.netflix.appinfo.InstanceInfo.setLastDirtyTimestamp(java.lang.Long)",744,6599,5855,"786.96%",0.059410684340812904,0.522031484850882,0.4626208005100691,"778.68%"
"public void com.netflix.appinfo.ApplicationInfoManager.setInstanceStatus(com.netflix.appinfo.InstanceInfo$InstanceStatus)",981,1268,287,"29.26%",0.07833586201389443,0.10030851989557789,0.021972657881683455,"28.05%"
"public java.lang.String com.netflix.appinfo.InstanceInfo.getHostName()",1814,599,-1215,"-66.98%",0.14485346961590673,0.047385491654141285,-0.09746797796176544,"-67.29%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getSecureHealthCheckUrl()",1482,3189,1707,"115.18%",0.11834225025952248,0.25227434538406773,0.13393209512454524,"113.17%"
"public com.netflix.appinfo.InstanceInfo com.netflix.appinfo.InstanceInfo$Builder.getRawInstance()",1174,21602,20428,"1740.03%",0.09374750459155154,1.7088837908393324,1.615136286247781,"1722.86%"
"public static com.netflix.appinfo.InstanceInfo$InstanceStatus com.netflix.appinfo.InstanceInfo$InstanceStatus.toEnum(java.lang.String)",1029,1838,809,"78.62%",0.08216880939072108,0.14539988924926825,0.06323107985854717,"76.95%"
"public long com.netflix.appinfo.InstanceInfo.getLastUpdatedTimestamp()",619,688,69,"11.15%",0.04942905054699353,0.05442607388655961,0.00499702333956608,"10.11%"
"DELETED",29,1140,1111,"3831.03%",0.0023157390401660942,0.09018273870738075,0.08786699966721466,"3794.34%"
"com.netflix.appinfo.InstanceInfo$Builder(com.netflix.appinfo.InstanceInfo)",2754,9873,7119,"258.5%",0.21991535574542842,0.781029981805237,0.5611146260598086,"255.15%"
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setHealthCheckUrlsForDeser(java.lang.String|java.lang.String)",2808,704,-2104,"-74.93%",0.22422742154435837,0.05569179653508425,-0.16853562500927413,"-75.16%"
