Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,23345,22565,-780,"-3.34%",18,16,-2,"-11.11%",1.7766362252663623,1.692671217463056,-0.08396500780330629,"-4.73%",0.0013698630136986301,0.0012002100367564325,-0.00016965297694219767,"-12.38%"
class com.netflix.appinfo.InstanceInfo$PortType,2225,1122,-1103,"-49.57%",2,2,0,"0.0%",0.1693302891933029,0.08416472882754482,-0.08516556036575808,"-50.3%",0.00015220700152207003,0.00015002625459455406,-2.1807469275159682e-06,"-1.43%"
class java.lang.Long,1293,965,-328,"-25.37%",281,854,573,"203.91%",0.09840182648401827,0.07238766784187232,-0.026014158642145943,"-26.44%",0.02138508371385084,0.06406121071187458,0.04267612699802374,"199.56%"
class com.netflix.appinfo.LeaseInfo,36,493,457,"1269.44%",1,1,0,"0.0%",0.0027397260273972603,0.036981471757557574,0.03424174573016031,"1249.82%",7.610350076103501e-05,7.501312729727703e-05,-1.0903734637579841e-06,"-1.43%"
class java.util.concurrent.ConcurrentHashMap,5929,9129,3200,"53.97%",134,341,207,"154.48%",0.45121765601217656,0.6847948390968419,0.23357718308466535,"51.77%",0.010197869101978691,0.025579476408371465,0.015381607306392774,"150.83%"
class [Ljava.lang.String;,209,255,46,"22.01%",27,36,9,"33.33%",0.015905631659056316,0.01912834746080564,0.003222715801749324,"20.26%",0.002054794520547945,0.002700472582701973,0.0006456780621540278,"31.42%"
class java.lang.Integer,19019,6421,-12598,"-66.24%",10,10,0,"0.0%",1.447412480974125,0.4816592903758158,-0.9657531905983091,"-66.72%",0.00076103500761035,0.0007501312729727703,-1.090373463757976e-05,"-1.43%"
class com.netflix.appinfo.MyDataCenterInstanceConfig,21934,20503,-1431,"-6.52%",18497,14871,-3626,"-19.6%",1.6692541856925418,1.537994148976071,-0.1312600367164709,"-7.86%",1.4076864535768645,1.1155202160378066,-0.2921662375390579,"-20.76%"
class com.netflix.appinfo.InstanceInfo$ActionType,2077,561,-1516,"-72.99%",3,3,0,"0.0%",0.15806697108066972,0.04208236441377241,-0.1159846066668973,"-73.38%",0.00022831050228310502,0.00022503938189183108,-3.2711203912739388e-06,"-1.43%"
class java.util.LinkedHashSet,1951,569,-1382,"-70.84%",2,4,2,"100.0%",0.1484779299847793,0.04268246943215063,-0.10579546055262867,"-71.25%",0.00015220700152207003,0.0003000525091891081,0.0001478455076670381,"97.13%"
class com.netflix.appinfo.AbstractInstanceConfig$1,1431,2954,1523,"106.43%",1,1,0,"0.0%",0.10890410958904109,0.22158877803615631,0.11268466844711522,"103.47%",7.610350076103501e-05,7.501312729727703e-05,-1.0903734637579841e-06,"-1.43%"
class org.slf4j.helpers.NOPLogger,1,1,0,"0.0%",1,1,0,"0.0%",7.610350076103501e-05,7.501312729727703e-05,-1.0903734637579841e-06,"-1.43%",7.610350076103501e-05,7.501312729727703e-05,-1.0903734637579841e-06,"-1.43%"
class com.netflix.appinfo.InstanceInfo,22278,33321,11043,"49.57%",16264,16445,181,"1.11%",1.695433789954338,2.4995124146725676,0.8040786247182297,"47.43%",1.2377473363774734,1.2335908784037206,-0.004156457973752747,"-0.34%"
class com.netflix.appinfo.InstanceInfo$Builder,140947,164435,23488,"16.66%",116,104,-12,"-10.34%",10.726560121765601,12.334783587127747,1.6082234653621459,"14.99%",0.008828006088280061,0.00780136523891681,-0.0010266408493632513,"-11.63%"
class java.util.LinkedHashMap,2699,1052,-1647,"-61.02%",25,10,-15,"-60.0%",0.2054033485540335,0.07891380991673543,-0.12648953863729806,"-61.58%",0.001902587519025875,0.0007501312729727703,-0.0011524562460531048,"-60.57%"
class com.netflix.appinfo.ApplicationInfoManager,14981,23730,8749,"58.4%",11886,19595,7709,"64.86%",1.1401065449010654,1.7800615107643838,0.6399549658633183,"56.13%",0.9045662100456621,1.4698822293901432,0.5653160193444812,"62.5%"
class java.lang.Boolean,16620,7626,-8994,"-54.12%",2,2,0,"0.0%",1.264840182648402,0.5720501087690346,-0.6927900738793673,"-54.77%",0.00015220700152207003,0.00015002625459455406,-2.1807469275159682e-06,"-1.43%"
class java.lang.Class,224,224,0,"0.0%",10,11,1,"10.0%",0.01704718417047184,0.016802940514590053,-0.000244243655881788,"-1.43%",0.00076103500761035,0.0008251444002700472,6.41093926596972e-05,"8.42%"
class com.netflix.appinfo.InstanceInfo$InstanceStatus,7408,23920,16512,"222.89%",5,5,0,"0.0%",0.5637747336377473,1.7943140049508663,1.230539271313119,"218.27%",0.000380517503805175,0.00037506563648638514,-5.45186731878988e-06,"-1.43%"
