Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,39510,19846,-19664,"-49.77%",44,16,-28,"-63.64%",3.154994809550427,1.5699707301637529,-1.5850240793866741,"-50.24%",0.003513535095424419,0.0012657226485246421,-0.002247812446899777,"-63.98%"
class java.lang.Long,619,688,69,"11.15%",560,661,101,"18.04%",0.04942905054699353,0.05442607388655961,0.00499702333956608,"10.11%",0.044717719396310786,0.05229016691717427,0.007572447520863487,"16.93%"
class java.util.concurrent.ConcurrentHashMap,910,1177,267,"29.34%",79,21,-58,"-73.42%",0.07266629401900503,0.09310972233209398,0.020443428313088957,"28.13%",0.006308392557693844,0.0016612609761885928,-0.004647131581505251,"-73.67%"
class java.lang.Integer,34211,7853,-26358,"-77.05%",15,11,-4,"-26.67%",2.7318533897628363,0.6212324974290009,-2.110620892333835,"-77.26%",0.0011977960552583247,0.0008701843208606914,-0.0003276117343976333,"-27.35%"
class com.netflix.appinfo.InstanceInfo,40637,41802,1165,"2.87%",6634,21787,15153,"228.41%",3.2449892198355026,3.306858634601693,0.061869414766190456,"1.91%",0.5297452687055817,1.7235187089628985,1.1937734402573168,"225.35%"
class org.slf4j.helpers.NOPLogger,1,1,0,"0.0%",1,1,0,"0.0%",7.985307035055498e-05,7.910766553279013e-05,-7.454048177648476e-07,"-0.93%",7.985307035055498e-05,7.910766553279013e-05,-7.454048177648476e-07,"-0.93%"
class java.util.LinkedHashSet,2881,7992,5111,"177.4%",77,2,-75,"-97.4%",0.23005669567994888,0.6322284629380587,0.40217176725810977,"174.81%",0.006148686416992733,0.00015821533106558027,-0.005990471085927153,"-97.43%"
class com.netflix.appinfo.InstanceInfo$InstanceStatus,4824,8983,4159,"86.21%",5,5,0,"0.0%",0.3852112113710772,0.7106241594810537,0.3254129481099765,"84.48%",0.0003992653517527749,0.0003955383276639506,-3.7270240888242784e-06,"-0.93%"
class com.netflix.appinfo.LeaseInfo,180,181,1,"0.56%",1,1,0,"0.0%",0.014373552663099896,0.014318487461435013,-5.5065201664882685e-05,"-0.38%",7.985307035055498e-05,7.910766553279013e-05,-7.454048177648476e-07,"-0.93%"
class com.netflix.appinfo.MyDataCenterInstanceConfig,38909,27051,-11858,"-30.48%",26391,19757,-6634,"-25.14%",3.1070031142697436,2.1399414603275058,-0.9670616539422379,"-31.13%",2.1074023796214965,1.5629301479313344,-0.544472231690162,"-25.84%"
class com.netflix.appinfo.InstanceInfo$Builder,57729,99548,41819,"72.44%",190,75,-115,"-60.53%",4.609837898267188,7.875009888458192,3.2651719901910035,"70.83%",0.015172083366605447,0.005933074914959259,-0.009239008451646187,"-60.89%"
class java.lang.Object,1,0,-1,"-INF%",1,0,-1,"-INF%",7.985307035055498e-05,0.0,-7.985307035055498e-05,"-INF%",7.985307035055498e-05,0.0,-7.985307035055498e-05,"-INF%"
class com.netflix.appinfo.AbstractInstanceConfig$1,21629,6305,-15324,"-70.85%",1,1,0,"0.0%",1.7271420586121535,0.49877383118424173,-1.2283682274279117,"-71.12%",7.985307035055498e-05,7.910766553279013e-05,-7.454048177648476e-07,"-0.93%"
class java.util.LinkedHashMap,2571,2549,-22,"-0.86%",26,16,-10,"-38.46%",0.20530224387127685,0.20164543944308203,-0.0036568044281948264,"-1.78%",0.0020761798291144295,0.0012657226485246421,-0.0008104571805897874,"-39.04%"
class com.netflix.appinfo.InstanceInfo$ActionType,5616,1714,-3902,"-69.48%",3,3,0,"0.0%",0.44845484308871675,0.1355905387232023,-0.3128643043655145,"-69.76%",0.00023955921105166494,0.00023732299659837039,-2.2362144532945562e-06,"-0.93%"
class com.netflix.appinfo.ApplicationInfoManager,17646,34127,16481,"93.4%",4135,11151,7016,"169.67%",1.409087279405893,2.699707301637529,1.2906200222316357,"91.59%",0.33019244589954483,0.8821295783561427,0.5519371324565978,"167.16%"
class java.lang.Boolean,25577,10255,-15322,"-59.91%",2,2,0,"0.0%",2.0424019803561446,0.8112491100387628,-1.231152870317382,"-60.28%",0.00015970614070110996,0.00015821533106558027,-1.4908096355296951e-06,"-0.93%"
class com.netflix.appinfo.InstanceInfo$PortType,1213,1341,128,"10.55%",2,2,0,"0.0%",0.0968617743352232,0.10608337947947157,0.009221605144248371,"9.52%",0.00015970614070110996,0.00015821533106558027,-1.4908096355296951e-06,"-0.93%"
class java.lang.Class,256,234,-22,"-8.59%",14,11,-3,"-21.43%",0.020442386009742075,0.01851119373467289,-0.0019311922750691844,"-9.45%",0.0011179429849077697,0.0008701843208606914,-0.00024775866404707833,"-22.16%"
class [Ljava.lang.String;,505,145,-360,"-71.29%",5,25,20,"400.0%",0.04032580052703026,0.011470611502254568,-0.028855189024775692,"-71.56%",0.0003992653517527749,0.001977691638319753,0.0015784262865669782,"395.33%"
