Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setHomePageUrl(java.lang.String|java.lang.String)",281,252,-29,"-10.32%",0.022875284923477696,0.02096157045416736,-0.0019137144693103375,"-8.37%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getStatusPageUrl()",6363,2642,-3721,"-58.48%",0.5179908824487137,0.21976376642821494,-0.2982271160204988,"-57.57%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getVirtualHostName()",974,2928,1954,"200.62%",0.07929013350700098,0.2435534852769922,0.1642633517699912,"207.17%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getStatusPageUrlPath()",1252,2151,899,"71.81%",0.10192119830674047,0.1789219763766428,0.07700077806990234,"75.55%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getAppname()",985,3310,2325,"236.04%",0.08018560729404103,0.27532856429878555,0.19514295700474452,"243.36%"
"public java.lang.String com.netflix.appinfo.InstanceInfo.getVersion()",1266,3104,1838,"145.18%",0.10306089221751873,0.2581933122608551,0.15513242004333638,"150.53%"
"public com.netflix.appinfo.InstanceInfo$InstanceStatus com.netflix.appinfo.InstanceInfo.getOverriddenStatus()",1816,827,-989,"-54.46%",0.14783458156952134,0.0687905506571286,-0.07904403091239275,"-53.47%"
"public void com.netflix.appinfo.InstanceInfo.setLastDirtyTimestamp(java.lang.Long)",814,1249,435,"53.44%",0.06626506024096386,0.10389286308434537,0.037627802843381505,"56.78%"
"public void com.netflix.appinfo.ApplicationInfoManager.setInstanceStatus(com.netflix.appinfo.InstanceInfo$InstanceStatus)",431,338,-93,"-21.58%",0.035086291110387496,0.028115122275827648,-0.006971168834559848,"-19.87%"
"public java.lang.String com.netflix.appinfo.InstanceInfo.getHostName()",1152,678,-474,"-41.15%",0.09378052751546727,0.056396606221926465,-0.0373839212935408,"-39.86%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getSecureHealthCheckUrl()",1840,8242,6402,"347.93%",0.14978834255942688,0.6855764431874896,0.5357881006280627,"357.7%"
"public com.netflix.appinfo.InstanceInfo com.netflix.appinfo.InstanceInfo$Builder.getRawInstance()",10655,16687,6032,"56.61%",0.8673884728101595,1.388038595907503,0.5206501230973435,"60.03%"
"public static com.netflix.appinfo.InstanceInfo$InstanceStatus com.netflix.appinfo.InstanceInfo$InstanceStatus.toEnum(java.lang.String)",2325,804,-1521,"-65.42%",0.18927059589710193,0.06687739144901014,-0.12239320444809179,"-64.67%"
"public long com.netflix.appinfo.InstanceInfo.getLastUpdatedTimestamp()",1791,636,-1155,"-64.49%",0.14579941387170303,0.05290301114623191,-0.09289640272547112,"-63.72%"
"com.netflix.appinfo.InstanceInfo$Builder(com.netflix.appinfo.InstanceInfo)",1088,29972,28884,"2654.78%",0.08857049820905243,2.4930959906837464,2.404525492474694,"2714.82%"
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setHealthCheckUrlsForDeser(java.lang.String|java.lang.String)",1145,1310,165,"14.41%",0.09321068056007815,0.10896689402761604,0.01575621346753789,"16.9%"
"public boolean com.netflix.appinfo.InstanceInfo.equals(java.lang.Object)",609,831,222,"36.45%",0.04957668511885379,0.06912327399767093,0.01954658887881714,"39.43%"
"public java.lang.String com.netflix.appinfo.InstanceInfo.getStatusPageUrl()",1248,643,-605,"-48.48%",0.10159557147508955,0.053485276992181,-0.048110294482908544,"-47.35%"
"public int com.netflix.appinfo.InstanceInfo.getPort()",1032,1195,163,"15.79%",0.08401172256593943,0.09940109798702379,0.015389375421084359,"18.32%"
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setOverriddenStatus(com.netflix.appinfo.InstanceInfo$InstanceStatus)",2835,3335,500,"17.64%",0.23078801693259524,0.2774080851771752,0.046620068244579954,"20.2%"
"public int com.netflix.appinfo.InstanceInfo.getCountryId()",1830,1552,-278,"-15.19%",0.14897427548029957,0.12909665613042756,-0.019877619349872006,"-13.34%"
"public void com.netflix.appinfo.InstanceInfo.setLeaseInfo(com.netflix.appinfo.LeaseInfo)",743,5794,5051,"679.81%",0.06048518397915988,0.4819497587755781,0.42146457479641825,"696.81%"
"public boolean com.netflix.appinfo.PropertiesInstanceConfig.getSecurePortEnabled()",2202,847,-1355,"-61.53%",0.1792575708238359,0.0704541673598403,-0.1088034034639956,"-60.7%"
"public static final int com.netflix.appinfo.InstanceInfo.DEFAULT_COUNTRY_ID",1,1,0,"0.0%",8.140670791273201e-05,8.318083513558476e-05,1.77412722285275e-06,"2.18%"
"public java.lang.Boolean com.netflix.appinfo.InstanceInfo.isCoordinatingDiscoveryServer()",935,1088,153,"16.36%",0.07611527189840443,0.09050074862751623,0.014385476729111793,"18.9%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getHealthCheckUrlPath()",1806,675,-1131,"-62.62%",0.14702051449039402,0.056147063716519716,-0.0908734507738743,"-61.81%"
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setLeaseInfo(com.netflix.appinfo.LeaseInfo)",1716,937,-779,"-45.4%",0.13969391077824814,0.07794044252204292,-0.061753468256205216,"-44.21%"
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setSID(java.lang.String)",4769,708,-4061,"-85.15%",0.38822859003581894,0.05889203127599401,-0.3293365587598249,"-84.83%"
"public boolean com.netflix.appinfo.InstanceInfo.isPortEnabled(com.netflix.appinfo.InstanceInfo$PortType)",1392,1827,435,"31.25%",0.11331813741452296,0.15197138579271335,0.0386532483781904,"34.11%"
"public synchronized void com.netflix.appinfo.InstanceInfo.setOverriddenStatus(com.netflix.appinfo.InstanceInfo$InstanceStatus)",2124,825,-1299,"-61.16%",0.1729078476066428,0.06862418898685743,-0.10428365861978536,"-60.31%"
"public boolean com.netflix.appinfo.PropertiesInstanceConfig.isInstanceEnabledOnit()",841,744,-97,"-11.53%",0.06846304135460762,0.06188654134087506,-0.006576500013732563,"-9.61%"
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setSecureVIPAddress(java.lang.String)",3194,690,-2504,"-78.4%",0.260013025073266,0.057394776243553484,-0.20261824882971252,"-77.93%"
"public java.lang.String com.netflix.appinfo.PropertiesInstanceConfig.getNamespace()",2255,977,-1278,"-56.67%",0.18357212634321068,0.08126767592746631,-0.10230445041574437,"-55.73%"
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setHostName(java.lang.String)",1142,1195,53,"4.64%",0.09296646043633995,0.09940109798702379,0.006434637550683839,"6.92%"
"com.netflix.appinfo.InstanceInfo(com.netflix.appinfo.InstanceInfo)",1580,14606,13026,"824.43%",0.12862259850211658,1.214939277990351,1.0863166794882344,"844.58%"
"public static final int com.netflix.appinfo.InstanceInfo.DEFAULT_SECURE_PORT",1,1,0,"0.0%",8.140670791273201e-05,8.318083513558476e-05,1.77412722285275e-06,"2.18%"
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setNamespace(java.lang.String)",2863,1952,-911,"-31.82%",0.23306740475415175,0.16236899018466144,-0.0706984145694903,"-30.33%"
"public com.netflix.appinfo.InstanceInfo$Builder com.netflix.appinfo.InstanceInfo$Builder.setSecurePort(int)",976,741,-235,"-24.08%",0.07945294692282644,0.06163699883546831,-0.017815948087358126,"-22.42%"
