Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class io.cloudslang.lang.api.SlangImpl,35528,14074,-21454,"-60.39%",1,1,0,"0.0%",1.1511145671332297,0.8019373219373219,-0.34917724519590776,"-30.33%",3.240020736132711e-05,5.698005698005698e-05,2.4579849618729865e-05,"75.86%"
class java.lang.Boolean,4016,32544,28528,"710.36%",2,2,0,"0.0%",0.13011923276308968,1.8543589743589743,1.7242397415958846,"1325.12%",6.480041472265422e-05,0.00011396011396011396,4.915969923745973e-05,"75.86%"
class java.lang.Object,1,0,-1,"-INF%",1,0,-1,"-INF%",3.240020736132711e-05,0.0,-3.240020736132711e-05,"-INF%",3.240020736132711e-05,0.0,-3.240020736132711e-05,"-INF%"
class java.lang.Class,3480,7431,3951,"113.53%",3,8,5,"166.67%",0.11275272161741835,0.4234188034188034,0.31066608180138505,"275.53%",9.720062208398134e-05,0.0004558404558404558,0.00035863983375647446,"368.97%"
class java.util.HashSet,54143,22270,-31873,"-58.87%",1,1,0,"0.0%",1.7542444271643338,1.268945868945869,-0.4852985582184648,"-27.66%",3.240020736132711e-05,5.698005698005698e-05,2.4579849618729865e-05,"75.86%"
class java.util.LinkedHashSet,4016,828,-3188,"-79.38%",4,6,2,"50.0%",0.13011923276308968,0.04717948717948718,-0.0829397455836025,"-63.74%",0.00012960082944530845,0.0003418803418803419,0.00021227951243503343,"163.79%"
class [Ljava.lang.String;,7,5,-2,"-28.57%",4,5,1,"25.0%",0.0002268014515292898,0.0002849002849002849,5.8098833370995095e-05,"25.62%",0.00012960082944530845,0.0002849002849002849,0.00015529945545497643,"119.83%"
class [Lio.cloudslang.lang.compiler.SlangSource;,4009,823,-3186,"-79.47%",1,1,0,"0.0%",0.1298924313115604,0.04689458689458689,-0.0829978444169735,"-63.9%",3.240020736132711e-05,5.698005698005698e-05,2.4579849618729865e-05,"75.86%"
class [Ljava.lang.Object;,0,157,157,"INF%",0,18,18,"INF%",0.0,0.008945868945868947,0.008945868945868947,"INF%",0.0,0.0010256410256410256,0.0010256410256410256,"INF%"
class org.apache.log4j.Logger,0,56769,56769,"INF%",0,10,10,"INF%",0.0,3.2347008547008547,3.2347008547008547,"INF%",0.0,0.0005698005698005698,0.0005698005698005698,"INF%"
class org.apache.log4j.Level,0,26545,26545,"INF%",0,1,1,"INF%",0.0,1.5125356125356126,1.5125356125356126,"INF%",0.0,5.698005698005698e-05,5.698005698005698e-05,"INF%"
class java.util.Vector$1,0,1,1,"INF%",0,1,1,"INF%",0.0,5.698005698005698e-05,5.698005698005698e-05,"INF%",0.0,5.698005698005698e-05,5.698005698005698e-05,"INF%"
class org.apache.log4j.Hierarchy,0,7994,7994,"INF%",0,1,1,"INF%",0.0,0.4554985754985755,0.4554985754985755,"INF%",0.0,5.698005698005698e-05,5.698005698005698e-05,"INF%"
class java.lang.String,0,3600,3600,"INF%",0,8,8,"INF%",0.0,0.20512820512820512,0.20512820512820512,"INF%",0.0,0.0004558404558404558,0.0004558404558404558,"INF%"
class org.apache.log4j.helpers.NullEnumeration,0,2073,2073,"INF%",0,1,1,"INF%",0.0,0.11811965811965812,0.11811965811965812,"INF%",0.0,5.698005698005698e-05,5.698005698005698e-05,"INF%"
class org.apache.log4j.spi.RootLogger,0,8862,8862,"INF%",0,1,1,"INF%",0.0,0.504957264957265,0.504957264957265,"INF%",0.0,5.698005698005698e-05,5.698005698005698e-05,"INF%"
