Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public void io.cloudslang.lang.api.SlangImpl.subscribeOnAllEvents(io.cloudslang.score.events.ScoreEventListener)",4109,884,-3225,"-78.49%",0.13206273703156135,0.049889948642699924,-0.08217278838886143,"-62.22%"
"java.lang.String[2]",6,1,-5,"-83.33%",0.00019283923635662404,5.6436593487217114e-05,-0.00013640264286940692,"-70.73%"
"java.lang.String[1]",1,1,0,"0.0%",3.2139872726104e-05,5.6436593487217114e-05,2.4296720761113112e-05,"75.6%"
"io.cloudslang.lang.api.SlangImpl()",35804,14211,-21593,"-60.31%",1.1507360030854277,0.8020204300468424,-0.34871557303858525,"-30.3%"
"public void io.cloudslang.lang.api.SlangImpl.subscribeOnEvents(io.cloudslang.score.events.ScoreEventListener|java.util.Set)",4942,903,-4039,"-81.73%",0.158835251012406,0.050962243918957054,-0.10787300709344895,"-67.92%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",4046,841,-3205,"-79.21%",0.13003792504981682,0.04746317512274959,-0.08257474992706723,"-63.5%"
"io.cloudslang.lang.compiler.SlangSource[0]",4039,836,-3203,"-79.3%",0.1298129459407341,0.0471809921553135,-0.08263195378542058,"-63.65%"
"public static org.apache.log4j.Logger io.cloudslang.lang.api.SlangImpl.logger",4,77,73,"1825.0%",0.000128559490904416,0.004345617698515718,0.0042170582076113015,"3280.24%"
"public io.cloudslang.lang.compiler.SlangCompiler io.cloudslang.lang.api.SlangImpl.compiler",48843,12335,-36508,"-74.75%",1.5698078035610978,0.6961453806648231,-0.8736624228962747,"-55.65%"
"public java.util.Set io.cloudslang.lang.api.SlangImpl.getAllEventTypes()",54591,22557,-32034,"-58.68%",1.7545477919907437,1.2730402392911564,-0.48150755269958734,"-27.44%"
"public void io.cloudslang.lang.api.SlangImpl.unSubscribeOnEvents(io.cloudslang.score.events.ScoreEventListener)",4160,899,-3261,"-78.39%",0.13370187054059265,0.05073649754500818,-0.08296537299558447,"-62.05%"
"public io.cloudslang.score.api.Score io.cloudslang.lang.api.SlangImpl.score",51480,19855,-31625,"-61.43%",1.6545606479398343,1.1205485636886958,-0.5340120842511384,"-32.28%"
"public final native java.lang.Class java.lang.Object.getClass()",4338,7546,3208,"73.95%",0.13942276788583918,0.4258705344545403,0.28644776656870113,"205.45%"
"java.lang.Object()",1,0,-1,"-INF%",3.2139872726104e-05,0.0,-3.2139872726104e-05,"-INF%"
"public io.cloudslang.lang.entities.CompilationArtifact io.cloudslang.lang.api.SlangImpl.compile(io.cloudslang.lang.compiler.SlangSource|java.util.Set)",4275,881,-3394,"-79.39%",0.13739795590409462,0.04972063886223828,-0.08767731704185634,"-63.81%"
"public io.cloudslang.score.events.EventBus io.cloudslang.lang.api.SlangImpl.eventBus",41375,9174,-32201,"-77.83%",1.3297872340425532,0.5177493086517297,-0.8120379253908234,"-61.07%"
"java.util.LinkedHashSet()",4046,841,-3205,"-79.21%",0.13003792504981682,0.04746317512274959,-0.08257474992706723,"-63.5%"
"public static org.apache.log4j.Logger org.apache.log4j.Category.exists(java.lang.String)",0,1232,1232,"INF%",0.0,0.06952988317625149,0.06952988317625149,"INF%"
"public void org.apache.log4j.Category.setPriority(org.apache.log4j.Priority)",0,1960,1960,"INF%",0.0,0.11061572323494553,0.11061572323494553,"INF%"
"public final org.apache.log4j.Level org.apache.log4j.Category.getPriority()",0,3018,3018,"INF%",0.0,0.17032563914442125,0.17032563914442125,"INF%"
"public static org.apache.log4j.Category org.apache.log4j.Category.getInstance(java.lang.Class)",0,5697,5697,"INF%",0.0,0.3215192730966759,0.3215192730966759,"INF%"
"public static org.apache.log4j.Category org.apache.log4j.Category.getInstance(java.lang.String)",0,2051,2051,"INF%",0.0,0.1157514532422823,0.1157514532422823,"INF%"
"public org.apache.log4j.Level org.apache.log4j.Category.getEffectiveLevel()",0,16277,16277,"INF%",0.0,0.9186184321914329,0.9186184321914329,"INF%"
"public boolean org.apache.log4j.Category.isAttached(org.apache.log4j.Appender)",0,4337,4337,"INF%",0.0,0.2447655059540606,0.2447655059540606,"INF%"
"public static org.apache.log4j.spi.LoggerRepository org.apache.log4j.Category.getDefaultHierarchy()",0,4,4,"INF%",0.0,0.00022574637394886846,0.00022574637394886846,"INF%"
"public final org.apache.log4j.Level org.apache.log4j.Category.getLevel()",0,3100,3100,"INF%",0.0,0.17495343981037303,0.17495343981037303,"INF%"
"public boolean org.apache.log4j.Category.getAdditivity()",0,2379,2379,"INF%",0.0,0.13426265590608952,0.13426265590608952,"INF%"
"public void org.apache.log4j.Category.l7dlog(org.apache.log4j.Priority|java.lang.String|java.lang.Throwable)",0,2710,2710,"INF%",0.0,0.15294316835035837,0.15294316835035837,"INF%"
