Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public void io.cloudslang.lang.api.SlangImpl.subscribeOnAllEvents(io.cloudslang.score.events.ScoreEventListener)",4074,875,-3199,"-78.52%",0.13199844479004666,0.04985754985754986,-0.0821408949324968,"-62.23%"
"java.lang.String[2]",6,1,-5,"-83.33%",0.00019440124416796267,5.698005698005698e-05,-0.0001374211871879057,"-70.69%"
"java.lang.String[1]",1,1,0,"0.0%",3.240020736132711e-05,5.698005698005698e-05,2.4579849618729865e-05,"75.86%"
"io.cloudslang.lang.api.SlangImpl()",35528,14074,-21454,"-60.39%",1.1511145671332297,0.8019373219373219,-0.34917724519590776,"-30.33%"
"public void io.cloudslang.lang.api.SlangImpl.subscribeOnEvents(io.cloudslang.score.events.ScoreEventListener|java.util.Set)",4911,894,-4017,"-81.8%",0.15911741835147744,0.05094017094017094,-0.10817724741130649,"-67.99%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",4016,828,-3188,"-79.38%",0.13011923276308968,0.04717948717948718,-0.0829397455836025,"-63.74%"
"io.cloudslang.lang.compiler.SlangSource[0]",4009,823,-3186,"-79.47%",0.1298924313115604,0.04689458689458689,-0.0829978444169735,"-63.9%"
"public static org.apache.log4j.Logger io.cloudslang.lang.api.SlangImpl.logger",4,75,71,"1775.0%",0.00012960082944530845,0.004273504273504274,0.004143903444058966,"3197.44%"
"public io.cloudslang.lang.compiler.SlangCompiler io.cloudslang.lang.api.SlangImpl.compiler",48422,12183,-36239,"-74.84%",1.5688828408501814,0.6941880341880342,-0.8746948066621472,"-55.75%"
"public java.util.Set io.cloudslang.lang.api.SlangImpl.getAllEventTypes()",54143,22270,-31873,"-58.87%",1.7542444271643338,1.268945868945869,-0.4852985582184648,"-27.66%"
"public void io.cloudslang.lang.api.SlangImpl.unSubscribeOnEvents(io.cloudslang.score.events.ScoreEventListener)",4129,884,-3245,"-78.59%",0.13378045619491966,0.05037037037037037,-0.08341008582454928,"-62.35%"
"public io.cloudslang.score.api.Score io.cloudslang.lang.api.SlangImpl.score",51038,19616,-31422,"-61.57%",1.653641783307413,1.1177207977207977,-0.5359209855866154,"-32.41%"
"public final native java.lang.Class java.lang.Object.getClass()",4312,7495,3183,"73.82%",0.1397096941420425,0.4270655270655271,0.28735583292348454,"205.68%"
"java.lang.Object()",1,0,-1,"-INF%",3.240020736132711e-05,0.0,-3.240020736132711e-05,"-INF%"
"public io.cloudslang.lang.entities.CompilationArtifact io.cloudslang.lang.api.SlangImpl.compile(io.cloudslang.lang.compiler.SlangSource|java.util.Set)",4243,868,-3375,"-79.54%",0.13747407983411095,0.04945868945868946,-0.08801539037542148,"-64.02%"
"public io.cloudslang.score.events.EventBus io.cloudslang.lang.api.SlangImpl.eventBus",41018,9068,-31950,"-77.89%",1.3289917055469156,0.5166951566951566,-0.812296548851759,"-61.12%"
"java.util.LinkedHashSet()",4016,828,-3188,"-79.38%",0.13011923276308968,0.04717948717948718,-0.0829397455836025,"-63.74%"
"public static org.apache.log4j.Logger org.apache.log4j.Category.exists(java.lang.String)",0,1226,1226,"INF%",0.0,0.06985754985754986,0.06985754985754986,"INF%"
"public void org.apache.log4j.Category.setPriority(org.apache.log4j.Priority)",0,1958,1958,"INF%",0.0,0.11156695156695157,0.11156695156695157,"INF%"
"public final org.apache.log4j.Level org.apache.log4j.Category.getPriority()",0,2999,2999,"INF%",0.0,0.17088319088319087,0.17088319088319087,"INF%"
"public static org.apache.log4j.Category org.apache.log4j.Category.getInstance(java.lang.Class)",0,5643,5643,"INF%",0.0,0.32153846153846155,0.32153846153846155,"INF%"
"public static org.apache.log4j.Category org.apache.log4j.Category.getInstance(java.lang.String)",0,2037,2037,"INF%",0.0,0.11606837606837607,0.11606837606837607,"INF%"
"public org.apache.log4j.Level org.apache.log4j.Category.getEffectiveLevel()",0,16243,16243,"INF%",0.0,0.9255270655270655,0.9255270655270655,"INF%"
"public boolean org.apache.log4j.Category.isAttached(org.apache.log4j.Appender)",0,4309,4309,"INF%",0.0,0.24552706552706552,0.24552706552706552,"INF%"
"public static org.apache.log4j.spi.LoggerRepository org.apache.log4j.Category.getDefaultHierarchy()",0,4,4,"INF%",0.0,0.0002279202279202279,0.0002279202279202279,"INF%"
"public final org.apache.log4j.Level org.apache.log4j.Category.getLevel()",0,3081,3081,"INF%",0.0,0.17555555555555555,0.17555555555555555,"INF%"
"public boolean org.apache.log4j.Category.getAdditivity()",0,2354,2354,"INF%",0.0,0.13413105413105414,0.13413105413105414,"INF%"
"public void org.apache.log4j.Category.l7dlog(org.apache.log4j.Priority|java.lang.String|java.lang.Throwable)",0,2704,2704,"INF%",0.0,0.15407407407407409,0.15407407407407409,"INF%"
