Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Long,36904,37825,921,"2.5%",9,9,0,"0.0%",2.4148671639837715,2.2642921281053576,-0.15057503587841392,"-6.24%",0.0005889281507656066,0.0005387608500448968,-5.016730072070978e-05,"-8.52%"
class java.util.PriorityQueue,29341,23751,-5590,"-19.05%",12545,11589,-956,"-7.62%",1.9199712079570737,1.4217898832684825,-0.4981813246885911,"-25.95%",0.8209004057060594,0.693744387907812,-0.12715601779824737,"-15.49%"
class java.util.Collections$ReverseComparator2,20955,32861,11906,"56.82%",15082,22656,7574,"50.22%",1.3712210443659207,1.9671355881472612,0.5959145437813405,"43.46%",0.9869127077607643,1.3562406465130201,0.3693279387522558,"37.42%"
class rx.concurrency.TestScheduler,13925,15059,1134,"8.14%",13925,15059,1134,"8.14%",0.9112027221567858,0.9014666267584556,-0.009736095398330202,"-1.07%",0.9112027221567858,0.9014666267584556,-0.009736095398330202,"-1.07%"
class rx.concurrency.TestScheduler$CompareActionsByTime,33344,40490,7146,"21.43%",1,1,0,"0.0%",2.181913362125376,2.4238252020353186,0.24191183990994247,"11.09%",6.543646119617851e-05,5.986231667165519e-05,-5.574144524523321e-06,"-8.52%"
class java.util.Comparator$$Lambda$161/1909398279,31003,0,-31003,"-INF%",1,0,-1,"-INF%",2.0287266064651224,0.0,-2.0287266064651224,"-INF%",6.543646119617851e-05,0.0,-6.543646119617851e-05,"-INF%"
class java.lang.Class,1557,1661,104,"6.68%",6,7,1,"16.67%",0.10188457008244994,0.09943130799161927,-0.002453262090830674,"-2.41%",0.00039261876717707107,0.0004190362167015863,2.6417449524515255e-05,"6.73%"
class rx.subscriptions.Subscriptions$3,6657,10235,3578,"53.75%",1,1,0,"0.0%",0.43561052218296037,0.612690811134391,0.17708028895143058,"40.65%",6.543646119617851e-05,5.986231667165519e-05,-5.574144524523321e-06,"-8.52%"
class java.lang.Object,0,1,1,"INF%",0,1,1,"INF%",0.0,5.986231667165519e-05,5.986231667165519e-05,"INF%",0.0,5.986231667165519e-05,5.986231667165519e-05,"INF%"
class java.util.Comparator$$Lambda$209/1208432687,0,18557,18557,"INF%",0,1,1,"INF%",0.0,1.1108650104759055,1.1108650104759055,"INF%",0.0,5.986231667165519e-05,5.986231667165519e-05,"INF%"
