Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public static org.apache.lucene.util.TestRuleIgnoreAfterMaxFailures org.apache.lucene.util.LuceneTestCase.replaceMaxFailureRule(org.apache.lucene.util.TestRuleIgnoreAfterMaxFailures)",283,813,530,"187.28%",0.013210101293002848,0.03733468038207201,0.024124579089069162,"182.62%"
"randoop.operation.ArrayElementSet@71afddae",12,0,-12,"-INF%",0.0005601456378658452,0.0,-0.0005601456378658452,"-INF%"
"public static java.util.Random org.apache.lucene.util.LuceneTestCase.random()",1,1,0,"0.0%",4.667880315548709e-05,4.5922116091109475e-05,-7.566870643776178e-07,"-1.62%"
"public static void org.junit.Assert.assertTrue(java.lang.String|boolean)",28,28,0,"0.0%",0.0013070064883536387,0.0012858192505510655,-2.118723780257319e-05,"-1.62%"
"public static void org.junit.Assert.assertTrue(boolean)",2,2,0,"0.0%",9.335760631097419e-05,9.184423218221895e-05,-1.5133741287552357e-06,"-1.62%"
"org.apache.lucene.store.MockDirectoryWrapper$Throttling[1]",37,103,66,"178.38%",0.0017271157167530224,0.004729977957384277,0.0030028622406312543,"173.87%"
"org.apache.lucene.store.MockDirectoryWrapper$Throttling[2]",5,1,-4,"-80.0%",0.00023339401577743548,4.5922116091109475e-05,-0.00018747189968632602,"-80.32%"
"org.apache.lucene.store.MockDirectoryWrapper$Throttling[3]",37,2,-35,"-94.59%",0.0017271157167530224,9.184423218221895e-05,-0.0016352714845708034,"-94.68%"
"org.apache.lucene.store.MockDirectoryWrapper$Throttling[4]",25,0,-25,"-INF%",0.0011669700788871774,0.0,-0.0011669700788871774,"-INF%"
"public static void org.elasticsearch.test.ESTestCase.setProcessors()",1,1,0,"0.0%",4.667880315548709e-05,4.5922116091109475e-05,-7.566870643776178e-07,"-1.62%"
"org.junit.rules.RuleChain[5]",1,0,-1,"-INF%",4.667880315548709e-05,0.0,-4.667880315548709e-05,"-INF%"
"org.apache.lucene.store.MockDirectoryWrapper$Throttling[0]",120,74,-46,"-38.33%",0.005601456378658451,0.0033982365907421013,-0.00220321978791635,"-39.33%"
"public static org.elasticsearch.common.settings.Settings$Builder org.elasticsearch.test.ESTestCase.settings(org.elasticsearch.Version)",1,1,0,"0.0%",4.667880315548709e-05,4.5922116091109475e-05,-7.566870643776178e-07,"-1.62%"
"public void org.apache.lucene.util.LuceneTestCase.assertStoredFieldEquals(java.lang.String|org.apache.lucene.index.IndexableField|org.apache.lucene.index.IndexableField)",345,332,-13,"-3.77%",0.016104187088643047,0.015246142542248348,-0.0008580445463946991,"-5.33%"
"org.junit.rules.RuleChain[0]",14,9,-5,"-35.71%",0.0006535032441768193,0.0004132990448199853,-0.00024020419935683404,"-36.76%"
"org.apache.lucene.store.MockDirectoryWrapper$Throttling[5]",34,0,-34,"-INF%",0.0015870793072865611,0.0,-0.0015870793072865611,"-INF%"
"public void org.apache.lucene.util.LuceneTestCase.setIndexWriterMaxDocs(int)",6729,4343,-2386,"-35.46%",0.31410166643327264,0.19943975018368845,-0.11466191624958419,"-36.5%"
"org.apache.lucene.store.MockDirectoryWrapper$Throttling[6]",9,1,-8,"-88.89%",0.0004201092283993838,4.5922116091109475e-05,-0.00037418711230827433,"-89.07%"
"public java.nio.file.Path org.elasticsearch.test.ESTestCase.getDataPath(java.lang.String)",294,352,58,"19.73%",0.013723568127713205,0.016164584864070537,0.0024410167363573317,"17.79%"
"public final org.junit.rules.TestRule org.apache.lucene.util.LuceneTestCase.ruleChain",11330,13820,2490,"21.98%",0.5288708397516688,0.634643644379133,0.10577280462746419,"20.0%"
"float[][6]",1,0,-1,"-INF%",4.667880315548709e-05,0.0,-4.667880315548709e-05,"-INF%"
"public static org.apache.lucene.store.BaseDirectoryWrapper org.apache.lucene.util.LuceneTestCase.newFSDirectory(java.nio.file.Path)",1,1,0,"0.0%",4.667880315548709e-05,4.5922116091109475e-05,-7.566870643776178e-07,"-1.62%"
"public static org.apache.lucene.store.BaseDirectoryWrapper org.apache.lucene.util.LuceneTestCase.newFSDirectory(java.nio.file.Path|org.apache.lucene.store.LockFactory)",1,1,0,"0.0%",4.667880315548709e-05,4.5922116091109475e-05,-7.566870643776178e-07,"-1.62%"
"public static java.util.Random org.elasticsearch.test.ESTestCase.getRandom()",1,1,0,"0.0%",4.667880315548709e-05,4.5922116091109475e-05,-7.566870643776178e-07,"-1.62%"
"randoop.operation.UncheckedCast@5d229fa",1,0,-1,"-INF%",4.667880315548709e-05,0.0,-4.667880315548709e-05,"-INF%"
"public static final java.lang.String org.apache.lucene.util.LuceneTestCase.SYSPROP_MONSTER",1,1,0,"0.0%",4.667880315548709e-05,4.5922116091109475e-05,-7.566870643776178e-07,"-1.62%"
"public static void org.junit.Assert.assertNotSame(java.lang.String|java.lang.Object|java.lang.Object)",1304,1424,120,"9.2%",0.06086915931475517,0.0653930933137399,0.004523933998984722,"7.43%"
"public static void org.junit.Assert.assertNotSame(java.lang.Object|java.lang.Object)",2099,2960,861,"41.02%",0.0979788078233674,0.13592946362968406,0.03795065580631665,"38.73%"
"float[][4]",2,15,13,"650.0%",9.335760631097419e-05,0.0006888317413666422,0.0005954741350556681,"637.84%"
"randoop.operation.UncheckedCast@63841fa8",1,0,-1,"-INF%",4.667880315548709e-05,0.0,-4.667880315548709e-05,"-INF%"
"int[][][][3]",1,0,-1,"-INF%",4.667880315548709e-05,0.0,-4.667880315548709e-05,"-INF%"
"public static void org.junit.Assert.assertNull(java.lang.Object)",278,288,10,"3.6%",0.012976707277225412,0.01322556943423953,0.0002488621570141177,"1.92%"
"public static void org.junit.Assert.assertNull(java.lang.String|java.lang.Object)",317,309,-8,"-2.52%",0.014797180600289409,0.01418993387215283,-0.0006072467281365793,"-4.1%"
