Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [Lorg.apache.lucene.util.LuceneTestCase;,1,369,368,"36800.0%",1,3,2,"200.0%",4.1252423579885316e-05,0.01623905294195309,0.016197800518373204,"39265.09%",4.1252423579885316e-05,0.00013202482066628526,9.077239708639995e-05,"220.04%"
class [Ljava.lang.reflect.Type;,21,2,-19,"-90.48%",4,2,-2,"-50.0%",0.0008663008951775916,8.801654711085684e-05,-0.0007782843480667348,"-89.84%",0.00016500969431954127,8.801654711085684e-05,-7.699314720868442e-05,"-46.66%"
class [[Ljava.util.List;,2,32,30,"1500.0%",1,5,4,"400.0%",8.250484715977063e-05,0.0014082647537737095,0.0013257599066139388,"1606.89%",4.1252423579885316e-05,0.0002200413677771421,0.0001787889441972568,"433.4%"
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,71,0,-71,"-INF%",6,0,-6,"-INF%",0.0029289220741718575,0.0,-0.0029289220741718575,"-INF%",0.0002475145414793119,0.0,-0.0002475145414793119,"-INF%"
class [[Lorg.junit.rules.RuleChain;,108,53,-55,"-50.93%",3,2,-1,"-33.33%",0.004455261746627614,0.002332438498437706,-0.002122823248189908,"-47.65%",0.00012375727073965596,8.801654711085684e-05,-3.5740723628799114e-05,"-28.88%"
class [[[Lorg.junit.rules.RuleChain;,7,5,-2,"-28.57%",3,2,-1,"-33.33%",0.00028876696505919725,0.0002200413677771421,-6.872559728205514e-05,"-23.8%",0.00012375727073965596,8.801654711085684e-05,-3.5740723628799114e-05,"-28.88%"
class [[Ljava.util.concurrent.ExecutorService;,120,299,179,"149.17%",4,7,3,"75.0%",0.004950290829586238,0.013158473793073097,0.00820818296348686,"165.81%",0.00016500969431954127,0.00030805791488799895,0.00014304822056845768,"86.69%"
class [Lorg.elasticsearch.index.analysis.KuromojiAnalysisTests;,352,15,-337,"-95.74%",77,15,-62,"-80.52%",0.014520853100119632,0.0006601241033314263,-0.013860728996788205,"-95.45%",0.0031764366156511693,0.0006601241033314263,-0.0025163125123197428,"-79.22%"
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,33,0,-33,"-INF%",3,0,-3,"-INF%",0.0013613299781362156,0.0,-0.0013613299781362156,"-INF%",0.00012375727073965596,0.0,-0.00012375727073965596,"-INF%"
class [C,4987,6338,1351,"27.09%",156,27,-129,"-82.69%",0.20572583639288808,0.2789244377943053,0.07319860140141723,"35.58%",0.0064353780784621095,0.0011882233859965674,-0.005247154692465542,"-81.54%"
class java.lang.Object,19,22,3,"15.79%",1,1,0,"0.0%",0.0007837960480178211,0.0009681820182194253,0.00018438597020160419,"23.52%",4.1252423579885316e-05,4.400827355542842e-05,2.7558499755431045e-06,"6.68%"
class [S,3514,6228,2714,"77.23%",77,116,39,"50.65%",0.144961016459717,0.2740835277032082,0.1291225112434912,"89.07%",0.0031764366156511693,0.005104959732429697,0.0019285231167785275,"60.71%"
class [[Ljava.lang.String;,40,92,52,"130.0%",10,11,1,"10.0%",0.0016500969431954128,0.004048761167099415,0.002398664223904002,"145.37%",0.0004125242357988532,0.00048409100910971263,7.156677331085942e-05,"17.35%"
class [[[[[[[I,26,0,-26,"-INF%",4,0,-4,"-INF%",0.0010725630130770183,0.0,-0.0010725630130770183,"-INF%",0.00016500969431954127,0.0,-0.00016500969431954127,"-INF%"
class [[[Ljava.lang.Class;,4,2,-2,"-50.0%",2,1,-1,"-50.0%",0.00016500969431954127,8.801654711085684e-05,-7.699314720868442e-05,"-46.66%",8.250484715977063e-05,4.400827355542842e-05,-3.849657360434221e-05,"-46.66%"
class [Ljava.util.Collection;,12,2,-10,"-83.33%",4,1,-3,"-75.0%",0.0004950290829586238,8.801654711085684e-05,-0.000407012535847767,"-82.22%",0.00016500969431954127,4.400827355542842e-05,-0.00012100142076411284,"-73.33%"
class [J,3960,3935,-25,"-0.63%",64,83,19,"29.69%",0.16335959737634587,0.17317255644061083,0.009812959064264964,"6.01%",0.0026401551091126602,0.0036526867051005587,0.0010125315959878985,"38.35%"
class [Lorg.junit.Assert;,1,42,41,"4100.0%",1,10,9,"900.0%",4.1252423579885316e-05,0.0018483474893279937,0.0018070950657481084,"4380.58%",4.1252423579885316e-05,0.0004400827355542842,0.00039883031197439887,"966.8%"
class [[[[[I,104,9,-95,"-91.35%",5,4,-1,"-20.0%",0.004290252052308073,0.0003960744619988558,-0.0038941775903092177,"-90.77%",0.0002062621178994266,0.00017603309422171368,-3.022902367771292e-05,"-14.66%"
class [[[[[J,2,3,1,"50.0%",2,3,1,"50.0%",8.250484715977063e-05,0.00013202482066628526,4.951997350651463e-05,"60.02%",8.250484715977063e-05,0.00013202482066628526,4.951997350651463e-05,"60.02%"
class [[Ljava.lang.Class;,24,28,4,"16.67%",2,2,0,"0.0%",0.0009900581659172476,0.0012322316595519958,0.00024217349363474814,"24.46%",8.250484715977063e-05,8.801654711085684e-05,5.511699951086209e-06,"6.68%"
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,26,61,35,"134.62%",4,9,5,"125.0%",0.0010725630130770183,0.0026845046868811335,0.0016119416738041151,"150.29%",0.00016500969431954127,0.0003960744619988558,0.00023106476767931452,"140.03%"
class [[[Ljava.lang.reflect.Type;,10,0,-10,"-INF%",2,0,-2,"-INF%",0.0004125242357988532,0.0,-0.0004125242357988532,"-INF%",8.250484715977063e-05,0.0,-8.250484715977063e-05,"-INF%"
class [[[Ljava.lang.String;,3,58,55,"1833.33%",3,7,4,"133.33%",0.00012375727073965596,0.0025524798662148484,0.0024287225954751925,"1962.49%",0.00012375727073965596,0.00030805791488799895,0.000184300644148343,"148.92%"
