Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [[[Ljava.lang.Class;,6,0,-6,"-INF%",1,0,-1,"-INF%",0.0002606089562611302,0.0,-0.0002606089562611302,"-INF%",4.3434826043521695e-05,0.0,-4.3434826043521695e-05,"-INF%"
class [[I,87,11,-76,"-87.36%",7,2,-5,"-71.43%",0.0037788298657863875,0.0004987078931858367,-0.003280121972600551,"-86.8%",0.0003040437823046519,9.067416239742486e-05,-0.00021336961990722701,"-70.18%"
class [Lorg.apache.lucene.util.LuceneTestCase;,10,283,273,"2730.0%",10,64,54,"540.0%",0.00043434826043521694,0.012830393979235617,0.0123960457188004,"2853.94%",0.00043434826043521694,0.0029015731967175955,0.0024672249362823785,"568.03%"
class [F,1945,5145,3200,"164.52%",88,84,-4,"-4.55%",0.0844807366546497,0.23325928276737543,0.14877854611272573,"176.11%",0.003822264691829909,0.003808314820691844,-1.3949871138064975e-05,"-0.36%"
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,108,103,-5,"-4.63%",3,2,-1,"-33.33%",0.004690961212700343,0.00466971936346738,-2.1241849232963433e-05,"-0.45%",0.0001303044781305651,9.067416239742486e-05,-3.963031573314023e-05,"-30.41%"
class [Z,79,51,-28,"-35.44%",42,30,-12,"-28.57%",0.003431351257438214,0.0023121911411343337,-0.0011191601163038803,"-32.62%",0.0018242626938279112,0.0013601124359613728,-0.00046415025786653843,"-25.44%"
class [[D,431,70,-361,"-83.76%",4,4,0,"0.0%",0.018720410024757852,0.0031735956839098697,-0.015546814340847983,"-83.05%",0.00017373930417408678,0.00018134832479484972,7.609020620762938e-06,"4.38%"
class [D,4735,1704,-3031,"-64.01%",43,49,6,"13.95%",0.20566390131607523,0.07725438636260598,-0.12840951495346925,"-62.44%",0.001867697519871433,0.002221516978736909,0.000353819458865476,"18.94%"
class [[[I,33,0,-33,"-INF%",4,0,-4,"-INF%",0.001433349259436216,0.0,-0.001433349259436216,"-INF%",0.00017373930417408678,0.0,-0.00017373930417408678,"-INF%"
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,16837,16755,-82,"-0.49%",16837,16755,-82,"-0.49%",0.7313121660947748,0.7596227954844267,0.028310629389651898,"3.87%",0.7313121660947748,0.7596227954844267,0.028310629389651898,"3.87%"
