Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class org.junit.rules.RuleChain,22717,24034,1317,"5.8%",19757,21429,1672,"8.46%",1.048702797525621,1.1040977581771407,0.05539496065151983,"5.28%",0.9120579817191395,0.9844266813671444,0.07236869964800485,"7.93%"
class [Lorg.apache.lucene.search.QueryCachingPolicy;,38,307,269,"707.89%",2,5,3,"150.0%",0.0017542239867048288,0.01410327085630283,0.012349046869598002,"703.96%",9.232757824762257e-05,0.0002296949650863653,0.00013736738683874273,"148.78%"
class [B,7475,7380,-95,"-1.27%",39,33,-6,"-15.38%",0.34507432370048935,0.3390297684674752,-0.0060445552330141705,"-1.75%",0.00180038777582864,0.001515986769570011,-0.0002844010062586289,"-15.8%"
class org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,21281,22653,1372,"6.45%",21281,22653,1372,"6.45%",0.9824115963438279,1.0406560088202867,0.05824441247645884,"5.93%",0.9824115963438279,1.0406560088202867,0.05824441247645884,"5.93%"
class [[[[Ljava.lang.String;,148,23,-125,"-84.46%",5,2,-3,"-60.0%",0.00683224079032407,0.0010565968393972803,-0.005775643950926789,"-84.54%",0.0002308189456190564,9.187798603454613e-05,-0.00013894095958451026,"-60.19%"
class java.util.ArrayList$SubList,599,416,-183,"-30.55%",332,278,-54,"-16.27%",0.02765210968516296,0.019110621095185593,-0.008541488589977365,"-30.89%",0.015326377989105345,0.01277104005880191,-0.0025553379303034345,"-16.67%"
class [[[[J,31,8,-23,"-74.19%",7,4,-3,"-42.86%",0.0014310774628381498,0.0003675119441381845,-0.0010635655186999652,"-74.32%",0.000323146523866679,0.00018375597206909226,-0.00013939055179758674,"-43.14%"
class [[[D,14,210,196,"1400.0%",5,7,2,"40.0%",0.000646293047733358,0.009647188533627343,0.009000895485893985,"1392.7%",0.0002308189456190564,0.0003215729511209114,9.075400550185501e-05,"39.32%"
class [[[Ljava.lang.Class;,32,0,-32,"-INF%",2,0,-2,"-INF%",0.001477241251961961,0.0,-0.001477241251961961,"-INF%",9.232757824762257e-05,0.0,-9.232757824762257e-05,"-INF%"
class [[[[Ljava.lang.Class;,26,0,-26,"-INF%",2,0,-2,"-INF%",0.0012002585172190933,0.0,-0.0012002585172190933,"-INF%",9.232757824762257e-05,0.0,-9.232757824762257e-05,"-INF%"
class [[[S,113,39,-74,"-65.49%",10,7,-3,"-30.0%",0.005216508170990675,0.0017916207276736495,-0.003424887443317025,"-65.65%",0.0004616378912381128,0.0003215729511209114,-0.0001400649401172014,"-30.34%"
class [[[[[[[J,7,0,-7,"-INF%",3,0,-3,"-INF%",0.000323146523866679,0.0,-0.000323146523866679,"-INF%",0.00013849136737143384,0.0,-0.00013849136737143384,"-INF%"
