Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [Lorg.junit.rules.TestRule;,12,10,-2,"-16.67%",12,10,-2,"-16.67%",0.000517063081695967,0.00043957976174776914,-7.748331994819781e-05,"-14.99%",0.000517063081695967,0.00043957976174776914,-7.748331994819781e-05,"-14.99%"
class [Ljava.lang.String;,3024,2661,-363,"-12.0%",757,845,88,"11.62%",0.13029989658738367,0.11697217460108136,-0.013327721986302304,"-10.23%",0.032618062736987245,0.037144489867686495,0.00452642713069925,"13.88%"
class [[Ljava.lang.Class;,174,120,-54,"-31.03%",1,1,0,"0.0%",0.00749741468459152,0.00527495714097323,-0.00222245754361829,"-29.64%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%"
class [[[[[B,4,21,17,"425.0%",1,3,2,"200.0%",0.0001723543605653223,0.0009231174996703152,0.0007507631391049929,"435.59%",4.3088590141330577e-05,0.00013187392852433074,8.878533838300017e-05,"206.05%"
class org.apache.lucene.util.LuceneTestCase$1,3723,165,-3558,"-95.57%",1,1,0,"0.0%",0.16041882109617372,0.007253066068838191,-0.15316575502733554,"-95.48%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%"
class [[Ljava.util.Set;,136,4,-132,"-97.06%",57,1,-56,"-98.25%",0.005860048259220959,0.00017583190469910767,-0.005684216354521851,"-97.0%",0.0024560496380558426,4.3957976174776917e-05,-0.002412091661881066,"-98.21%"
class [[[J,28,254,226,"807.14%",4,3,-1,"-25.0%",0.001206480523957256,0.011165325948393336,0.009958845424436081,"825.45%",0.0001723543605653223,0.00013187392852433074,-4.048043204099157e-05,"-23.49%"
class [Ljava.util.Collection;,212,0,-212,"-INF%",106,0,-106,"-INF%",0.009134781109962083,0.0,-0.009134781109962083,"-INF%",0.004567390554981041,0.0,-0.004567390554981041,"-INF%"
class [[[[D,2,0,-2,"-INF%",1,0,-1,"-INF%",8.617718028266115e-05,0.0,-8.617718028266115e-05,"-INF%",4.3088590141330577e-05,0.0,-4.3088590141330577e-05,"-INF%"
class [[[[Ljava.lang.Class;,30,0,-30,"-INF%",2,0,-2,"-INF%",0.0012926577042399173,0.0,-0.0012926577042399173,"-INF%",8.617718028266115e-05,0.0,-8.617718028266115e-05,"-INF%"
class [Ljava.lang.CharSequence;,2728,417,-2311,"-84.71%",4,5,1,"25.0%",0.1175456739055498,0.018330476064881973,-0.09921519784066783,"-84.41%",0.0001723543605653223,0.00021978988087388457,4.743552030856226e-05,"27.52%"
class java.lang.Integer,1,1,0,"0.0%",1,1,0,"0.0%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%"
class [[I,301,426,125,"41.53%",6,3,-3,"-50.0%",0.012969665632540503,0.018726097850454964,0.005756432217914461,"44.38%",0.0002585315408479835,0.00013187392852433074,-0.00012665761232365274,"-48.99%"
class java.lang.Boolean,9,9,0,"0.0%",2,2,0,"0.0%",0.00038779731127197516,0.0003956217855729922,7.824474301017053e-06,"2.02%",8.617718028266115e-05,8.791595234955383e-05,1.7387720668926798e-06,"2.02%"
class [[[[J,19,43,24,"126.32%",3,2,-1,"-33.33%",0.0008186832126852809,0.0018901929755154073,0.0010715097628301263,"130.88%",0.00012926577042399174,8.791595234955383e-05,-4.1349818074437904e-05,"-31.99%"
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,3,0,-3,"-INF%",1,0,-1,"-INF%",0.00012926577042399174,0.0,-0.00012926577042399174,"-INF%",4.3088590141330577e-05,0.0,-4.3088590141330577e-05,"-INF%"
class [[[Ljava.util.Set;,45,0,-45,"-INF%",13,0,-13,"-INF%",0.0019389865563598759,0.0,-0.0019389865563598759,"-INF%",0.0005601516718372974,0.0,-0.0005601516718372974,"-INF%"
class [[[[Ljava.lang.String;,1,0,-1,"-INF%",1,0,-1,"-INF%",4.3088590141330577e-05,0.0,-4.3088590141330577e-05,"-INF%",4.3088590141330577e-05,0.0,-4.3088590141330577e-05,"-INF%"
class [[[[[Ljava.util.Locale;,1,3,2,"200.0%",1,1,0,"0.0%",4.3088590141330577e-05,0.00013187392852433074,8.878533838300017e-05,"206.05%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%"
class [Ljava.util.Locale;,23,344,321,"1395.65%",2,6,4,"200.0%",0.0009910375732506032,0.015121543804123259,0.014130506230872655,"1425.83%",8.617718028266115e-05,0.00026374785704866147,0.00017757067676600033,"206.05%"
class org.junit.rules.RuleChain,11800,9151,-2649,"-22.45%",9343,7878,-1465,"-15.68%",0.5084453636677008,0.40225943997538355,-0.10618592369231722,"-20.88%",0.40257669769045157,0.3463009363048925,-0.056275761385559064,"-13.98%"
class [[B,120,160,40,"33.33%",6,4,-2,"-33.33%",0.005170630816959669,0.007033276187964306,0.0018626453710046372,"36.02%",0.0002585315408479835,0.00017583190469910767,-8.269963614887581e-05,"-31.99%"
class [[[[Ljava.util.Set;,23,0,-23,"-INF%",13,0,-13,"-INF%",0.0009910375732506032,0.0,-0.0009910375732506032,"-INF%",0.0005601516718372974,0.0,-0.0005601516718372974,"-INF%"
class [[[D,11,0,-11,"-INF%",3,0,-3,"-INF%",0.00047397449155463635,0.0,-0.00047397449155463635,"-INF%",0.00012926577042399174,0.0,-0.00012926577042399174,"-INF%"
class [Ljava.util.Set;,253,14,-239,"-94.47%",56,2,-54,"-96.43%",0.010901413305756636,0.0006154116664468768,-0.010286001639309759,"-94.35%",0.002412961047914512,8.791595234955383e-05,-0.0023250450955649583,"-96.36%"
class [[Ljava.util.Collection;,8,0,-8,"-INF%",1,0,-1,"-INF%",0.0003447087211306446,0.0,-0.0003447087211306446,"-INF%",4.3088590141330577e-05,0.0,-4.3088590141330577e-05,"-INF%"
class [Ljava.lang.Class;,98,640,542,"553.06%",2,2,0,"0.0%",0.0042226818338503965,0.028133104751857225,0.023910422918006827,"566.24%",8.617718028266115e-05,8.791595234955383e-05,1.7387720668926798e-06,"2.02%"
class [Ljava.lang.reflect.GenericDeclaration;,88,0,-88,"-INF%",1,0,-1,"-INF%",0.003791795932437091,0.0,-0.003791795932437091,"-INF%",4.3088590141330577e-05,0.0,-4.3088590141330577e-05,"-INF%"
class [I,25242,31842,6600,"26.15%",128,118,-10,"-7.81%",1.0876421923474664,1.3997098773572465,0.3120676850097801,"28.69%",0.005515339538090314,0.005187041188623676,-0.0003282983494666382,"-5.95%"
class [Ljava.lang.Object;,29,51,22,"75.86%",21,46,25,"119.05%",0.0012495691140985868,0.002241856784913623,0.000992287670815036,"79.41%",0.0009048603929679421,0.002022066904039738,0.001117206511071796,"123.47%"
class [[[[[I,12,52,40,"333.33%",1,1,0,"0.0%",0.000517063081695967,0.0022858147610883995,0.0017687516793924326,"342.08%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%"
class [Lorg.apache.lucene.search.QueryCachingPolicy;,1756,91,-1665,"-94.82%",3,2,-1,"-33.33%",0.07566356428817649,0.004000175831904699,-0.07166338845627179,"-94.71%",0.00012926577042399174,8.791595234955383e-05,-4.1349818074437904e-05,"-31.99%"
class java.lang.Class,833,1051,218,"26.17%",25,27,2,"8.0%",0.03589279558772837,0.04619983295969054,0.010307037371962167,"28.72%",0.0010772147535332644,0.0011868653567189767,0.0001096506031857123,"10.18%"
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,637,1586,949,"148.98%",4,2,-2,"-50.0%",0.027447431920027576,0.06971735021319618,0.042269918293168604,"154.0%",0.0001723543605653223,8.791595234955383e-05,-8.443840821576847e-05,"-48.99%"
class [[[S,5,21,16,"320.0%",1,3,2,"200.0%",0.00021544295070665288,0.0009231174996703152,0.0007076745489636623,"328.47%",4.3088590141330577e-05,0.00013187392852433074,8.878533838300017e-05,"206.05%"
class [[[Ljava.lang.CharSequence;,18,22,4,"22.22%",2,2,0,"0.0%",0.0007755946225439503,0.0009670754758450921,0.00019148085330114183,"24.69%",8.617718028266115e-05,8.791595234955383e-05,1.7387720668926798e-06,"2.02%"
class java.lang.String,11260,2930,-8330,"-73.98%",14,14,0,"0.0%",0.4851775249913823,0.12879687019209635,-0.35638065479928593,"-73.45%",0.000603240261978628,0.0006154116664468768,1.2171404468248772e-05,"2.02%"
class java.util.Locale,369,644,275,"74.53%",23,25,2,"8.7%",0.015899689762150983,0.028308936656556333,0.01240924689440535,"78.05%",0.0009910375732506032,0.0010989494043694228,0.00010791183111881963,"10.89%"
class [[[[[Ljava.util.Set;,6,0,-6,"-INF%",1,0,-1,"-INF%",0.0002585315408479835,0.0,-0.0002585315408479835,"-INF%",4.3088590141330577e-05,0.0,-4.3088590141330577e-05,"-INF%"
class [Lorg.elasticsearch.common.settings.Settings$Builder;,68,11,-57,"-83.82%",68,11,-57,"-83.82%",0.0029300241296104793,0.00048353773792254607,-0.0024464863916879333,"-83.5%",0.0029300241296104793,0.00048353773792254607,-0.0024464863916879333,"-83.5%"
class java.util.HashSet,11268,9352,-1916,"-17.0%",2114,1099,-1015,"-48.01%",0.4855222337125129,0.4110949931865137,-0.0744272405259992,"-15.33%",0.09108927955877284,0.04830981581607983,-0.042779463742693015,"-46.96%"
class [Z,14,12,-2,"-14.29%",12,9,-3,"-25.0%",0.000603240261978628,0.0005274957140973229,-7.574454788130509e-05,"-12.56%",0.000517063081695967,0.0003956217855729922,-0.00012144129612297474,"-23.49%"
class [[[B,43,59,16,"37.21%",4,3,-1,"-25.0%",0.0018528093760772147,0.002593520594311838,0.0007407112182346231,"39.98%",0.0001723543605653223,0.00013187392852433074,-4.048043204099157e-05,"-23.49%"
class [[Ljava.lang.CharSequence;,325,217,-108,"-33.23%",3,3,0,"0.0%",0.014003791795932438,0.00953888082992659,-0.004464910966005847,"-31.88%",0.00012926577042399174,0.00013187392852433074,2.6081581003389994e-06,"2.02%"
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,1437,142,-1295,"-90.12%",13,17,4,"30.77%",0.061918304033092036,0.006242032616818322,-0.055676271416273716,"-89.92%",0.0005601516718372974,0.0007472855949712075,0.00018713392313391005,"33.41%"
class [[[[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,9,0,-9,"-INF%",1,0,-1,"-INF%",0.00038779731127197516,0.0,-0.00038779731127197516,"-INF%",4.3088590141330577e-05,0.0,-4.3088590141330577e-05,"-INF%"
class [[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,293,24,-269,"-91.81%",4,2,-2,"-50.0%",0.012624956911409859,0.0010549914281946459,-0.011569965483215212,"-91.64%",0.0001723543605653223,8.791595234955383e-05,-8.443840821576847e-05,"-48.99%"
class [[[Ljava.util.Collection;,6,0,-6,"-INF%",1,0,-1,"-INF%",0.0002585315408479835,0.0,-0.0002585315408479835,"-INF%",4.3088590141330577e-05,0.0,-4.3088590141330577e-05,"-INF%"
class [[Ljava.util.Locale;,24,86,62,"258.33%",1,4,3,"300.0%",0.001034126163391934,0.0037803859510308147,0.002746259787638881,"265.56%",4.3088590141330577e-05,0.00017583190469910767,0.0001327433145577771,"308.07%"
class [[F,16,45,29,"181.25%",1,5,4,"400.0%",0.0006894174422612892,0.001978108927864961,0.001288691485603672,"186.92%",4.3088590141330577e-05,0.00021978988087388457,0.000176701290732554,"410.09%"
class [B,6296,9506,3210,"50.98%",124,48,-76,"-61.29%",0.2712857635298173,0.4178645215174293,0.146578757987612,"54.03%",0.005342985177524991,0.0021099828563892918,-0.003233002321135699,"-60.51%"
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,1970,4788,2818,"143.05%",1,1,0,"0.0%",0.08488452257842123,0.21047078992483187,0.12558626734641065,"147.95%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%"
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,13,25,12,"92.31%",2,3,1,"50.0%",0.0005601516718372974,0.0010989494043694228,0.0005387977325321254,"96.19%",8.617718028266115e-05,0.00013187392852433074,4.569674824166958e-05,"53.03%"
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,99,10,-89,"-89.9%",4,1,-3,"-75.0%",0.004265770423991727,0.00043957976174776914,-0.0038261906622439573,"-89.7%",0.0001723543605653223,4.3957976174776917e-05,-0.0001283963843905454,"-74.5%"
class [[[[[[Ljava.util.Locale;,1,1,0,"0.0%",1,1,0,"0.0%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%"
class [[[Ljava.lang.String;,20,11,-9,"-45.0%",2,2,0,"0.0%",0.0008617718028266115,0.00048353773792254607,-0.00037823406490406544,"-43.89%",8.617718028266115e-05,8.791595234955383e-05,1.7387720668926798e-06,"2.02%"
class [[S,12,69,57,"475.0%",3,4,1,"33.33%",0.000517063081695967,0.003033100356059607,0.00251603727436364,"486.6%",0.00012926577042399174,0.00017583190469910767,4.656613427511593e-05,"36.02%"
class [[[Ljava.lang.Class;,84,0,-84,"-INF%",2,0,-2,"-INF%",0.0036194415718717684,0.0,-0.0036194415718717684,"-INF%",8.617718028266115e-05,0.0,-8.617718028266115e-05,"-INF%"
class [Ljava.lang.reflect.AnnotatedElement;,0,239,239,"INF%",0,2,2,"INF%",0.0,0.010505956305771683,0.010505956305771683,"INF%",0.0,8.791595234955383e-05,8.791595234955383e-05,"INF%"
class [[[[[[J,0,5,5,"INF%",0,2,2,"INF%",0.0,0.00021978988087388457,0.00021978988087388457,"INF%",0.0,8.791595234955383e-05,8.791595234955383e-05,"INF%"
class [[[Lorg.elasticsearch.test.ESTokenStreamTestCase;,0,12,12,"INF%",0,1,1,"INF%",0.0,0.0005274957140973229,0.0005274957140973229,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
class [[[[S,0,8,8,"INF%",0,1,1,"INF%",0.0,0.00035166380939821533,0.00035166380939821533,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
class [[[[[[I,0,15,15,"INF%",0,1,1,"INF%",0.0,0.0006593696426216537,0.0006593696426216537,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,0,50,50,"INF%",0,1,1,"INF%",0.0,0.0021978988087388456,0.0021978988087388456,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
class [[[[[[B,0,4,4,"INF%",0,1,1,"INF%",0.0,0.00017583190469910767,0.00017583190469910767,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
class [[[[[[[J,0,5,5,"INF%",0,1,1,"INF%",0.0,0.00021978988087388457,0.00021978988087388457,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
class [[[[Ljava.lang.reflect.AnnotatedElement;,0,11,11,"INF%",0,2,2,"INF%",0.0,0.00048353773792254607,0.00048353773792254607,"INF%",0.0,8.791595234955383e-05,8.791595234955383e-05,"INF%"
class [[Ljava.lang.Iterable;,0,136,136,"INF%",0,10,10,"INF%",0.0,0.00597828475976966,0.00597828475976966,"INF%",0.0,0.00043957976174776914,0.00043957976174776914,"INF%"
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,0,15,15,"INF%",0,15,15,"INF%",0.0,0.0006593696426216537,0.0006593696426216537,"INF%",0.0,0.0006593696426216537,0.0006593696426216537,"INF%"
class [[[Ljava.lang.reflect.AnnotatedElement;,0,106,106,"INF%",0,3,3,"INF%",0.0,0.004659545474526352,0.004659545474526352,"INF%",0.0,0.00013187392852433074,0.00013187392852433074,"INF%"
class [[[[F,0,1,1,"INF%",0,1,1,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
class [[[F,0,7,7,"INF%",0,3,3,"INF%",0.0,0.0003077058332234384,0.0003077058332234384,"INF%",0.0,0.00013187392852433074,0.00013187392852433074,"INF%"
class [Ljava.lang.Iterable;,0,484,484,"INF%",0,33,33,"INF%",0.0,0.021275660468592025,0.021275660468592025,"INF%",0.0,0.001450613213767638,0.001450613213767638,"INF%"
class [Lorg.apache.lucene.util.LuceneTestCase;,0,2,2,"INF%",0,2,2,"INF%",0.0,8.791595234955383e-05,8.791595234955383e-05,"INF%",0.0,8.791595234955383e-05,8.791595234955383e-05,"INF%"
class [[[[[[[[I,0,10,10,"INF%",0,1,1,"INF%",0.0,0.00043957976174776914,0.00043957976174776914,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
class [[Ljava.lang.reflect.AnnotatedElement;,0,311,311,"INF%",0,2,2,"INF%",0.0,0.01367093059035562,0.01367093059035562,"INF%",0.0,8.791595234955383e-05,8.791595234955383e-05,"INF%"
class [[[[Ljava.lang.Iterable;,0,6,6,"INF%",0,1,1,"INF%",0.0,0.00026374785704866147,0.00026374785704866147,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
class [[[[Lorg.elasticsearch.test.ESTokenStreamTestCase;,0,8,8,"INF%",0,1,1,"INF%",0.0,0.00035166380939821533,0.00035166380939821533,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
class [[[Ljava.lang.Iterable;,0,34,34,"INF%",0,5,5,"INF%",0.0,0.001494571189942415,0.001494571189942415,"INF%",0.0,0.00021978988087388457,0.00021978988087388457,"INF%"
class [[[[[[[I,0,3,3,"INF%",0,1,1,"INF%",0.0,0.00013187392852433074,0.00013187392852433074,"INF%",0.0,4.3957976174776917e-05,4.3957976174776917e-05,"INF%"
