Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,5,9,4,"80.0%",2,2,0,"0.0%",0.00021544295070665288,0.0003956217855729922,0.00018017883486633933,"83.63%",8.617718028266115e-05,8.791595234955383e-05,1.7387720668926798e-06,"2.02%"
class [[[[B,7,189,182,"2600.0%",2,2,0,"0.0%",0.000301620130989314,0.008308057497032837,0.008006437366043524,"2654.48%",8.617718028266115e-05,8.791595234955383e-05,1.7387720668926798e-06,"2.02%"
class org.elasticsearch.common.settings.Settings$Builder,6619,16668,10049,"151.82%",1,1,0,"0.0%",0.2852033781454671,0.7326915468811815,0.44748816873571445,"156.9%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%"
class [[[I,112,94,-18,"-16.07%",5,2,-3,"-60.0%",0.004825922095829024,0.00413204976042903,-0.0006938723353999941,"-14.38%",0.00021544295070665288,8.791595234955383e-05,-0.00012752699835709904,"-59.19%"
class [[[Ljava.util.Locale;,7,39,32,"457.14%",2,2,0,"0.0%",0.000301620130989314,0.0017143610708162996,0.0014127409398269856,"468.38%",8.617718028266115e-05,8.791595234955383e-05,1.7387720668926798e-06,"2.02%"
class [[[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,70,3,-67,"-95.71%",3,1,-2,"-66.67%",0.0030162013098931403,0.00013187392852433074,-0.0028843273813688097,"-95.63%",0.00012926577042399174,4.3957976174776917e-05,-8.530779424921482e-05,"-65.99%"
class [D,3934,1883,-2051,"-52.14%",49,35,-14,"-28.57%",0.16951051361599448,0.08277286913710492,-0.08673764447888956,"-51.17%",0.0021113409169251983,0.001538529166117192,-0.0005728117508080064,"-27.13%"
class [S,7157,9717,2560,"35.77%",113,82,-31,"-27.43%",0.30838503964150293,0.4271396544903073,0.11875461484880434,"38.51%",0.004869010685970355,0.003604554046331707,-0.0012644566396386482,"-25.97%"
class [[D,67,18,-49,"-73.13%",5,2,-3,"-60.0%",0.0028869355394691484,0.0007912435711459844,-0.002095691968323164,"-72.59%",0.00021544295070665288,8.791595234955383e-05,-0.00012752699835709904,"-59.19%"
class [F,1153,6992,5839,"506.42%",118,31,-87,"-73.73%",0.049681144432954155,0.3073541694140402,0.257673024981086,"518.65%",0.005084453636677008,0.0013626972614180844,-0.0037217563752589234,"-73.2%"
class [J,3851,8527,4676,"121.42%",102,74,-28,"-27.45%",0.16593416063426406,0.3748296628423227,0.20889550220805866,"125.89%",0.0043950361944157185,0.0032528902369334915,-0.001142145957482227,"-25.99%"
class [[[[I,31,465,434,"1400.0%",3,1,-2,"-66.67%",0.0013357462943812477,0.020440458921271266,0.01910471262689002,"1430.27%",0.00012926577042399174,4.3957976174776917e-05,-8.530779424921482e-05,"-65.99%"
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,97,172,75,"77.32%",2,5,3,"150.0%",0.004179593243709066,0.007560771902061629,0.0033811786583525637,"80.9%",8.617718028266115e-05,0.00021978988087388457,0.0001336127005912234,"155.04%"
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,13,1,-12,"-92.31%",2,1,-1,"-50.0%",0.0005601516718372974,4.3957976174776917e-05,-0.0005161936956625205,"-92.15%",8.617718028266115e-05,4.3957976174776917e-05,-4.221920410788424e-05,"-48.99%"
class java.lang.Object,15,2,-13,"-86.67%",1,1,0,"0.0%",0.0006463288521199586,8.791595234955383e-05,-0.0005584128997704048,"-86.4%",4.3088590141330577e-05,4.3957976174776917e-05,8.693860334463399e-07,"2.02%"
class [C,14032,2658,-11374,"-81.06%",56,24,-32,"-57.14%",0.6046190968631506,0.11684030067255703,-0.4877787961905936,"-80.68%",0.002412961047914512,0.0010549914281946459,-0.0013579696197198662,"-56.28%"
class [[[[[Ljava.lang.Class;,8,0,-8,"-INF%",2,0,-2,"-INF%",0.0003447087211306446,0.0,-0.0003447087211306446,"-INF%",8.617718028266115e-05,0.0,-8.617718028266115e-05,"-INF%"
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,71,0,-71,"-INF%",2,0,-2,"-INF%",0.0030592899000344708,0.0,-0.0030592899000344708,"-INF%",8.617718028266115e-05,0.0,-8.617718028266115e-05,"-INF%"
class [Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,710,0,-710,"-INF%",710,0,-710,"-INF%",0.03059289900034471,0.0,-0.03059289900034471,"-INF%",0.03059289900034471,0.0,-0.03059289900034471,"-INF%"
class [[[[[J,4,136,132,"3300.0%",1,2,1,"100.0%",0.0001723543605653223,0.00597828475976966,0.005805930399204338,"3368.6%",4.3088590141330577e-05,8.791595234955383e-05,4.4827362208223256e-05,"104.04%"
class [[[C,4,8,4,"100.0%",1,2,1,"100.0%",0.0001723543605653223,0.00035166380939821533,0.00017930944883289303,"104.04%",4.3088590141330577e-05,8.791595234955383e-05,4.4827362208223256e-05,"104.04%"
class [Ljava.lang.reflect.Type;,39,53,14,"35.9%",2,1,-1,"-50.0%",0.0016804550155118925,0.002329772737263176,0.0006493177217512837,"38.64%",8.617718028266115e-05,4.3957976174776917e-05,-4.221920410788424e-05,"-48.99%"
class [[J,97,451,354,"364.95%",5,4,-1,"-20.0%",0.004179593243709066,0.01982504725482439,0.015645454011115324,"374.33%",0.00021544295070665288,0.00017583190469910767,-3.961104600754521e-05,"-18.39%"
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,22082,20581,-1501,"-6.8%",22082,20581,-1501,"-6.8%",0.9514822475008617,0.9046991076530837,-0.046783139847778044,"-4.92%",0.9514822475008617,0.9046991076530837,-0.046783139847778044,"-4.92%"
class [[[[Ljava.util.Locale;,5,27,22,"440.0%",2,2,0,"0.0%",0.00021544295070665288,0.0011868653567189767,0.0009714224060123238,"450.9%",8.617718028266115e-05,8.791595234955383e-05,1.7387720668926798e-06,"2.02%"
class [[C,302,137,-165,"-54.64%",2,2,0,"0.0%",0.013012754222681834,0.006022242735944437,-0.006990511486737397,"-53.72%",8.617718028266115e-05,8.791595234955383e-05,1.7387720668926798e-06,"2.02%"
class [[Ljava.lang.String;,137,34,-103,"-75.18%",5,3,-2,"-40.0%",0.005903136849362289,0.001494571189942415,-0.0044085656594198734,"-74.68%",0.00021544295070665288,0.00013187392852433074,-8.356902218232214e-05,"-38.79%"
