Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [[C,129,29,-100,"-77.52%",4,5,1,"25.0%",0.005596043727225403,0.0013232341668187625,-0.004272809560406641,"-76.35%",0.00017352073572791948,0.00022814382186530388,5.46230861373844e-05,"31.48%"
class [[[Ljava.util.Set;,64,0,-64,"-INF%",1,0,-1,"-INF%",0.0027763317716467117,0.0,-0.0027763317716467117,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%"
class [[[[[I,1,0,-1,"-INF%",1,0,-1,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%"
class [[[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,4,0,-4,"-INF%",1,0,-1,"-INF%",0.00017352073572791948,0.0,-0.00017352073572791948,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%"
class [[I,87,11,-76,"-87.36%",7,2,-5,"-71.43%",0.0037740760020822488,0.0005019164081036685,-0.00327215959397858,"-86.7%",0.0003036612875238591,9.125752874612155e-05,-0.00021240375877773753,"-69.95%"
class [F,1946,5133,3187,"163.77%",88,84,-4,"-4.55%",0.08441783793163284,0.23421244752692097,0.14979460959528812,"177.44%",0.0038174561860142286,0.003832816207337105,1.5360021322876477e-05,"0.4%"
class [[[[I,15,0,-15,"-INF%",2,0,-2,"-INF%",0.0006507027589796981,0.0,-0.0006507027589796981,"-INF%",8.676036786395974e-05,0.0,-8.676036786395974e-05,"-INF%"
class [[Ljava.lang.CharSequence;,7,0,-7,"-INF%",1,0,-1,"-INF%",0.0003036612875238591,0.0,-0.0003036612875238591,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%"
class [Z,79,51,-28,"-35.44%",42,30,-12,"-28.57%",0.00342703453062641,0.0023270669830261,-0.00109996754760031,"-32.1%",0.0018219677251431546,0.0013688629311918233,-0.0004531047939513313,"-24.87%"
class [D,4749,1704,-3045,"-64.12%",43,49,6,"13.95%",0.2060124934929724,0.07775141449169556,-0.12826107900127684,"-62.26%",0.0018653479090751345,0.0022358094542799783,0.0003704615452048438,"19.86%"
class [[[[D,45,2,-43,"-95.56%",3,1,-2,"-66.67%",0.0019521082769390942,9.125752874612155e-05,-0.0018608507481929727,"-95.33%",0.0001301405517959396,4.5628764373060775e-05,-8.451178742287883e-05,"-64.94%"
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,32,26,-6,"-18.75%",1,20,19,"1900.0%",0.0013881658858233559,0.0011863478736995803,-0.0002018180121237756,"-14.54%",4.338018393197987e-05,0.0009125752874612155,0.0008691951035292357,"2003.67%"
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,16865,16637,-228,"-1.35%",16865,16637,-228,"-1.35%",0.7316068020128406,0.7591257528746121,0.027518950861771585,"3.76%",0.7316068020128406,0.7591257528746121,0.027518950861771585,"3.76%"
class [[[[C,98,2,-96,"-97.96%",3,1,-2,"-66.67%",0.004251258025334027,9.125752874612155e-05,-0.004160000496587906,"-97.85%",0.0001301405517959396,4.5628764373060775e-05,-8.451178742287883e-05,"-64.94%"
class [[D,431,70,-361,"-83.76%",4,4,0,"0.0%",0.018696859274683324,0.0031940135061142546,-0.01550284576856907,"-82.92%",0.00017352073572791948,0.0001825150574922431,8.994321764323616e-06,"5.18%"
class [[J,31,73,42,"135.48%",3,3,0,"0.0%",0.001344785701891376,0.003330899799233437,0.001986114097342061,"147.69%",0.0001301405517959396,0.00013688629311918235,6.745741323242732e-06,"5.18%"
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,13,13,0,"0.0%",1,2,1,"100.0%",0.0005639423911157383,0.0005931739368497901,2.9231545734051813e-05,"5.18%",4.338018393197987e-05,9.125752874612155e-05,4.787734481414168e-05,"110.37%"
class [[Ljava.util.Locale;,39,4,-35,"-89.74%",4,2,-2,"-50.0%",0.001691827173347215,0.0001825150574922431,-0.001509312115854972,"-89.21%",0.00017352073572791948,9.125752874612155e-05,-8.226320698179793e-05,"-47.41%"
class [Lorg.apache.lucene.search.QueryCachingPolicy;,427,23,-404,"-94.61%",3,3,0,"0.0%",0.018523338538955405,0.0010494615805803978,-0.017473876958375007,"-94.33%",0.0001301405517959396,0.00013688629311918235,6.745741323242732e-06,"5.18%"
class [Ljava.lang.String;,3823,29044,25221,"659.72%",746,43,-703,"-94.24%",0.16584244317195904,1.3252418324511772,1.1593993892792183,"699.1%",0.032361617213256984,0.0019620368680416133,-0.03039958034521537,"-93.94%"
class [[[B,14,16,2,"14.29%",1,3,2,"200.0%",0.0006073225750477182,0.0007300602299689724,0.0001227376549212542,"20.21%",4.338018393197987e-05,0.00013688629311918235,9.350610918720247e-05,"215.55%"
class [[[F,5,10,5,"100.0%",2,2,0,"0.0%",0.00021690091965989935,0.00045628764373060776,0.0002393867240707084,"110.37%",8.676036786395974e-05,9.125752874612155e-05,4.497160882161808e-06,"5.18%"
class [[[S,69,107,38,"55.07%",4,3,-1,"-25.0%",0.002993232691306611,0.004882277787917503,0.0018890450966108918,"63.11%",0.00017352073572791948,0.00013688629311918235,-3.663444260873714e-05,"-21.11%"
class [[Ljava.lang.Class;,4,2,-2,"-50.0%",1,1,0,"0.0%",0.00017352073572791948,9.125752874612155e-05,-8.226320698179793e-05,"-47.41%",4.338018393197987e-05,4.5628764373060775e-05,2.248580441080904e-06,"5.18%"
class [[[J,10,34,24,"240.0%",2,3,1,"50.0%",0.0004338018393197987,0.0015513779886840665,0.0011175761493642678,"257.62%",8.676036786395974e-05,0.00013688629311918235,5.01259252552226e-05,"57.78%"
class [[[[[[[[D,5,0,-5,"-INF%",1,0,-1,"-INF%",0.00021690091965989935,0.0,-0.00021690091965989935,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%"
class [[[Ljava.lang.String;,6,97,91,"1516.67%",2,6,4,"200.0%",0.0002602811035918792,0.004425990144186895,0.004165709040595016,"1600.47%",8.676036786395974e-05,0.0002737725862383647,0.00018701221837440495,"215.55%"
class [[Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,53,0,-53,"-INF%",1,0,-1,"-INF%",0.002299149748394933,0.0,-0.002299149748394933,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%"
class java.util.HashSet,14498,37461,22963,"158.39%",816,764,-52,"-6.37%",0.6289259066458441,1.7092991421792298,1.0803732355333857,"171.78%",0.035398230088495575,0.03486037598101843,-0.0005378541074771426,"-1.52%"
class [[[[[S,7,5,-2,"-28.57%",2,1,-1,"-50.0%",0.0003036612875238591,0.00022814382186530388,-7.551746565855522e-05,"-24.87%",8.676036786395974e-05,4.5628764373060775e-05,-4.113160349089897e-05,"-47.41%"
class [[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,5,0,-5,"-INF%",2,0,-2,"-INF%",0.00021690091965989935,0.0,-0.00021690091965989935,"-INF%",8.676036786395974e-05,0.0,-8.676036786395974e-05,"-INF%"
class [Ljava.util.Locale;,114,25,-89,"-78.07%",4,7,3,"75.0%",0.004945340968245705,0.0011407191093265195,-0.003804621858919186,"-76.93%",0.00017352073572791948,0.00031940135061142545,0.00014588061488350596,"84.07%"
class java.lang.Boolean,9,9,0,"0.0%",2,2,0,"0.0%",0.00039042165538781884,0.000410658879357547,2.023722396972817e-05,"5.18%",8.676036786395974e-05,9.125752874612155e-05,4.497160882161808e-06,"5.18%"
class [[[D,121,14,-107,"-88.43%",4,2,-2,"-50.0%",0.005249002255769564,0.0006388027012228509,-0.004610199554546714,"-87.83%",0.00017352073572791948,9.125752874612155e-05,-8.226320698179793e-05,"-47.41%"
class [[[[[C,18,0,-18,"-INF%",3,0,-3,"-INF%",0.0007808433107756377,0.0,-0.0007808433107756377,"-INF%",0.0001301405517959396,0.0,-0.0001301405517959396,"-INF%"
class java.lang.String,5156,3937,-1219,"-23.64%",14,14,0,"0.0%",0.22366822835328823,0.17964044533674028,-0.044027783016547944,"-19.68%",0.0006073225750477182,0.0006388027012228509,3.1480126175132696e-05,"5.18%"
class [[[[[[[C,1,0,-1,"-INF%",1,0,-1,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%"
class [[Ljava.util.Set;,326,2,-324,"-99.39%",1,1,0,"0.0%",0.014141939961825438,9.125752874612155e-05,-0.014050682433079316,"-99.35%",4.338018393197987e-05,4.5628764373060775e-05,2.248580441080904e-06,"5.18%"
class [Ljava.util.Set;,54,212,158,"292.59%",1,2,1,"100.0%",0.002342529932326913,0.009673298047088885,0.007330768114761972,"312.94%",4.338018393197987e-05,9.125752874612155e-05,4.787734481414168e-05,"110.37%"
class [[[I,33,0,-33,"-INF%",4,0,-4,"-INF%",0.0014315460697553357,0.0,-0.0014315460697553357,"-INF%",0.00017352073572791948,0.0,-0.00017352073572791948,"-INF%"
class java.util.Locale,445,500,55,"12.36%",22,27,5,"22.73%",0.019304181849731043,0.02281438218653039,0.003510200336799347,"18.18%",0.0009543640465035572,0.001231976638072641,0.00027761259156908386,"29.09%"
class [[Lorg.junit.rules.TestRule;,5,0,-5,"-INF%",5,0,-5,"-INF%",0.00021690091965989935,0.0,-0.00021690091965989935,"-INF%",0.00021690091965989935,0.0,-0.00021690091965989935,"-INF%"
class [Ljava.util.Collection;,136,0,-136,"-INF%",1,0,-1,"-INF%",0.0058997050147492625,0.0,-0.0058997050147492625,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%"
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,66,34,-32,"-48.48%",3,2,-1,"-33.33%",0.0028630921395106715,0.0015513779886840665,-0.001311714150826605,"-45.81%",0.0001301405517959396,9.125752874612155e-05,-3.888302304981806e-05,"-29.88%"
class [[[[[[D,57,0,-57,"-INF%",1,0,-1,"-INF%",0.0024726704841228526,0.0,-0.0024726704841228526,"-INF%",4.338018393197987e-05,0.0,-4.338018393197987e-05,"-INF%"
class org.elasticsearch.common.settings.Settings$Builder,7198,5210,-1988,"-27.62%",1,1,0,"0.0%",0.3122505639423911,0.23772586238364665,-0.07452470155874444,"-23.87%",4.338018393197987e-05,4.5628764373060775e-05,2.248580441080904e-06,"5.18%"
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,35,7,-28,"-80.0%",2,1,-1,"-50.0%",0.0015183064376192955,0.00031940135061142545,-0.00119890508700787,"-78.96%",8.676036786395974e-05,4.5628764373060775e-05,-4.113160349089897e-05,"-47.41%"
class [Ljava.lang.Class;,770,24,-746,"-96.88%",2,3,1,"50.0%",0.0334027416276245,0.0010950903449534588,-0.03230765128267104,"-96.72%",8.676036786395974e-05,0.00013688629311918235,5.01259252552226e-05,"57.78%"
