Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [[Ljava.lang.CharSequence;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.4460252534234394e-05,4.4460252534234394e-05,"INF%",0.0,4.4460252534234394e-05,4.4460252534234394e-05,"INF%"
class [[[[[Ljava.lang.String;,0,53,53,"INF%",0,3,3,"INF%",0.0,0.0023563933843144228,0.0023563933843144228,"INF%",0.0,0.00013338075760270317,0.00013338075760270317,"INF%"
class [[[Lorg.elasticsearch.test.ESTestCase;,0,21,21,"INF%",0,5,5,"INF%",0.0,0.0009336653032189223,0.0009336653032189223,"INF%",0.0,0.00022230126267117198,0.00022230126267117198,"INF%"
class [[[[[[Ljava.lang.String;,0,15,15,"INF%",0,4,4,"INF%",0.0,0.0006669037880135159,0.0006669037880135159,"INF%",0.0,0.00017784101013693757,0.00017784101013693757,"INF%"
class [[[[[[[Ljava.lang.String;,0,2,2,"INF%",0,2,2,"INF%",0.0,8.892050506846879e-05,8.892050506846879e-05,"INF%",0.0,8.892050506846879e-05,8.892050506846879e-05,"INF%"
class [[[[[[B,0,1,1,"INF%",0,1,1,"INF%",0.0,4.4460252534234394e-05,4.4460252534234394e-05,"INF%",0.0,4.4460252534234394e-05,4.4460252534234394e-05,"INF%"
class [[[[Ljava.lang.Iterable;,0,4,4,"INF%",0,1,1,"INF%",0.0,0.00017784101013693757,0.00017784101013693757,"INF%",0.0,4.4460252534234394e-05,4.4460252534234394e-05,"INF%"
class [Ljava.lang.Cloneable;,0,6,6,"INF%",0,2,2,"INF%",0.0,0.00026676151520540635,0.00026676151520540635,"INF%",0.0,8.892050506846879e-05,8.892050506846879e-05,"INF%"
class [[[[S,0,17,17,"INF%",0,3,3,"INF%",0.0,0.0007558242930819847,0.0007558242930819847,"INF%",0.0,0.00013338075760270317,0.00013338075760270317,"INF%"
class [[Lorg.elasticsearch.test.ESTestCase;,0,190,190,"INF%",0,3,3,"INF%",0.0,0.008447447981504534,0.008447447981504534,"INF%",0.0,0.00013338075760270317,0.00013338075760270317,"INF%"
class [[[[Lorg.junit.rules.RuleChain;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.4460252534234394e-05,4.4460252534234394e-05,"INF%",0.0,4.4460252534234394e-05,4.4460252534234394e-05,"INF%"
class [[[S,0,56,56,"INF%",0,4,4,"INF%",0.0,0.002489774141917126,0.002489774141917126,"INF%",0.0,0.00017784101013693757,0.00017784101013693757,"INF%"
class [[[Ljava.util.Set;,0,52,52,"INF%",0,3,3,"INF%",0.0,0.0023119331317801887,0.0023119331317801887,"INF%",0.0,0.00013338075760270317,0.00013338075760270317,"INF%"
class [[[[C,0,2,2,"INF%",0,1,1,"INF%",0.0,8.892050506846879e-05,8.892050506846879e-05,"INF%",0.0,4.4460252534234394e-05,4.4460252534234394e-05,"INF%"
class [[[[Ljava.lang.String;,0,186,186,"INF%",0,6,6,"INF%",0.0,0.008269606971367598,0.008269606971367598,"INF%",0.0,0.00026676151520540635,0.00026676151520540635,"INF%"
