Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.util.HashSet,7520,3057,-4463,"-59.35%",547,506,-41,"-7.5%",0.3342222222222222,0.14496396054628224,-0.18925826167593995,"-56.63%",0.02431111111111111,0.023994688922610016,-0.00031642218850109344,"-1.3%"
class [Ljava.util.Collection;,206,62,-144,"-69.9%",3,2,-1,"-33.33%",0.009155555555555556,0.0029400606980273143,-0.006215494857528241,"-67.89%",0.00013333333333333334,9.484066767830046e-05,-3.849266565503288e-05,"-28.87%"
class [[D,118,33,-85,"-72.03%",13,10,-3,"-23.08%",0.005244444444444445,0.0015648710166919575,-0.0036795734277524873,"-70.16%",0.0005777777777777778,0.0004742033383915023,-0.00010357443938627546,"-17.93%"
class [S,8464,5362,-3102,"-36.65%",49,78,29,"59.18%",0.3761777777777778,0.2542678300455235,-0.12190994773225428,"-32.41%",0.0021777777777777776,0.0036987860394537176,0.00152100826167594,"69.84%"
class [[Ljava.util.concurrent.ExecutorService;,162,323,161,"99.38%",7,9,2,"28.57%",0.0072,0.015316767830045524,0.008116767830045524,"112.73%",0.0003111111111111111,0.00042678300455235206,0.00011567189344124094,"37.18%"
class [F,4230,1323,-2907,"-68.72%",74,48,-26,"-35.14%",0.188,0.06273710166919576,-0.12526289833080423,"-66.63%",0.003288888888888889,0.002276176024279211,-0.001012712864609678,"-30.79%"
class [Lorg.apache.lucene.search.QueryCachingPolicy;,91,35,-56,"-61.54%",7,6,-1,"-14.29%",0.004044444444444444,0.0016597116843702579,-0.0023847327600741864,"-58.96%",0.0003111111111111111,0.0002845220030349014,-2.658910807620975e-05,"-8.55%"
class [Ljava.util.Set;,458,66,-392,"-85.59%",5,2,-3,"-60.0%",0.020355555555555557,0.003129742033383915,-0.017225813522171642,"-84.62%",0.00022222222222222223,9.484066767830046e-05,-0.00012738155454392177,"-57.32%"
class [D,2880,5047,2167,"75.24%",71,20,-51,"-71.83%",0.128,0.2393304248861912,0.11133042488619119,"86.98%",0.0031555555555555555,0.0009484066767830046,-0.002207148878772551,"-69.94%"
class [[[Lorg.elasticsearch.test.ESTestCase;,1,5,4,"400.0%",1,2,1,"100.0%",4.4444444444444447e-05,0.00023710166919575115,0.0001926572247513067,"433.48%",4.4444444444444447e-05,9.484066767830046e-05,5.039622323385601e-05,"113.39%"
class java.util.ArrayList,8,48,40,"500.0%",6,40,34,"566.67%",0.00035555555555555557,0.002276176024279211,0.0019206204687236554,"540.17%",0.0002666666666666667,0.0018968133535660092,0.0016301466868993424,"611.31%"
class [[B,28,31,3,"10.71%",6,5,-1,"-16.67%",0.0012444444444444445,0.0014700303490136572,0.00022558590456921265,"18.13%",0.0002666666666666667,0.00023710166919575115,-2.9564997470915534e-05,"-11.09%"
class [[Ljava.lang.String;,340,79,-261,"-76.76%",11,9,-2,"-18.18%",0.015111111111111112,0.003746206373292868,-0.011364904737818243,"-75.21%",0.0004888888888888889,0.00042678300455235206,-6.21058843365368e-05,"-12.7%"
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,44,145,101,"229.55%",6,5,-1,"-16.67%",0.0019555555555555554,0.006875948406676783,0.004920392851121228,"251.61%",0.0002666666666666667,0.00023710166919575115,-2.9564997470915534e-05,"-11.09%"
class org.elasticsearch.index.analysis.KuromojiAnalysisTests,20354,16206,-4148,"-20.38%",20354,16206,-4148,"-20.38%",0.9046222222222222,0.7684939301972686,-0.13612829202495358,"-15.05%",0.9046222222222222,0.7684939301972686,-0.13612829202495358,"-15.05%"
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,584,7581,6997,"1198.12%",1,3,2,"200.0%",0.025955555555555555,0.3594935508345979,0.3335379952790423,"1285.04%",4.4444444444444447e-05,0.0001422610015174507,9.781655707300624e-05,"220.09%"
class [Ljava.lang.Cloneable;,1,2,1,"100.0%",1,2,1,"100.0%",4.4444444444444447e-05,9.484066767830046e-05,5.039622323385601e-05,"113.39%",4.4444444444444447e-05,9.484066767830046e-05,5.039622323385601e-05,"113.39%"
class [[[S,88,19,-69,"-78.41%",12,6,-6,"-50.0%",0.003911111111111111,0.0009009863429438543,-0.0030101247681672567,"-76.96%",0.0005333333333333334,0.0002845220030349014,-0.000248811330298432,"-46.65%"
class [Ljava.util.concurrent.ExecutorService;,6000,2298,-3702,"-61.7%",2,2,0,"0.0%",0.26666666666666666,0.10897192716236723,-0.15769473950429944,"-59.14%",8.888888888888889e-05,9.484066767830046e-05,5.951778789411565e-06,"6.7%"
class java.util.Locale,272,117,-155,"-56.99%",20,23,3,"15.0%",0.012088888888888889,0.0055481790591805765,-0.006540709829708312,"-54.11%",0.0008888888888888889,0.0010906676783004553,0.0002017787894115664,"22.7%"
class [J,5835,3822,-2013,"-34.5%",69,85,16,"23.19%",0.25933333333333336,0.18124051593323218,-0.07809281740010118,"-30.11%",0.0030666666666666668,0.004030728376327769,0.0009640617096611024,"31.44%"
class [[Ljava.util.Set;,22,58,36,"163.64%",6,2,-4,"-66.67%",0.0009777777777777777,0.002750379362670713,0.0017726015848929355,"181.29%",0.0002666666666666667,9.484066767830046e-05,-0.00017182599898836622,"-64.43%"
class [[[[Ljava.util.Collection;,10,0,-10,"-INF%",5,0,-5,"-INF%",0.00044444444444444447,0.0,-0.00044444444444444447,"-INF%",0.00022222222222222223,0.0,-0.00022222222222222223,"-INF%"
class [[[[[[S,1,0,-1,"-INF%",1,0,-1,"-INF%",4.4444444444444447e-05,0.0,-4.4444444444444447e-05,"-INF%",4.4444444444444447e-05,0.0,-4.4444444444444447e-05,"-INF%"
class [[[C,4,25,21,"525.0%",2,6,4,"200.0%",0.00017777777777777779,0.0011855083459787557,0.0010077305682009779,"566.85%",8.888888888888889e-05,0.0002845220030349014,0.00019563311414601248,"220.09%"
class [Lorg.junit.rules.RuleChain;,236,93,-143,"-60.59%",3,38,35,"1166.67%",0.01048888888888889,0.0044100910470409715,-0.006078797841847918,"-57.95%",0.00013333333333333334,0.0018019726858877086,0.0016686393525543752,"1251.48%"
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,1,45,44,"4400.0%",1,12,11,"1100.0%",4.4444444444444447e-05,0.00213391502276176,0.0020894705783173154,"4701.31%",4.4444444444444447e-05,0.0005690440060698028,0.0005245995616253584,"1180.35%"
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,1,55,54,"5400.0%",1,3,2,"200.0%",4.4444444444444447e-05,0.0026081183611532627,0.002563673916708818,"5768.27%",4.4444444444444447e-05,0.0001422610015174507,9.781655707300624e-05,"220.09%"
class [[[D,38,5,-33,"-86.84%",11,4,-7,"-63.64%",0.0016888888888888889,0.00023710166919575115,-0.0014517872196931378,"-85.96%",0.0004888888888888889,0.00018968133535660092,-0.00029920755353228794,"-61.2%"
class [[Ljava.util.List;,34,202,168,"494.12%",3,2,-1,"-33.33%",0.001511111111111111,0.009578907435508346,0.008067796324397235,"533.9%",0.00013333333333333334,9.484066767830046e-05,-3.849266565503288e-05,"-28.87%"
class [[[[[D,3,0,-3,"-INF%",3,0,-3,"-INF%",0.00013333333333333334,0.0,-0.00013333333333333334,"-INF%",0.00013333333333333334,0.0,-0.00013333333333333334,"-INF%"
class [[[[S,18,6,-12,"-66.67%",8,4,-4,"-50.0%",0.0008,0.0002845220030349014,-0.0005154779969650987,"-64.43%",0.00035555555555555557,0.00018968133535660092,-0.00016587422019895466,"-46.65%"
class [[[[[[[Ljava.lang.String;,7,0,-7,"-INF%",2,0,-2,"-INF%",0.0003111111111111111,0.0,-0.0003111111111111111,"-INF%",8.888888888888889e-05,0.0,-8.888888888888889e-05,"-INF%"
