Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [[[[[I,1,0,-1,"-INF%",1,0,-1,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [[[J,13,35,22,"169.23%",2,3,1,"50.0%",0.0005391282710571062,0.001532466395201191,0.0009933381241440846,"184.25%",8.294281093186248e-05,0.00013135426244581636,4.841145151395388e-05,"58.37%"
class [J,6284,14710,8426,"134.09%",84,50,-34,"-40.48%",0.2606063119479119,0.6440737335259863,0.3834674215780744,"147.14%",0.0034835980591382243,0.002189237707430273,-0.0012943603517079514,"-37.16%"
class [[J,36,75,39,"108.33%",3,3,0,"0.0%",0.0014929705967735246,0.003283856561145409,0.0017908859643718845,"119.95%",0.00012441421639779372,0.00013135426244581636,6.9400460480226384e-06,"5.58%"
class [S,16884,10097,-6787,"-40.2%",16,40,24,"150.0%",0.7002032098867831,0.4420946626384693,-0.2581085472483138,"-36.86%",0.0006635424874548998,0.0017513901659442182,0.0010878476784893184,"163.95%"
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,17824,17493,-331,"-1.86%",17824,17493,-331,"-1.86%",0.7391863310247584,0.7659267043215552,0.026740373296796793,"3.62%",0.7391863310247584,0.7659267043215552,0.026740373296796793,"3.62%"
class [Ljava.lang.CharSequence;,6807,0,-6807,"-INF%",2,0,-2,"-INF%",0.28229585700659393,0.0,-0.28229585700659393,"-INF%",8.294281093186248e-05,0.0,-8.294281093186248e-05,"-INF%"
class [[Ljava.util.Set;,340,2,-338,"-99.41%",1,1,0,"0.0%",0.014100277858416622,8.756950829721091e-05,-0.014012708350119411,"-99.38%",4.147140546593124e-05,4.3784754148605455e-05,2.313348682674215e-06,"5.58%"
class [[Ljava.lang.Class;,6,2,-4,"-66.67%",1,1,0,"0.0%",0.00024882843279558744,8.756950829721091e-05,-0.00016125892449837651,"-64.81%",4.147140546593124e-05,4.3784754148605455e-05,2.313348682674215e-06,"5.58%"
class [[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,7,0,-7,"-INF%",2,0,-2,"-INF%",0.0002902998382615187,0.0,-0.0002902998382615187,"-INF%",8.294281093186248e-05,0.0,-8.294281093186248e-05,"-INF%"
class [[C,135,33,-102,"-75.56%",4,5,1,"25.0%",0.005598639737900718,0.00144489688690398,-0.004153742850996738,"-74.19%",0.00016588562186372496,0.00021892377074302728,5.303814887930232e-05,"31.97%"
class java.lang.Object,413,4,-409,"-99.03%",1,1,0,"0.0%",0.017127690457429602,0.00017513901659442182,-0.01695255144083518,"-98.98%",4.147140546593124e-05,4.3784754148605455e-05,2.313348682674215e-06,"5.58%"
class [C,7947,7595,-352,"-4.43%",95,97,2,"2.11%",0.32957325923775554,0.3325452077586584,0.0029719485209028784,"0.9%",0.003939783519263468,0.004247121152414729,0.000307337633151261,"7.8%"
class [[B,76,40,-36,"-47.37%",4,4,0,"0.0%",0.0031518268154107744,0.0017513901659442182,-0.0014004366494665562,"-44.43%",0.00016588562186372496,0.00017513901659442182,9.25339473069686e-06,"5.58%"
class [Ljava.lang.String;,4069,30131,26062,"640.5%",750,43,-707,"-94.27%",0.16874714884087422,1.319278427251631,1.1505312784107566,"681.81%",0.03110355409944843,0.0018827444283900346,-0.029220809671058397,"-93.95%"
class [Lorg.elasticsearch.common.settings.Settings$Builder;,8,86,78,"975.0%",8,75,67,"837.5%",0.0003317712437274499,0.003765488856780069,0.0034337176130526193,"1034.97%",0.0003317712437274499,0.003283856561145409,0.0029520853174179592,"889.8%"
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,72,74,2,"2.78%",72,1,-71,"-98.61%",0.0029859411935470493,0.0032400718069968038,0.0002541306134497545,"8.51%",0.0029859411935470493,4.3784754148605455e-05,-0.002942156439398444,"-98.53%"
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,38,7,-31,"-81.58%",2,1,-1,"-50.0%",0.0015759134077053872,0.0003064932790402382,-0.0012694201286651491,"-80.55%",8.294281093186248e-05,4.3784754148605455e-05,-3.9158056783257025e-05,"-47.21%"
class [[[S,74,115,41,"55.41%",4,3,-1,"-25.0%",0.0030688840044789116,0.005035246727089627,0.0019663627226107158,"64.07%",0.00016588562186372496,0.00013135426244581636,-3.45313594179086e-05,"-20.82%"
class [Lorg.apache.lucene.search.QueryCachingPolicy;,456,24,-432,"-94.74%",4,3,-1,"-25.0%",0.018910960892464645,0.0010508340995665309,-0.017860126792898112,"-94.44%",0.00016588562186372496,0.00013135426244581636,-3.45313594179086e-05,"-20.82%"
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,68,0,-68,"-INF%",3,0,-3,"-INF%",0.0028200555716833245,0.0,-0.0028200555716833245,"-INF%",0.00012441421639779372,0.0,-0.00012441421639779372,"-INF%"
class [D,4909,1780,-3129,"-63.74%",43,51,8,"18.6%",0.20358312943225645,0.0779368623845177,-0.12564626704773874,"-61.72%",0.0017832704350350434,0.0022330224615788783,0.00044975202654383493,"25.22%"
class [[[[Lorg.apache.lucene.search.QueryCachingPolicy;,1,1,0,"0.0%",1,1,0,"0.0%",4.147140546593124e-05,4.3784754148605455e-05,2.313348682674215e-06,"5.58%",4.147140546593124e-05,4.3784754148605455e-05,2.313348682674215e-06,"5.58%"
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,113,116,3,"2.65%",3,2,-1,"-33.33%",0.00468626881765023,0.005079031481238233,0.00039276266358800275,"8.38%",0.00012441421639779372,8.756950829721091e-05,-3.684470810058281e-05,"-29.61%"
class [[Ljava.lang.String;,76,281,205,"269.74%",3,3,0,"0.0%",0.0031518268154107744,0.012303515915758133,0.00915168910034736,"290.36%",0.00012441421639779372,0.00013135426244581636,6.9400460480226384e-06,"5.58%"
class [[Ljava.lang.CharSequence;,7,0,-7,"-INF%",1,0,-1,"-INF%",0.0002902998382615187,0.0,-0.0002902998382615187,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class org.apache.lucene.util.LuceneTestCase$1,1426,107,-1319,"-92.5%",1,1,0,"0.0%",0.05913822419441795,0.0046849686939007835,-0.05445325550051717,"-92.08%",4.147140546593124e-05,4.3784754148605455e-05,2.313348682674215e-06,"5.58%"
class [[[[Ljava.util.Set;,6,0,-6,"-INF%",1,0,-1,"-INF%",0.00024882843279558744,0.0,-0.00024882843279558744,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [[Lorg.apache.lucene.util.LuceneTestCase;,1,293,292,"29200.0%",1,12,11,"1100.0%",4.147140546593124e-05,0.012828932965541398,0.012787461560075467,"30834.41%",4.147140546593124e-05,0.0005254170497832654,0.0004839456443173342,"1166.94%"
class [[[Ljava.util.Set;,66,0,-66,"-INF%",1,0,-1,"-INF%",0.0027371127607514617,0.0,-0.0027371127607514617,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [[Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,55,0,-55,"-INF%",1,0,-1,"-INF%",0.0022809273006262182,0.0,-0.0022809273006262182,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [[[[D,48,2,-46,"-95.83%",3,1,-2,"-66.67%",0.0019906274623646995,8.756950829721091e-05,-0.0019030579540674885,"-95.6%",0.00012441421639779372,4.3784754148605455e-05,-8.062946224918826e-05,"-64.81%"
class [Lorg.junit.rules.TestRule;,139,9,-130,"-93.53%",139,9,-130,"-93.53%",0.005764525359764443,0.0003940627873374491,-0.005370462572426993,"-93.16%",0.005764525359764443,0.0003940627873374491,-0.005370462572426993,"-93.16%"
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,7,118,111,"1585.71%",7,113,106,"1514.29%",0.0002902998382615187,0.0051666009895354435,0.004876301151273925,"1679.75%",0.0002902998382615187,0.004947677218792417,0.004657377380530898,"1604.33%"
class [Lorg.apache.lucene.util.LuceneTestCase;,10,304,294,"2940.0%",10,65,55,"550.0%",0.0004147140546593124,0.013310565261176058,0.012895851206516746,"3109.58%",0.0004147140546593124,0.0028460090196593545,0.002431294965000042,"586.26%"
class java.util.HashSet,15358,38945,23587,"153.58%",869,798,-71,"-8.17%",0.636917845145772,1.7051972503174395,1.0682794051716675,"167.73%",0.03603865134989425,0.034940233810587154,-0.0010984175393070963,"-3.05%"
class [[[Ljava.lang.String;,9,104,95,"1055.56%",2,6,4,"200.0%",0.00037324264919338116,0.004553614431454967,0.004180371782261586,"1120.01%",8.294281093186248e-05,0.0002627085248916327,0.00017976571395977024,"216.73%"
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,91,0,-91,"-INF%",3,0,-3,"-INF%",0.003773897897399743,0.0,-0.003773897897399743,"-INF%",0.00012441421639779372,0.0,-0.00012441421639779372,"-INF%"
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,76,30,-46,"-60.53%",2,2,0,"0.0%",0.0031518268154107744,0.0013135426244581636,-0.0018382841909526109,"-58.32%",8.294281093186248e-05,8.756950829721091e-05,4.62669736534843e-06,"5.58%"
