Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [Ljava.util.Locale;,116,32,-84,"-72.41%",4,7,3,"75.0%",0.004810683034048024,0.0014011121327553745,-0.003409570901292649,"-70.87%",0.00016588562186372496,0.0003064932790402382,0.00014060765717651324,"84.76%"
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,71,36,-35,"-49.3%",4,2,-2,"-50.0%",0.002944469788081118,0.0015762511493497965,-0.0013682186387313216,"-46.47%",0.00016588562186372496,8.756950829721091e-05,-7.831611356651405e-05,"-47.21%"
class [[[[I,15,0,-15,"-INF%",2,0,-2,"-INF%",0.0006220710819889686,0.0,-0.0006220710819889686,"-INF%",8.294281093186248e-05,0.0,-8.294281093186248e-05,"-INF%"
class [[[B,14,24,10,"71.43%",1,3,2,"200.0%",0.0005805996765230374,0.0010508340995665309,0.0004702344230434935,"80.99%",4.147140546593124e-05,0.00013135426244581636,8.988285697988512e-05,"216.73%"
class java.lang.Integer,1,1,0,"0.0%",1,1,0,"0.0%",4.147140546593124e-05,4.3784754148605455e-05,2.313348682674215e-06,"5.58%",4.147140546593124e-05,4.3784754148605455e-05,2.313348682674215e-06,"5.58%"
class [[[C,52,10,-42,"-80.77%",3,2,-1,"-33.33%",0.0021565130842284247,0.00043784754148605456,-0.00171866554274237,"-79.7%",0.00012441421639779372,8.756950829721091e-05,-3.684470810058281e-05,"-29.61%"
class java.lang.Boolean,9,9,0,"0.0%",2,2,0,"0.0%",0.00037324264919338116,0.0003940627873374491,2.082013814406797e-05,"5.58%",8.294281093186248e-05,8.756950829721091e-05,4.62669736534843e-06,"5.58%"
class [B,7290,6574,-716,"-9.82%",43,59,16,"37.21%",0.30232654584663876,0.2878409737729323,-0.014485572073706487,"-4.79%",0.0017832704350350434,0.0025833004947677218,0.0008000300597326784,"44.86%"
class [[Ljava.util.Locale;,39,5,-34,"-87.18%",4,2,-2,"-50.0%",0.0016173848131713184,0.00021892377074302728,-0.001398461042428291,"-86.46%",0.00016588562186372496,8.756950829721091e-05,-7.831611356651405e-05,"-47.21%"
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,43,0,-43,"-INF%",5,0,-5,"-INF%",0.0017832704350350434,0.0,-0.0017832704350350434,"-INF%",0.0002073570273296562,0.0,-0.0002073570273296562,"-INF%"
class [[[[C,99,3,-96,"-96.97%",3,1,-2,"-66.67%",0.0041056691411271926,0.00013135426244581636,-0.003974314878681376,"-96.8%",0.00012441421639779372,4.3784754148605455e-05,-8.062946224918826e-05,"-64.81%"
class [Z,79,51,-28,"-35.44%",42,30,-12,"-28.57%",0.003276241031808568,0.0022330224615788783,-0.0010432185702296897,"-31.84%",0.0017417990295691122,0.0013135426244581636,-0.0004282564051109486,"-24.59%"
class [[F,47,34,-13,"-27.66%",5,3,-2,"-40.0%",0.0019491560568987683,0.0014886816410525855,-0.0004604744158461828,"-23.62%",0.0002073570273296562,0.00013135426244581636,-7.600276488383984e-05,"-36.65%"
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,17,14,-3,"-17.65%",2,2,0,"0.0%",0.0007050138929208311,0.0006129865580804764,-9.202733484035472e-05,"-13.05%",8.294281093186248e-05,8.756950829721091e-05,4.62669736534843e-06,"5.58%"
class [[[[F,4,0,-4,"-INF%",1,0,-1,"-INF%",0.00016588562186372496,0.0,-0.00016588562186372496,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [[[F,5,10,5,"100.0%",2,2,0,"0.0%",0.0002073570273296562,0.00043784754148605456,0.00023049051415639836,"111.16%",8.294281093186248e-05,8.756950829721091e-05,4.62669736534843e-06,"5.58%"
class [[[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,5,0,-5,"-INF%",1,0,-1,"-INF%",0.0002073570273296562,0.0,-0.0002073570273296562,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [Ljava.lang.Class;,826,24,-802,"-97.09%",2,3,1,"50.0%",0.034255380914859204,0.0010508340995665309,-0.033204546815292675,"-96.93%",8.294281093186248e-05,0.00013135426244581636,4.841145151395388e-05,"58.37%"
class [[I,93,11,-82,"-88.17%",7,2,-5,"-71.43%",0.0038568407083316054,0.00048163229563466,-0.0033752084126969454,"-87.51%",0.0002902998382615187,8.756950829721091e-05,-0.00020273032996430775,"-69.83%"
class org.elasticsearch.common.settings.Settings$Builder,7692,5513,-2179,"-28.33%",1,1,0,"0.0%",0.3189980508439431,0.24138534962126187,-0.07761270122268124,"-24.33%",4.147140546593124e-05,4.3784754148605455e-05,2.313348682674215e-06,"5.58%"
class [[[D,127,14,-113,"-88.98%",4,2,-2,"-50.0%",0.0052668684941732675,0.0006129865580804764,-0.004653881936092791,"-88.36%",0.00016588562186372496,8.756950829721091e-05,-7.831611356651405e-05,"-47.21%"
class [I,24530,14165,-10365,"-42.25%",1199,1320,121,"10.09%",1.0172935760792934,0.6202110425149963,-0.3970825335642971,"-39.03%",0.04972421515365156,0.0577958754761592,0.00807166032250764,"16.23%"
class [Ljava.lang.Object;,14,37,23,"164.29%",11,25,14,"127.27%",0.0005805996765230374,0.0016200359034984019,0.0010394362269753646,"179.03%",0.00045618546012524364,0.0010946188537151365,0.0006384333935898928,"139.95%"
class [Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,122,0,-122,"-INF%",13,0,-13,"-INF%",0.0050595114668436116,0.0,-0.0050595114668436116,"-INF%",0.0005391282710571062,0.0,-0.0005391282710571062,"-INF%"
class org.junit.rules.RuleChain,9289,24840,15551,"167.41%",7530,15601,8071,"107.18%",0.3852278853730353,1.0876132930513596,0.7023854076783242,"182.33%",0.3122796831584622,0.6830859494723938,0.37080626631393154,"118.74%"
class [Ljava.util.Set;,56,230,174,"310.71%",1,2,1,"100.0%",0.0023223987060921494,0.010070493454179255,0.007748094748087105,"333.62%",4.147140546593124e-05,8.756950829721091e-05,4.609810283127967e-05,"111.16%"
class java.lang.Class,1393,1263,-130,"-9.33%",25,27,2,"8.0%",0.05776966781404222,0.05530014448968869,-0.0024695233243535314,"-4.27%",0.001036785136648281,0.0011821883620123472,0.00014540322536406628,"14.02%"
class java.lang.String,5518,4210,-1308,"-23.7%",14,14,0,"0.0%",0.2288392153610086,0.18433381496562898,-0.04450540039537962,"-19.45%",0.0005805996765230374,0.0006129865580804764,3.238688155743905e-05,"5.58%"
class java.util.Locale,461,524,63,"13.67%",22,27,5,"22.73%",0.019118317919794302,0.022943211173869257,0.003824893254074955,"20.01%",0.0009123709202504873,0.0011821883620123472,0.00026981744176185994,"29.57%"
class [[[[[[[[D,6,0,-6,"-INF%",1,0,-1,"-INF%",0.00024882843279558744,0.0,-0.00024882843279558744,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [[[[[D,17,0,-17,"-INF%",2,0,-2,"-INF%",0.0007050138929208311,0.0,-0.0007050138929208311,"-INF%",8.294281093186248e-05,0.0,-8.294281093186248e-05,"-INF%"
class [[D,457,72,-385,"-84.25%",4,4,0,"0.0%",0.018952432297930578,0.003152502298699593,-0.015799929999230983,"-83.37%",0.00016588562186372496,0.00017513901659442182,9.25339473069686e-06,"5.58%"
class [[Lorg.junit.rules.TestRule;,5,0,-5,"-INF%",5,0,-5,"-INF%",0.0002073570273296562,0.0,-0.0002073570273296562,"-INF%",0.0002073570273296562,0.0,-0.0002073570273296562,"-INF%"
class [[[[[[[C,1,0,-1,"-INF%",1,0,-1,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [[[[[[D,70,0,-70,"-INF%",1,0,-1,"-INF%",0.002902998382615187,0.0,-0.002902998382615187,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [[[[[[[D,10,0,-10,"-INF%",1,0,-1,"-INF%",0.0004147140546593124,0.0,-0.0004147140546593124,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [F,2023,5337,3314,"163.82%",89,84,-5,"-5.62%",0.0838966532575789,0.2336792328911073,0.14978257963352842,"178.53%",0.0036909550864678803,0.0036779193484828584,-1.3035737985021834e-05,"-0.35%"
class [Ljava.util.Collection;,148,0,-148,"-INF%",1,0,-1,"-INF%",0.006137768008957823,0.0,-0.006137768008957823,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [[[[[[C,8,0,-8,"-INF%",2,0,-2,"-INF%",0.0003317712437274499,0.0,-0.0003317712437274499,"-INF%",8.294281093186248e-05,0.0,-8.294281093186248e-05,"-INF%"
class [[[I,35,0,-35,"-INF%",4,0,-4,"-INF%",0.0014514991913075934,0.0,-0.0014514991913075934,"-INF%",0.00016588562186372496,0.0,-0.00016588562186372496,"-INF%"
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,651,266,-385,"-59.14%",1,1,0,"0.0%",0.026997884958321238,0.011646744603529052,-0.015351140354792186,"-56.86%",4.147140546593124e-05,4.3784754148605455e-05,2.313348682674215e-06,"5.58%"
class [[[Ljava.lang.Class;,6,0,-6,"-INF%",1,0,-1,"-INF%",0.00024882843279558744,0.0,-0.00024882843279558744,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,535,142,-393,"-73.46%",3,2,-1,"-33.33%",0.022187201924273214,0.006217435089101974,-0.01596976683517124,"-71.98%",0.00012441421639779372,8.756950829721091e-05,-3.684470810058281e-05,"-29.61%"
class [[[[[S,7,5,-2,"-28.57%",2,1,-1,"-50.0%",0.0002902998382615187,0.00021892377074302728,-7.13760675184914e-05,"-24.59%",8.294281093186248e-05,4.3784754148605455e-05,-3.9158056783257025e-05,"-47.21%"
class [[S,196,231,35,"17.86%",5,5,0,"0.0%",0.008128395471322523,0.010114278208327861,0.0019858827370053383,"24.43%",0.0002073570273296562,0.00021892377074302728,1.1566743413371082e-05,"5.58%"
class [[[[S,17,19,2,"11.76%",3,2,-1,"-33.33%",0.0007050138929208311,0.0008319103288235036,0.0001268964359026725,"18.0%",0.00012441421639779372,8.756950829721091e-05,-3.684470810058281e-05,"-29.61%"
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,33,27,-6,"-18.18%",1,21,20,"2000.0%",0.0013685563803757309,0.0011821883620123472,-0.00018636801836338364,"-13.62%",4.147140546593124e-05,0.0009194798371207146,0.0008780084316547833,"2117.14%"
class [[[[[C,18,0,-18,"-INF%",3,0,-3,"-INF%",0.0007464852983867623,0.0,-0.0007464852983867623,"-INF%",0.00012441421639779372,0.0,-0.00012441421639779372,"-INF%"
class [[[Ljava.util.Locale;,2,0,-2,"-INF%",1,0,-1,"-INF%",8.294281093186248e-05,0.0,-8.294281093186248e-05,"-INF%",4.147140546593124e-05,0.0,-4.147140546593124e-05,"-INF%"
class [[[[[[S,0,1,1,"INF%",0,1,1,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[[Ljava.lang.reflect.AnnotatedElement;,0,16,16,"INF%",0,2,2,"INF%",0.0,0.0007005560663776873,0.0007005560663776873,"INF%",0.0,8.756950829721091e-05,8.756950829721091e-05,"INF%"
class [[Lorg.elasticsearch.common.settings.Settings$Builder;,0,15,15,"INF%",0,2,2,"INF%",0.0,0.0006567713122290818,0.0006567713122290818,"INF%",0.0,8.756950829721091e-05,8.756950829721091e-05,"INF%"
class [Ljava.lang.reflect.AnnotatedElement;,0,210,210,"INF%",0,3,3,"INF%",0.0,0.009194798371207145,0.009194798371207145,"INF%",0.0,0.00013135426244581636,0.00013135426244581636,"INF%"
class [Ljava.lang.reflect.GenericDeclaration;,0,94,94,"INF%",0,5,5,"INF%",0.0,0.004115766889968913,0.004115766889968913,"INF%",0.0,0.00021892377074302728,0.00021892377074302728,"INF%"
class [[[[[Lorg.apache.lucene.util.LuceneTestCase;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[[[Ljava.lang.String;,0,21,21,"INF%",0,3,3,"INF%",0.0,0.0009194798371207146,0.0009194798371207146,"INF%",0.0,0.00013135426244581636,0.00013135426244581636,"INF%"
class [[[[Ljava.lang.reflect.AnnotatedElement;,0,2,2,"INF%",0,2,2,"INF%",0.0,8.756950829721091e-05,8.756950829721091e-05,"INF%",0.0,8.756950829721091e-05,8.756950829721091e-05,"INF%"
class [Ljava.lang.Iterable;,0,248,248,"INF%",0,1,1,"INF%",0.0,0.010858619028854153,0.010858619028854153,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[[[[B,0,3,3,"INF%",0,1,1,"INF%",0.0,0.00013135426244581636,0.00013135426244581636,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [Ljava.lang.reflect.Type;,0,38,38,"INF%",0,2,2,"INF%",0.0,0.0016638206576470073,0.0016638206576470073,"INF%",0.0,8.756950829721091e-05,8.756950829721091e-05,"INF%"
class [[Ljava.io.Serializable;,0,155,155,"INF%",0,1,1,"INF%",0.0,0.006786636893033845,0.006786636893033845,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,0,3,3,"INF%",0,1,1,"INF%",0.0,0.00013135426244581636,0.00013135426244581636,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[Ljava.lang.reflect.Type;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[[[Lorg.elasticsearch.common.settings.Settings$Builder;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[Ljava.lang.reflect.GenericDeclaration;,0,62,62,"INF%",0,3,3,"INF%",0.0,0.0027146547572135383,0.0027146547572135383,"INF%",0.0,0.00013135426244581636,0.00013135426244581636,"INF%"
class [[[Lorg.apache.lucene.util.LuceneTestCase;,0,22,22,"INF%",0,11,11,"INF%",0.0,0.00096326459126932,0.00096326459126932,"INF%",0.0,0.00048163229563466,0.00048163229563466,"INF%"
class [[[[Lorg.apache.lucene.util.LuceneTestCase;,0,102,102,"INF%",0,1,1,"INF%",0.0,0.004466044923157757,0.004466044923157757,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[[[[Ljava.lang.String;,0,3,3,"INF%",0,1,1,"INF%",0.0,0.00013135426244581636,0.00013135426244581636,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[[Lorg.elasticsearch.common.settings.Settings$Builder;,0,7,7,"INF%",0,1,1,"INF%",0.0,0.0003064932790402382,0.0003064932790402382,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[[Ljava.lang.reflect.GenericDeclaration;,0,48,48,"INF%",0,2,2,"INF%",0.0,0.0021016681991330617,0.0021016681991330617,"INF%",0.0,8.756950829721091e-05,8.756950829721091e-05,"INF%"
class [[Ljava.lang.reflect.AnnotatedElement;,0,91,91,"INF%",0,3,3,"INF%",0.0,0.0039844126275230965,0.0039844126275230965,"INF%",0.0,0.00013135426244581636,0.00013135426244581636,"INF%"
class [[[[Ljava.lang.reflect.GenericDeclaration;,0,9,9,"INF%",0,1,1,"INF%",0.0,0.0003940627873374491,0.0003940627873374491,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[[[B,0,9,9,"INF%",0,2,2,"INF%",0.0,0.0003940627873374491,0.0003940627873374491,"INF%",0.0,8.756950829721091e-05,8.756950829721091e-05,"INF%"
class [[[[J,0,5,5,"INF%",0,1,1,"INF%",0.0,0.00021892377074302728,0.00021892377074302728,"INF%",0.0,4.3784754148605455e-05,4.3784754148605455e-05,"INF%"
class [[[Lorg.elasticsearch.test.ESTokenStreamTestCase;,0,2,2,"INF%",0,2,2,"INF%",0.0,8.756950829721091e-05,8.756950829721091e-05,"INF%",0.0,8.756950829721091e-05,8.756950829721091e-05,"INF%"
class [Ljava.io.Serializable;,0,673,673,"INF%",0,2,2,"INF%",0.0,0.02946713954201147,0.02946713954201147,"INF%",0.0,8.756950829721091e-05,8.756950829721091e-05,"INF%"
