Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,5,11,6,"120.0%",2,2,0,"0.0%",0.00021453702909122115,0.00047505938242280285,0.00026052235333158167,"121.43%",8.581481163648846e-05,8.637443316778233e-05,5.596215312938721e-07,"0.65%"
class [[[[B,7,192,185,"2642.86%",2,2,0,"0.0%",0.0003003518407277096,0.008291945584107105,0.007991593743379394,"2660.74%",8.581481163648846e-05,8.637443316778233e-05,5.596215312938721e-07,"0.65%"
class org.elasticsearch.common.settings.Settings$Builder,6656,17040,10384,"156.01%",1,1,0,"0.0%",0.2855916931262336,0.7359101705895055,0.45031847746327186,"157.68%",4.290740581824423e-05,4.318721658389117e-05,2.7981076564693606e-07,"0.65%"
class [[[Ljava.util.Locale;,7,39,32,"457.14%",2,2,0,"0.0%",0.0003003518407277096,0.0016843014467717555,0.0013839496060440459,"460.78%",8.581481163648846e-05,8.637443316778233e-05,5.596215312938721e-07,"0.65%"
class [[[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,70,3,-67,"-95.71%",3,1,-2,"-66.67%",0.003003518407277096,0.00012956164975167351,-0.002873956757525422,"-95.69%",0.0001287222174547327,4.318721658389117e-05,-8.553500087084153e-05,"-66.45%"
class [D,3956,1887,-2069,"-52.3%",49,35,-14,"-28.57%",0.16974169741697417,0.08149427769380263,-0.08824741972317154,"-51.99%",0.002102462885093967,0.0015115525804361909,-0.0005909103046577763,"-28.11%"
class [S,7225,9933,2708,"37.48%",113,82,-31,"-27.43%",0.3100060070368146,0.428978622327791,0.11897261529097641,"38.38%",0.004848536857461598,0.0035413517598790758,-0.0013071850975825221,"-26.96%"
class [F,1155,7172,6017,"520.95%",118,31,-87,"-73.73%",0.04955805372007208,0.30973871733966746,0.26018066361959535,"525.0%",0.005063073886552819,0.0013388037141006262,-0.003724270172452193,"-73.56%"
class [J,3851,8719,4868,"126.41%",102,74,-28,"-27.45%",0.16523641980605852,0.3765493413949471,0.2113129215888886,"127.89%",0.004376555393460911,0.0031958540272079465,-0.0011807013662529647,"-26.98%"
class [[[[I,31,473,442,"1425.81%",3,1,-2,"-66.67%",0.0013301295803655711,0.020427553444180523,0.019097423863814952,"1435.76%",0.0001287222174547327,4.318721658389117e-05,-8.553500087084153e-05,"-66.45%"
