Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [Lorg.apache.lucene.util.LuceneTestCase;,10,283,273,"2730.0%",10,64,54,"540.0%",0.00043286295558826076,0.012876512876512876,0.012443649920924615,"2874.73%",0.00043286295558826076,0.002912002912002912,0.002479139956414651,"572.73%"
class [Lorg.apache.lucene.search.QueryCachingPolicy;,429,23,-406,"-94.64%",3,3,0,"0.0%",0.018569820794736385,0.0010465010465010465,-0.017523319748235337,"-94.36%",0.00012985888667647823,0.0001365001365001365,6.641249823658281e-06,"5.11%"
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,65,0,-65,"-INF%",3,0,-3,"-INF%",0.002813609211323695,0.0,-0.002813609211323695,"-INF%",0.00012985888667647823,0.0,-0.00012985888667647823,"-INF%"
class [Z,79,51,-28,"-35.44%",42,30,-12,"-28.57%",0.00341961734914726,0.0023205023205023203,-0.0010991150286449396,"-32.14%",0.001818024413470695,0.001365001365001365,-0.00045302304846933,"-24.92%"
class [[[I,34,0,-34,"-INF%",4,0,-4,"-INF%",0.0014717340490000865,0.0,-0.0014717340490000865,"-INF%",0.0001731451822353043,0.0,-0.0001731451822353043,"-INF%"
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,33,0,-33,"-INF%",5,0,-5,"-INF%",0.0014284477534412606,0.0,-0.0014284477534412606,"-INF%",0.00021643147779413038,0.0,-0.00021643147779413038,"-INF%"
class [[D,431,70,-361,"-83.76%",4,4,0,"0.0%",0.01865639338585404,0.003185003185003185,-0.015471390200850855,"-82.93%",0.0001731451822353043,0.000182000182000182,8.85499976487769e-06,"5.11%"
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,65,0,-65,"-INF%",3,0,-3,"-INF%",0.002813609211323695,0.0,-0.002813609211323695,"-INF%",0.00012985888667647823,0.0,-0.00012985888667647823,"-INF%"
class [[[[C,99,2,-97,"-97.98%",3,1,-2,"-66.67%",0.004285343260323781,9.1000091000091e-05,-0.00419434316932369,"-97.88%",0.00012985888667647823,4.55000455000455e-05,-8.435884117643273e-05,"-64.96%"
class [[[[[[D,57,0,-57,"-INF%",1,0,-1,"-INF%",0.0024673188468530864,0.0,-0.0024673188468530864,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [[B,76,39,-37,"-48.68%",4,3,-1,"-25.0%",0.0032897584624707816,0.0017745017745017745,-0.001515256687969007,"-46.06%",0.0001731451822353043,0.0001365001365001365,-3.6645045735167795e-05,"-21.16%"
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,108,101,-7,"-6.48%",3,2,-1,"-33.33%",0.004674919920353216,0.0045955045955045955,-7.941532484862044e-05,"-1.7%",0.00012985888667647823,9.1000091000091e-05,-3.885879567638723e-05,"-29.92%"
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,32,26,-6,"-18.75%",1,20,19,"1900.0%",0.0013851614578824344,0.001183001183001183,-0.0002021602748812515,"-14.59%",4.3286295558826076e-05,0.00091000091000091,0.000866714614442084,"2002.28%"
class [[J,31,73,42,"135.48%",3,3,0,"0.0%",0.0013418751623236083,0.0033215033215033213,0.001979628159179713,"147.53%",0.00012985888667647823,0.0001365001365001365,6.641249823658281e-06,"5.11%"
class [[[[D,45,2,-43,"-95.56%",3,1,-2,"-66.67%",0.0019478833001471735,9.1000091000091e-05,-0.0018568832091470824,"-95.33%",0.00012985888667647823,4.55000455000455e-05,-8.435884117643273e-05,"-64.96%"
class [[I,89,11,-78,"-87.64%",7,2,-5,"-71.43%",0.003852480304735521,0.0005005005005005005,-0.0033519798042350203,"-87.01%",0.00030300406891178253,9.1000091000091e-05,-0.00021200397791169153,"-69.97%"
class [[[J,10,34,24,"240.0%",2,3,1,"50.0%",0.00043286295558826076,0.001547001547001547,0.0011141385914132862,"257.39%",8.657259111765215e-05,0.0001365001365001365,4.992754538248436e-05,"57.67%"
class [Ljava.util.Locale;,114,25,-89,"-78.07%",4,7,3,"75.0%",0.004934637693706173,0.0011375011375011376,-0.003797136556205035,"-76.95%",0.0001731451822353043,0.0003185003185003185,0.0001453551362650142,"83.95%"
class [B,7116,6171,-945,"-13.28%",43,58,15,"34.88%",0.3080252791966063,0.2807807807807808,-0.027244498415825547,"-8.84%",0.0018613107090295212,0.002639002639002639,0.0007776919299731179,"41.78%"
class [C,7671,7299,-372,"-4.85%",95,97,2,"2.11%",0.3320491732317548,0.3321048321048321,5.5658873077291116e-05,"0.02%",0.004112198078088478,0.004413504413504413,0.0003013063354159358,"7.33%"
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,13,13,0,"0.0%",1,2,1,"100.0%",0.0005627218422647389,0.0005915005915005915,2.8778749235852533e-05,"5.11%",4.3286295558826076e-05,9.1000091000091e-05,4.771379544126492e-05,"110.23%"
class [[Ljava.lang.String;,57,276,219,"384.21%",3,3,0,"0.0%",0.0024673188468530864,0.012558012558012558,0.010090693711159473,"408.97%",0.00012985888667647823,0.0001365001365001365,6.641249823658281e-06,"5.11%"
class [Ljava.lang.String;,3825,29138,25313,"661.78%",746,43,-703,"-94.24%",0.16557008051250974,1.3257803257803258,1.160210245267816,"700.74%",0.03229157648688425,0.0019565019565019564,-0.030335074530382294,"-93.94%"
class java.lang.Integer,1,1,0,"0.0%",1,1,0,"0.0%",4.3286295558826076e-05,4.55000455000455e-05,2.2137499412194225e-06,"5.11%",4.3286295558826076e-05,4.55000455000455e-05,2.2137499412194225e-06,"5.11%"
class [Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,118,0,-118,"-INF%",13,0,-13,"-INF%",0.005107782875941477,0.0,-0.005107782875941477,"-INF%",0.0005627218422647389,0.0,-0.0005627218422647389,"-INF%"
class [[Lorg.junit.rules.TestRule;,5,0,-5,"-INF%",5,0,-5,"-INF%",0.00021643147779413038,0.0,-0.00021643147779413038,"-INF%",0.00021643147779413038,0.0,-0.00021643147779413038,"-INF%"
class [[[[Ljava.lang.reflect.GenericDeclaration;,0,9,9,"INF%",0,1,1,"INF%",0.0,0.0004095004095004095,0.0004095004095004095,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [Ljava.lang.reflect.GenericDeclaration;,0,89,89,"INF%",0,5,5,"INF%",0.0,0.004049504049504049,0.004049504049504049,"INF%",0.0,0.0002275002275002275,0.0002275002275002275,"INF%"
class [[Ljava.lang.reflect.AnnotatedElement;,0,89,89,"INF%",0,3,3,"INF%",0.0,0.004049504049504049,0.004049504049504049,"INF%",0.0,0.0001365001365001365,0.0001365001365001365,"INF%"
class [[[Ljava.lang.reflect.AnnotatedElement;,0,14,14,"INF%",0,1,1,"INF%",0.0,0.000637000637000637,0.000637000637000637,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [[[[Ljava.lang.reflect.AnnotatedElement;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [Ljava.lang.reflect.Type;,0,37,37,"INF%",0,2,2,"INF%",0.0,0.0016835016835016834,0.0016835016835016834,"INF%",0.0,9.1000091000091e-05,9.1000091000091e-05,"INF%"
class [[[[Ljava.lang.String;,0,20,20,"INF%",0,3,3,"INF%",0.0,0.00091000091000091,0.00091000091000091,"INF%",0.0,0.0001365001365001365,0.0001365001365001365,"INF%"
class [[[[Lorg.apache.lucene.util.LuceneTestCase;,0,93,93,"INF%",0,1,1,"INF%",0.0,0.004231504231504231,0.004231504231504231,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [[[[[B,0,2,2,"INF%",0,1,1,"INF%",0.0,9.1000091000091e-05,9.1000091000091e-05,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [[[Ljava.lang.reflect.GenericDeclaration;,0,47,47,"INF%",0,2,2,"INF%",0.0,0.0021385021385021386,0.0021385021385021386,"INF%",0.0,9.1000091000091e-05,9.1000091000091e-05,"INF%"
class [[Ljava.io.Serializable;,0,149,149,"INF%",0,1,1,"INF%",0.0,0.00677950677950678,0.00677950677950678,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [[Ljava.lang.reflect.Type;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [Ljava.lang.Iterable;,0,234,234,"INF%",0,1,1,"INF%",0.0,0.010647010647010647,0.010647010647010647,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [[Ljava.lang.reflect.GenericDeclaration;,0,60,60,"INF%",0,3,3,"INF%",0.0,0.00273000273000273,0.00273000273000273,"INF%",0.0,0.0001365001365001365,0.0001365001365001365,"INF%"
class [[[[[Ljava.lang.String;,0,3,3,"INF%",0,1,1,"INF%",0.0,0.0001365001365001365,0.0001365001365001365,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [[[[B,0,7,7,"INF%",0,2,2,"INF%",0.0,0.0003185003185003185,0.0003185003185003185,"INF%",0.0,9.1000091000091e-05,9.1000091000091e-05,"INF%"
class [[[[Lorg.apache.lucene.search.QueryCachingPolicy;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [[[[J,0,5,5,"INF%",0,1,1,"INF%",0.0,0.0002275002275002275,0.0002275002275002275,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,0,3,3,"INF%",0,1,1,"INF%",0.0,0.0001365001365001365,0.0001365001365001365,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [[[Lorg.apache.lucene.util.LuceneTestCase;,0,21,21,"INF%",0,11,11,"INF%",0.0,0.0009555009555009555,0.0009555009555009555,"INF%",0.0,0.0005005005005005005,0.0005005005005005005,"INF%"
class [Ljava.lang.reflect.AnnotatedElement;,0,200,200,"INF%",0,3,3,"INF%",0.0,0.009100009100009101,0.009100009100009101,"INF%",0.0,0.0001365001365001365,0.0001365001365001365,"INF%"
class [Ljava.io.Serializable;,0,647,647,"INF%",0,2,2,"INF%",0.0,0.02943852943852944,0.02943852943852944,"INF%",0.0,9.1000091000091e-05,9.1000091000091e-05,"INF%"
class [[Lorg.elasticsearch.common.settings.Settings$Builder;,0,14,14,"INF%",0,2,2,"INF%",0.0,0.000637000637000637,0.000637000637000637,"INF%",0.0,9.1000091000091e-05,9.1000091000091e-05,"INF%"
class [[[[[[S,0,1,1,"INF%",0,1,1,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%",0.0,4.55000455000455e-05,4.55000455000455e-05,"INF%"
class [[[Lorg.elasticsearch.test.ESTokenStreamTestCase;,0,2,2,"INF%",0,2,2,"INF%",0.0,9.1000091000091e-05,9.1000091000091e-05,"INF%",0.0,9.1000091000091e-05,9.1000091000091e-05,"INF%"
