Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [[[Ljava.lang.String;,6,97,91,"1516.67%",2,6,4,"200.0%",0.00025971777335295646,0.004413504413504413,0.004153786640151457,"1599.35%",8.657259111765215e-05,0.000273000273000273,0.00018642768188262087,"215.34%"
class [S,15761,9719,-6042,"-38.34%",16,40,24,"150.0%",0.6822353043026578,0.44221494221494223,-0.24002036208771554,"-35.18%",0.0006925807289412172,0.00182000182000182,0.0011274210910606028,"162.79%"
class [D,4749,1704,-3045,"-64.12%",43,49,6,"13.95%",0.20556661760886502,0.07753207753207753,-0.1280345400767875,"-62.28%",0.0018613107090295212,0.0022295022295022297,0.00036819152047270847,"19.78%"
class [F,1946,5137,3191,"163.98%",88,84,-4,"-4.55%",0.08423513115747554,0.23373373373373374,0.1494986025762582,"177.48%",0.0038091940091766947,0.003822003822003822,1.2809812827127131e-05,"0.34%"
class [J,6060,14296,8236,"135.91%",84,50,-34,"-40.48%",0.262314951086486,0.6504686504686504,0.38815369938216443,"147.97%",0.00363604882694139,0.0022750022750022752,-0.001361046551939115,"-37.43%"
class [[[S,70,107,37,"52.86%",4,3,-1,"-25.0%",0.003030040689117825,0.004868504868504869,0.0018384641793870436,"60.67%",0.0001731451822353043,0.0001365001365001365,-3.6645045735167795e-05,"-21.16%"
class [[[[[I,1,0,-1,"-INF%",1,0,-1,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [[[[[S,7,5,-2,"-28.57%",2,1,-1,"-50.0%",0.00030300406891178253,0.0002275002275002275,-7.550384141155503e-05,"-24.92%",8.657259111765215e-05,4.55000455000455e-05,-4.1072545617606653e-05,"-47.44%"
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,71,28,-43,"-60.56%",2,2,0,"0.0%",0.0030733269846766513,0.001274001274001274,-0.0017993257106753773,"-58.55%",8.657259111765215e-05,9.1000091000091e-05,4.427499882438845e-06,"5.11%"
class [[Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,53,0,-53,"-INF%",1,0,-1,"-INF%",0.002294173664617782,0.0,-0.002294173664617782,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [[[[[C,18,0,-18,"-INF%",3,0,-3,"-INF%",0.0007791533200588694,0.0,-0.0007791533200588694,"-INF%",0.00012985888667647823,0.0,-0.00012985888667647823,"-INF%"
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,513,136,-377,"-73.49%",3,2,-1,"-33.33%",0.02220586962167778,0.006188006188006188,-0.016017863433671592,"-72.13%",0.00012985888667647823,9.1000091000091e-05,-3.885879567638723e-05,"-29.92%"
class [[[[[[[[D,6,0,-6,"-INF%",1,0,-1,"-INF%",0.00025971777335295646,0.0,-0.00025971777335295646,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class org.junit.rules.RuleChain,8851,23682,14831,"167.56%",7174,14887,7713,"107.51%",0.3831270019911696,1.0775320775320776,0.6944050755409079,"181.25%",0.31053588433901824,0.6773591773591774,0.36682329302015915,"118.13%"
class [[Ljava.util.Set;,328,2,-326,"-99.39%",1,1,0,"0.0%",0.014197904943294953,9.1000091000091e-05,-0.014106904852294863,"-99.36%",4.3286295558826076e-05,4.55000455000455e-05,2.2137499412194225e-06,"5.11%"
class [[Lorg.apache.lucene.util.LuceneTestCase;,1,273,272,"27200.0%",1,12,11,"1100.0%",4.3286295558826076e-05,0.012421512421512421,0.012378226125953596,"28596.18%",4.3286295558826076e-05,0.000546000546000546,0.0005027142504417199,"1161.37%"
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,6,116,110,"1833.33%",6,111,105,"1750.0%",0.00025971777335295646,0.005278005278005278,0.005018287504652321,"1932.21%",0.00025971777335295646,0.005050505050505051,0.004790787277152094,"1844.61%"
class [Ljava.lang.CharSequence;,6532,0,-6532,"-INF%",2,0,-2,"-INF%",0.2827460825902519,0.0,-0.2827460825902519,"-INF%",8.657259111765215e-05,0.0,-8.657259111765215e-05,"-INF%"
class [[S,173,219,46,"26.59%",5,5,0,"0.0%",0.007488529131676911,0.009964509964509965,0.0024759808328330534,"33.06%",0.00021643147779413038,0.0002275002275002275,1.1068749706097126e-05,"5.11%"
class [[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,5,0,-5,"-INF%",2,0,-2,"-INF%",0.00021643147779413038,0.0,-0.00021643147779413038,"-INF%",8.657259111765215e-05,0.0,-8.657259111765215e-05,"-INF%"
class org.apache.lucene.util.LuceneTestCase$1,1351,103,-1248,"-92.38%",1,1,0,"0.0%",0.05847978529997403,0.004686504686504687,-0.053793280613469344,"-91.99%",4.3286295558826076e-05,4.55000455000455e-05,2.2137499412194225e-06,"5.11%"
class [[[[S,16,18,2,"12.5%",3,2,-1,"-33.33%",0.0006925807289412172,0.000819000819000819,0.00012642009005960184,"18.25%",0.00012985888667647823,9.1000091000091e-05,-3.885879567638723e-05,"-29.92%"
class [[[Ljava.lang.Class;,6,0,-6,"-INF%",1,0,-1,"-INF%",0.00025971777335295646,0.0,-0.00025971777335295646,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [[Ljava.lang.CharSequence;,7,0,-7,"-INF%",1,0,-1,"-INF%",0.00030300406891178253,0.0,-0.00030300406891178253,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class java.lang.Boolean,9,9,0,"0.0%",2,2,0,"0.0%",0.0003895766600294347,0.0004095004095004095,1.9923749470974843e-05,"5.11%",8.657259111765215e-05,9.1000091000091e-05,4.427499882438845e-06,"5.11%"
class [[[[[D,16,0,-16,"-INF%",2,0,-2,"-INF%",0.0006925807289412172,0.0,-0.0006925807289412172,"-INF%",8.657259111765215e-05,0.0,-8.657259111765215e-05,"-INF%"
class [[Ljava.util.Locale;,39,4,-35,"-89.74%",4,2,-2,"-50.0%",0.001688165526794217,0.000182000182000182,-0.001506165344794035,"-89.22%",0.0001731451822353043,9.1000091000091e-05,-8.214509123521331e-05,"-47.44%"
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,62,70,8,"12.9%",62,1,-61,"-98.39%",0.0026837503246472166,0.003185003185003185,0.0005012528603559685,"18.68%",0.0026837503246472166,4.55000455000455e-05,-0.002638250279147171,"-98.3%"
class java.lang.String,5180,3956,-1224,"-23.63%",14,14,0,"0.0%",0.22422301099471909,0.17999817999818,-0.044224830996539094,"-19.72%",0.0006060081378235651,0.000637000637000637,3.099249917707194e-05,"5.11%"
class java.util.Locale,445,500,55,"12.36%",22,27,5,"22.73%",0.019262401523677603,0.02275002275002275,0.0034876212263451473,"18.11%",0.0009522985022941737,0.0012285012285012285,0.0002762027262070548,"29.0%"
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,35,7,-28,"-80.0%",2,1,-1,"-50.0%",0.0015150203445589126,0.0003185003185003185,-0.001196520026058594,"-78.98%",8.657259111765215e-05,4.55000455000455e-05,-4.1072545617606653e-05,"-47.44%"
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,16917,16687,-230,"-1.36%",16917,16687,-230,"-1.36%",0.7322742619686607,0.7592592592592593,0.026984997290598556,"3.69%",0.7322742619686607,0.7592592592592593,0.026984997290598556,"3.69%"
class [Ljava.lang.Class;,770,24,-746,"-96.88%",2,3,1,"50.0%",0.03333044758029608,0.001092001092001092,-0.03223844648829499,"-96.72%",8.657259111765215e-05,0.0001365001365001365,4.992754538248436e-05,"57.67%"
class [[[Ljava.util.Set;,64,0,-64,"-INF%",1,0,-1,"-INF%",0.002770322915764869,0.0,-0.002770322915764869,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [Ljava.util.Collection;,138,0,-138,"-INF%",1,0,-1,"-INF%",0.005973508787117998,0.0,-0.005973508787117998,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [[[[Ljava.util.Set;,6,0,-6,"-INF%",1,0,-1,"-INF%",0.00025971777335295646,0.0,-0.00025971777335295646,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [[[[[[[D,8,0,-8,"-INF%",1,0,-1,"-INF%",0.0003462903644706086,0.0,-0.0003462903644706086,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,66,34,-32,"-48.48%",3,2,-1,"-33.33%",0.002856895506882521,0.001547001547001547,-0.001309893959880974,"-45.85%",0.00012985888667647823,9.1000091000091e-05,-3.885879567638723e-05,"-29.92%"
class [[[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,4,0,-4,"-INF%",1,0,-1,"-INF%",0.0001731451822353043,0.0,-0.0001731451822353043,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class org.elasticsearch.common.settings.Settings$Builder,7231,5230,-2001,"-27.67%",1,1,0,"0.0%",0.3130032031858713,0.23796523796523797,-0.07503796522063336,"-23.97%",4.3286295558826076e-05,4.55000455000455e-05,2.2137499412194225e-06,"5.11%"
class [[[F,5,10,5,"100.0%",2,2,0,"0.0%",0.00021643147779413038,0.000455000455000455,0.00023856897720632463,"110.23%",8.657259111765215e-05,9.1000091000091e-05,4.427499882438845e-06,"5.11%"
class [[[[I,15,0,-15,"-INF%",2,0,-2,"-INF%",0.0006492944333823911,0.0,-0.0006492944333823911,"-INF%",8.657259111765215e-05,0.0,-8.657259111765215e-05,"-INF%"
class [[[[F,2,0,-2,"-INF%",1,0,-1,"-INF%",8.657259111765215e-05,0.0,-8.657259111765215e-05,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [[[C,51,9,-42,"-82.35%",3,2,-1,"-33.33%",0.00220760107350013,0.0004095004095004095,-0.0017981006639997206,"-81.45%",0.00012985888667647823,9.1000091000091e-05,-3.885879567638723e-05,"-29.92%"
class [[[D,121,14,-107,"-88.43%",4,2,-2,"-50.0%",0.005237641762617955,0.000637000637000637,-0.0046006411256173186,"-87.84%",0.0001731451822353043,9.1000091000091e-05,-8.214509123521331e-05,"-47.44%"
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,624,256,-368,"-58.97%",1,1,0,"0.0%",0.02701064842870747,0.011648011648011648,-0.015362636780695823,"-56.88%",4.3286295558826076e-05,4.55000455000455e-05,2.2137499412194225e-06,"5.11%"
class [[Ljava.lang.Class;,4,2,-2,"-50.0%",1,1,0,"0.0%",0.0001731451822353043,9.1000091000091e-05,-8.214509123521331e-05,"-47.44%",4.3286295558826076e-05,4.55000455000455e-05,2.2137499412194225e-06,"5.11%"
class [[[[[[C,8,0,-8,"-INF%",2,0,-2,"-INF%",0.0003462903644706086,0.0,-0.0003462903644706086,"-INF%",8.657259111765215e-05,0.0,-8.657259111765215e-05,"-INF%"
class [Ljava.lang.Object;,14,35,21,"150.0%",11,25,14,"127.27%",0.0006060081378235651,0.0015925015925015926,0.0009864934546780276,"162.79%",0.00047614925114708684,0.0011375011375011376,0.0006613518863540508,"138.9%"
class [[[B,14,16,2,"14.29%",1,3,2,"200.0%",0.0006060081378235651,0.000728000728000728,0.00012199259017716291,"20.13%",4.3286295558826076e-05,0.0001365001365001365,9.321384094131043e-05,"215.34%"
class [[[Ljava.util.Locale;,2,0,-2,"-INF%",1,0,-1,"-INF%",8.657259111765215e-05,0.0,-8.657259111765215e-05,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [[C,129,29,-100,"-77.52%",4,5,1,"25.0%",0.005583932127088563,0.0013195013195013195,-0.004264430807587244,"-76.37%",0.0001731451822353043,0.0002275002275002275,5.43550452649232e-05,"31.39%"
class java.lang.Class,1313,1201,-112,"-8.53%",25,27,2,"8.0%",0.05683490606873864,0.05464555464555464,-0.002189351423183994,"-3.85%",0.001082157388970652,0.0012285012285012285,0.00014634383953057652,"13.52%"
class java.lang.Object,394,4,-390,"-98.98%",1,1,0,"0.0%",0.017054800450177474,0.000182000182000182,-0.016872800268177293,"-98.93%",4.3286295558826076e-05,4.55000455000455e-05,2.2137499412194225e-06,"5.11%"
class [Lorg.elasticsearch.common.settings.Settings$Builder;,8,85,77,"962.5%",8,75,67,"837.5%",0.0003462903644706086,0.0038675038675038674,0.0035212135030332587,"1016.84%",0.0003462903644706086,0.0034125034125034124,0.003066213048032804,"885.45%"
class [I,23452,13542,-9910,"-42.26%",1198,1320,122,"10.18%",1.015150203445589,0.6161616161616161,-0.3989885872839729,"-39.3%",0.05185698207947364,0.06006006006006006,0.00820307798058642,"15.82%"
class [[F,43,34,-9,"-20.93%",4,3,-1,"-25.0%",0.0018613107090295212,0.001547001547001547,-0.0003143091620279742,"-16.89%",0.0001731451822353043,0.0001365001365001365,-3.6645045735167795e-05,"-21.16%"
class [[[[[[[C,1,0,-1,"-INF%",1,0,-1,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%",4.3286295558826076e-05,0.0,-4.3286295558826076e-05,"-INF%"
class [Ljava.util.Set;,54,214,160,"296.3%",1,2,1,"100.0%",0.002337459960176608,0.009737009737009738,0.007399549776833129,"316.56%",4.3286295558826076e-05,9.1000091000091e-05,4.771379544126492e-05,"110.23%"
class java.util.HashSet,14544,37588,23044,"158.44%",819,767,-52,"-6.35%",0.6295558826075665,1.7102557102557103,1.0806998276481439,"171.66%",0.03545147606267856,0.0348985348985349,-0.0005529411641436582,"-1.56%"
class [Lorg.junit.rules.TestRule;,138,9,-129,"-93.48%",138,9,-129,"-93.48%",0.005973508787117998,0.0004095004095004095,-0.005564008377617589,"-93.14%",0.005973508787117998,0.0004095004095004095,-0.005564008377617589,"-93.14%"
