Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [[[[[I,1,0,-1,"-INF%",1,0,-1,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [[[J,13,36,23,"176.92%",2,3,1,"50.0%",0.0005343417320892762,0.0015525941260188898,0.0010182523939296136,"190.56%",8.22064203214271e-05,0.00012938284383490748,4.7176423513480386e-05,"57.39%"
class [J,6380,14891,8511,"133.4%",84,50,-34,"-40.48%",0.26223848082535245,0.6422133091818691,0.3799748283565167,"144.9%",0.0034526696534999384,0.0021563807305817915,-0.001296288922918147,"-37.54%"
class [[J,36,79,43,"119.44%",3,3,0,"0.0%",0.0014797155657856878,0.0034070815543192304,0.0019273659885335427,"130.25%",0.00012330963048214067,0.00012938284383490748,6.073213352766817e-06,"4.93%"
class [S,16917,10307,-6610,"-39.07%",16,40,24,"150.0%",0.6953430062887912,0.4445163238021305,-0.2508266824866607,"-36.07%",0.0006576513625714168,0.0017251045844654332,0.0010674532218940165,"162.31%"
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,18029,17816,-213,"-1.18%",18029,17816,-213,"-1.18%",0.7410497759875047,0.768361581920904,0.027311805933399325,"3.69%",0.7410497759875047,0.768361581920904,0.027311805933399325,"3.69%"
class [Ljava.lang.CharSequence;,6895,0,-6895,"-INF%",2,0,-2,"-INF%",0.28340663405811994,0.0,-0.28340663405811994,"-INF%",8.22064203214271e-05,0.0,-8.22064203214271e-05,"-INF%"
class [[Ljava.util.Set;,340,2,-338,"-99.41%",1,1,0,"0.0%",0.013975091454642607,8.625522922327166e-05,-0.013888836225419336,"-99.38%",4.110321016071355e-05,4.312761461163583e-05,2.0244044509222837e-06,"4.93%"
class [[Ljava.lang.Class;,6,2,-4,"-66.67%",1,1,0,"0.0%",0.00024661926096428133,8.625522922327166e-05,-0.00016036403174100967,"-65.02%",4.110321016071355e-05,4.312761461163583e-05,2.0244044509222837e-06,"4.93%"
class [[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,8,0,-8,"-INF%",2,0,-2,"-INF%",0.0003288256812857084,0.0,-0.0003288256812857084,"-INF%",8.22064203214271e-05,0.0,-8.22064203214271e-05,"-INF%"
class [[C,136,34,-102,"-75.0%",4,5,1,"25.0%",0.005590036581857043,0.0014663388967956182,-0.004123697685061425,"-73.77%",0.0001644128406428542,0.00021563807305817915,5.122523241532495e-05,"31.16%"
class java.lang.Object,416,4,-412,"-99.04%",1,1,0,"0.0%",0.017098935426856837,0.00017251045844654333,-0.016926424968410295,"-98.99%",4.110321016071355e-05,4.312761461163583e-05,2.0244044509222837e-06,"4.93%"
class [C,8010,7649,-361,"-4.51%",95,97,2,"2.11%",0.3292367133873155,0.32988312416440246,0.0006464107770869365,"0.2%",0.0039048049652677876,0.004183378617328676,0.0002785736520608882,"7.13%"
class [[B,76,40,-36,"-47.37%",4,4,0,"0.0%",0.00312384397221423,0.0017251045844654332,-0.0013987393877487968,"-44.78%",0.0001644128406428542,0.00017251045844654333,8.097617803689135e-06,"4.93%"
class [Ljava.lang.String;,4095,30452,26357,"643.64%",750,43,-707,"-94.27%",0.16831764560812199,1.3133221201535343,1.1450044745454124,"680.26%",0.030827407620535163,0.0018544874283003407,-0.02897292019223482,"-93.98%"
class [Lorg.elasticsearch.common.settings.Settings$Builder;,8,89,81,"1012.5%",8,78,70,"875.0%",0.0003288256812857084,0.003838357700435589,0.0035095320191498806,"1067.29%",0.0003288256812857084,0.003363953939707595,0.0030351282584218865,"923.02%"
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,72,75,3,"4.17%",72,1,-71,"-98.61%",0.0029594311315713755,0.0032345710958726873,0.00027513996430131174,"9.3%",0.0029594311315713755,4.312761461163583e-05,-0.0029163035169597396,"-98.54%"
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,40,7,-33,"-82.5%",2,1,-1,"-50.0%",0.001644128406428542,0.0003018933022814508,-0.0013422351041470911,"-81.64%",8.22064203214271e-05,4.312761461163583e-05,-3.9078805709791265e-05,"-47.54%"
class [[[S,74,115,41,"55.41%",4,3,-1,"-25.0%",0.003041637551892803,0.00495967568033812,0.0019180381284453173,"63.06%",0.0001644128406428542,0.00012938284383490748,-3.502999680794671e-05,"-21.31%"
class [Lorg.apache.lucene.search.QueryCachingPolicy;,458,27,-431,"-94.1%",4,3,-1,"-25.0%",0.018825270253606807,0.0011644455945141673,-0.01766082465909264,"-93.81%",0.0001644128406428542,0.00012938284383490748,-3.502999680794671e-05,"-21.31%"
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,68,0,-68,"-INF%",3,0,-3,"-INF%",0.0027950182909285215,0.0,-0.0027950182909285215,"-INF%",0.00012330963048214067,0.0,-0.00012330963048214067,"-INF%"
class [D,4971,1828,-3143,"-63.23%",43,51,8,"18.6%",0.20432405770890708,0.0788372795100703,-0.12548677819883677,"-61.42%",0.0017674380369106827,0.0021995083451934274,0.0004320703082827447,"24.45%"
class [[[[Lorg.apache.lucene.search.QueryCachingPolicy;,1,1,0,"0.0%",1,1,0,"0.0%",4.110321016071355e-05,4.312761461163583e-05,2.0244044509222837e-06,"4.93%",4.110321016071355e-05,4.312761461163583e-05,2.0244044509222837e-06,"4.93%"
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,118,118,0,"0.0%",3,2,-1,"-33.33%",0.004850178798964199,0.005089058524173028,0.00023887972520882962,"4.93%",0.00012330963048214067,8.625522922327166e-05,-3.7054401258869e-05,"-30.05%"
class [[Ljava.lang.String;,76,285,209,"275.0%",3,3,0,"0.0%",0.00312384397221423,0.012291370164316211,0.00916752619210198,"293.47%",0.00012330963048214067,0.00012938284383490748,6.073213352766817e-06,"4.93%"
class [[Ljava.lang.CharSequence;,7,0,-7,"-INF%",1,0,-1,"-INF%",0.0002877224711249949,0.0,-0.0002877224711249949,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class org.apache.lucene.util.LuceneTestCase$1,1430,120,-1310,"-91.61%",1,1,0,"0.0%",0.05877759052982038,0.005175313753396299,-0.05360227677642408,"-91.2%",4.110321016071355e-05,4.312761461163583e-05,2.0244044509222837e-06,"4.93%"
class [[[[Ljava.util.Set;,6,0,-6,"-INF%",1,0,-1,"-INF%",0.00024661926096428133,0.0,-0.00024661926096428133,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [[Lorg.apache.lucene.util.LuceneTestCase;,1,302,301,"30100.0%",1,12,11,"1100.0%",4.110321016071355e-05,0.01302453961271402,0.012983436402553306,"31587.4%",4.110321016071355e-05,0.0005175313753396299,0.0004764281651789164,"1159.1%"
class [[[Ljava.util.Set;,66,0,-66,"-INF%",1,0,-1,"-INF%",0.0027128118706070945,0.0,-0.0027128118706070945,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [[Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,55,0,-55,"-INF%",1,0,-1,"-INF%",0.0022606765588392454,0.0,-0.0022606765588392454,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [[[[D,50,2,-48,"-96.0%",3,1,-2,"-66.67%",0.0020551605080356776,8.625522922327166e-05,-0.001968905278812406,"-95.8%",0.00012330963048214067,4.312761461163583e-05,-8.018201587050483e-05,"-65.02%"
class [Lorg.junit.rules.TestRule;,141,9,-132,"-93.62%",141,9,-132,"-93.62%",0.005795552632660611,0.00038814853150472245,-0.0054074041011558886,"-93.3%",0.005795552632660611,0.00038814853150472245,-0.0054074041011558886,"-93.3%"
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,7,118,111,"1585.71%",7,113,106,"1514.29%",0.0002877224711249949,0.005089058524173028,0.004801336053048034,"1668.74%",0.0002877224711249949,0.0048734204511148484,0.004585697979989854,"1593.79%"
class [Lorg.apache.lucene.util.LuceneTestCase;,10,325,315,"3150.0%",10,66,56,"560.0%",0.0004110321016071355,0.014016474748781645,0.013605442647174509,"3310.07%",0.0004110321016071355,0.0028464225643679646,0.002435390462760829,"592.51%"
class java.util.HashSet,15541,39408,23867,"153.57%",878,807,-71,"-8.09%",0.6387849891076494,1.6995730366153448,1.0607880475076954,"166.06%",0.0360886185211065,0.03480398499159011,-0.0012846335295163894,"-3.56%"
class [[[Ljava.lang.String;,9,105,96,"1066.67%",2,6,4,"200.0%",0.00036992889144642194,0.004528399534221762,0.00415847064277534,"1124.13%",8.22064203214271e-05,0.00025876568766981497,0.00017655926734838785,"214.78%"
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,91,0,-91,"-INF%",3,0,-3,"-INF%",0.003740392124624933,0.0,-0.003740392124624933,"-INF%",0.00012330963048214067,0.0,-0.00012330963048214067,"-INF%"
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,81,30,-51,"-62.96%",2,2,0,"0.0%",0.0033293600230177977,0.0012938284383490748,-0.002035531584668723,"-61.14%",8.22064203214271e-05,8.625522922327166e-05,4.048808901844567e-06,"4.93%"
class [Ljava.util.Locale;,116,32,-84,"-72.41%",4,7,3,"75.0%",0.004767972378642772,0.0013800836675723466,-0.0033878887110704256,"-71.06%",0.0001644128406428542,0.0003018933022814508,0.00013748046163859662,"83.62%"
