Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,71,37,-34,"-47.89%",4,2,-2,"-50.0%",0.0029183279214106623,0.0015957217406305257,-0.0013226061807801366,"-45.32%",0.0001644128406428542,8.625522922327166e-05,-7.815761141958253e-05,"-47.54%"
class [[[[I,15,0,-15,"-INF%",2,0,-2,"-INF%",0.0006165481524107033,0.0,-0.0006165481524107033,"-INF%",8.22064203214271e-05,0.0,-8.22064203214271e-05,"-INF%"
class [[[B,14,24,10,"71.43%",1,3,2,"200.0%",0.0005754449422499898,0.0010350627506792599,0.0004596178084292701,"79.87%",4.110321016071355e-05,0.00012938284383490748,8.827963367419393e-05,"214.78%"
class java.lang.Integer,1,1,0,"0.0%",1,1,0,"0.0%",4.110321016071355e-05,4.312761461163583e-05,2.0244044509222837e-06,"4.93%",4.110321016071355e-05,4.312761461163583e-05,2.0244044509222837e-06,"4.93%"
class [[[C,52,10,-42,"-80.77%",3,2,-1,"-33.33%",0.0021373669283571047,0.0004312761461163583,-0.0017060907822407463,"-79.82%",0.00012330963048214067,8.625522922327166e-05,-3.7054401258869e-05,"-30.05%"
class java.lang.Boolean,9,9,0,"0.0%",2,2,0,"0.0%",0.00036992889144642194,0.00038814853150472245,1.8219640058300506e-05,"4.93%",8.22064203214271e-05,8.625522922327166e-05,4.048808901844567e-06,"4.93%"
class [B,7302,6618,-684,"-9.37%",43,59,16,"37.21%",0.3001356405935304,0.28541855349980594,-0.014717087093724435,"-4.9%",0.0017674380369106827,0.002544529262086514,0.0007770912251758315,"43.97%"
class [[Ljava.util.Locale;,39,5,-34,"-87.18%",4,2,-2,"-50.0%",0.0016030251962678285,0.00021563807305817915,-0.0013873871232096494,"-86.55%",0.0001644128406428542,8.625522922327166e-05,-7.815761141958253e-05,"-47.54%"
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,48,0,-48,"-INF%",5,0,-5,"-INF%",0.0019729540877142506,0.0,-0.0019729540877142506,"-INF%",0.00020551605080356775,0.0,-0.00020551605080356775,"-INF%"
class [[[[C,100,3,-97,"-97.0%",3,1,-2,"-66.67%",0.004110321016071355,0.00012938284383490748,-0.003980938172236448,"-96.85%",0.00012330963048214067,4.312761461163583e-05,-8.018201587050483e-05,"-65.02%"
class [Z,79,51,-28,"-35.44%",42,30,-12,"-28.57%",0.0032471536026963707,0.0021995083451934274,-0.0010476452575029433,"-32.26%",0.0017263348267499692,0.0012938284383490748,-0.0004325063884008944,"-25.05%"
class [[F,47,34,-13,"-27.66%",5,3,-2,"-40.0%",0.001931850877553537,0.0014663388967956182,-0.0004655119807579187,"-24.1%",0.00020551605080356775,0.00012938284383490748,-7.613320696866027e-05,"-37.04%"
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,17,14,-3,"-17.65%",2,2,0,"0.0%",0.0006987545727321304,0.0006037866045629016,-9.496796816922876e-05,"-13.59%",8.22064203214271e-05,8.625522922327166e-05,4.048808901844567e-06,"4.93%"
class [[[[F,4,0,-4,"-INF%",1,0,-1,"-INF%",0.0001644128406428542,0.0,-0.0001644128406428542,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [[[F,5,10,5,"100.0%",2,2,0,"0.0%",0.00020551605080356775,0.0004312761461163583,0.00022576009531279054,"109.85%",8.22064203214271e-05,8.625522922327166e-05,4.048808901844567e-06,"4.93%"
class [[[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,6,0,-6,"-INF%",1,0,-1,"-INF%",0.00024661926096428133,0.0,-0.00024661926096428133,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [Ljava.lang.Class;,830,24,-806,"-97.11%",2,3,1,"50.0%",0.03411566443339225,0.0010350627506792599,-0.03308060168271299,"-96.97%",8.22064203214271e-05,0.00012938284383490748,4.7176423513480386e-05,"57.39%"
class [[I,93,11,-82,"-88.17%",7,2,-5,"-71.43%",0.00382259854494636,0.00047440376072799414,-0.003348194784218366,"-87.59%",0.0002877224711249949,8.625522922327166e-05,-0.00020146724190172322,"-70.02%"
class org.elasticsearch.common.settings.Settings$Builder,7800,5626,-2174,"-27.87%",1,1,0,"0.0%",0.3206050392535657,0.2426359598050632,-0.07796907944850251,"-24.32%",4.110321016071355e-05,4.312761461163583e-05,2.0244044509222837e-06,"4.93%"
class [[[D,132,14,-118,"-89.39%",4,2,-2,"-50.0%",0.005425623741214189,0.0006037866045629016,-0.004821837136651287,"-88.87%",0.0001644128406428542,8.625522922327166e-05,-7.815761141958253e-05,"-47.54%"
class [I,24762,14405,-10357,"-41.83%",1199,1320,121,"10.09%",1.0177976899995889,0.6212532884806141,-0.39654440151897474,"-38.96%",0.04928274898269555,0.056928451287359294,0.007645702304663743,"15.51%"
class [Ljava.lang.Object;,14,38,24,"171.43%",11,25,14,"127.27%",0.0005754449422499898,0.0016388493552421616,0.0010634044129921717,"184.8%",0.00045213531176784905,0.0010781903652908958,0.0006260550535230467,"138.47%"
class [Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,122,0,-122,"-INF%",13,0,-13,"-INF%",0.005014591639607054,0.0,-0.005014591639607054,"-INF%",0.0005343417320892762,0.0,-0.0005343417320892762,"-INF%"
class org.junit.rules.RuleChain,9410,25304,15894,"168.91%",7623,15881,8258,"108.33%",0.38678120761231455,1.091301160132833,0.7045199525205186,"182.15%",0.3133297710551194,0.6849096476473886,0.3715798765922692,"118.59%"
class [Ljava.util.Set;,56,232,176,"314.29%",1,2,1,"100.0%",0.002301779768999959,0.010005606589899513,0.007703826820899554,"334.69%",4.110321016071355e-05,8.625522922327166e-05,4.5152019062558116e-05,"109.85%"
class java.lang.Class,1402,1286,-116,"-8.27%",25,27,2,"8.0%",0.0576267006453204,0.05546211239056368,-0.0021645882547567177,"-3.76%",0.0010275802540178388,0.0011644455945141673,0.00013686534049632852,"13.32%"
class java.lang.String,5590,4317,-1273,"-22.77%",14,14,0,"0.0%",0.22976694479838874,0.1861819122784319,-0.04358503251995685,"-18.97%",0.0005754449422499898,0.0006037866045629016,2.834166231291185e-05,"4.93%"
class java.util.Locale,461,530,69,"14.97%",22,27,5,"22.73%",0.018948579884088948,0.02285763574416699,0.003909055860078042,"20.63%",0.0009042706235356981,0.0011644455945141673,0.00026017497097846924,"28.77%"
class [[[[[[[[D,6,0,-6,"-INF%",1,0,-1,"-INF%",0.00024661926096428133,0.0,-0.00024661926096428133,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [[[[[D,17,0,-17,"-INF%",2,0,-2,"-INF%",0.0006987545727321304,0.0,-0.0006987545727321304,"-INF%",8.22064203214271e-05,0.0,-8.22064203214271e-05,"-INF%"
class [[D,467,72,-395,"-84.58%",4,4,0,"0.0%",0.01919519914505323,0.0031051882520377796,-0.016090010893015448,"-83.82%",0.0001644128406428542,0.00017251045844654333,8.097617803689135e-06,"4.93%"
class [[Lorg.junit.rules.TestRule;,5,0,-5,"-INF%",5,0,-5,"-INF%",0.00020551605080356775,0.0,-0.00020551605080356775,"-INF%",0.00020551605080356775,0.0,-0.00020551605080356775,"-INF%"
class [[[[[[[C,1,0,-1,"-INF%",1,0,-1,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [[[[[[D,76,0,-76,"-INF%",1,0,-1,"-INF%",0.00312384397221423,0.0,-0.00312384397221423,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [[[[[[[D,11,0,-11,"-INF%",1,0,-1,"-INF%",0.00045213531176784905,0.0,-0.00045213531176784905,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [F,2029,5383,3354,"165.3%",89,84,-5,"-5.62%",0.0833984134160878,0.23215594945443568,0.1487575360383479,"178.37%",0.003658185704303506,0.00362271962737741,-3.546607692609619e-05,"-0.97%"
class [Ljava.util.Collection;,148,0,-148,"-INF%",1,0,-1,"-INF%",0.006083275103785606,0.0,-0.006083275103785606,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [[[[[[C,8,0,-8,"-INF%",2,0,-2,"-INF%",0.0003288256812857084,0.0,-0.0003288256812857084,"-INF%",8.22064203214271e-05,0.0,-8.22064203214271e-05,"-INF%"
class [[[I,35,0,-35,"-INF%",4,0,-4,"-INF%",0.0014386123556249743,0.0,-0.0014386123556249743,"-INF%",0.0001644128406428542,0.0,-0.0001644128406428542,"-INF%"
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,653,269,-384,"-58.81%",1,1,0,"0.0%",0.02684039623494595,0.011601328330530038,-0.015239067904415912,"-56.78%",4.110321016071355e-05,4.312761461163583e-05,2.0244044509222837e-06,"4.93%"
class [[[Ljava.lang.Class;,6,0,-6,"-INF%",1,0,-1,"-INF%",0.00024661926096428133,0.0,-0.00024661926096428133,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,537,143,-394,"-73.37%",3,2,-1,"-33.33%",0.02207242385630318,0.006167248889463924,-0.015905174966839256,"-72.06%",0.00012330963048214067,8.625522922327166e-05,-3.7054401258869e-05,"-30.05%"
class [[[[[S,7,5,-2,"-28.57%",2,1,-1,"-50.0%",0.0002877224711249949,0.00021563807305817915,-7.208439806681574e-05,"-25.05%",8.22064203214271e-05,4.312761461163583e-05,-3.9078805709791265e-05,"-47.54%"
class [[S,197,231,34,"17.26%",5,5,0,"0.0%",0.00809733240166057,0.009962478975287877,0.001865146573627307,"23.03%",0.00020551605080356775,0.00021563807305817915,1.0122022254611398e-05,"4.93%"
class [[[[S,17,19,2,"11.76%",3,2,-1,"-33.33%",0.0006987545727321304,0.0008194246776210808,0.00012067010488895041,"17.27%",0.00012330963048214067,8.625522922327166e-05,-3.7054401258869e-05,"-30.05%"
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,34,27,-7,"-20.59%",1,21,20,"2000.0%",0.0013975091454642608,0.0011644455945141673,-0.00023306355095009342,"-16.68%",4.110321016071355e-05,0.0009056799068443525,0.000864576696683639,"2103.43%"
class [[[[[C,18,0,-18,"-INF%",3,0,-3,"-INF%",0.0007398577828928439,0.0,-0.0007398577828928439,"-INF%",0.00012330963048214067,0.0,-0.00012330963048214067,"-INF%"
class [[[Ljava.util.Locale;,2,0,-2,"-INF%",1,0,-1,"-INF%",8.22064203214271e-05,0.0,-8.22064203214271e-05,"-INF%",4.110321016071355e-05,0.0,-4.110321016071355e-05,"-INF%"
class [[[[[[S,0,1,1,"INF%",0,1,1,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[[Ljava.lang.reflect.AnnotatedElement;,0,16,16,"INF%",0,2,2,"INF%",0.0,0.0006900418337861733,0.0006900418337861733,"INF%",0.0,8.625522922327166e-05,8.625522922327166e-05,"INF%"
class [[Lorg.elasticsearch.common.settings.Settings$Builder;,0,15,15,"INF%",0,2,2,"INF%",0.0,0.0006469142191745374,0.0006469142191745374,"INF%",0.0,8.625522922327166e-05,8.625522922327166e-05,"INF%"
class [Ljava.lang.reflect.AnnotatedElement;,0,210,210,"INF%",0,3,3,"INF%",0.0,0.009056799068443524,0.009056799068443524,"INF%",0.0,0.00012938284383490748,0.00012938284383490748,"INF%"
class [Ljava.lang.reflect.GenericDeclaration;,0,98,98,"INF%",0,5,5,"INF%",0.0,0.004226506231940311,0.004226506231940311,"INF%",0.0,0.00021563807305817915,0.00021563807305817915,"INF%"
class [[[[[Lorg.apache.lucene.util.LuceneTestCase;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[[[Ljava.lang.String;,0,21,21,"INF%",0,3,3,"INF%",0.0,0.0009056799068443525,0.0009056799068443525,"INF%",0.0,0.00012938284383490748,0.00012938284383490748,"INF%"
class [[[[Ljava.lang.reflect.AnnotatedElement;,0,2,2,"INF%",0,2,2,"INF%",0.0,8.625522922327166e-05,8.625522922327166e-05,"INF%",0.0,8.625522922327166e-05,8.625522922327166e-05,"INF%"
class [Ljava.lang.Iterable;,0,248,248,"INF%",0,1,1,"INF%",0.0,0.010695648423685686,0.010695648423685686,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[[[[B,0,3,3,"INF%",0,1,1,"INF%",0.0,0.00012938284383490748,0.00012938284383490748,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [Ljava.lang.reflect.Type;,0,39,39,"INF%",0,2,2,"INF%",0.0,0.0016819769698537975,0.0016819769698537975,"INF%",0.0,8.625522922327166e-05,8.625522922327166e-05,"INF%"
class [[Ljava.io.Serializable;,0,155,155,"INF%",0,1,1,"INF%",0.0,0.006684780264803554,0.006684780264803554,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,0,3,3,"INF%",0,1,1,"INF%",0.0,0.00012938284383490748,0.00012938284383490748,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[Ljava.lang.reflect.Type;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[[[Lorg.elasticsearch.common.settings.Settings$Builder;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[Ljava.lang.reflect.GenericDeclaration;,0,63,63,"INF%",0,3,3,"INF%",0.0,0.0027170397205330574,0.0027170397205330574,"INF%",0.0,0.00012938284383490748,0.00012938284383490748,"INF%"
class [[[Lorg.apache.lucene.util.LuceneTestCase;,0,23,23,"INF%",0,11,11,"INF%",0.0,0.0009919351360676242,0.0009919351360676242,"INF%",0.0,0.00047440376072799414,0.00047440376072799414,"INF%"
class [[[[Lorg.apache.lucene.util.LuceneTestCase;,0,110,110,"INF%",0,1,1,"INF%",0.0,0.004744037607279941,0.004744037607279941,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[[[[Ljava.lang.String;,0,3,3,"INF%",0,1,1,"INF%",0.0,0.00012938284383490748,0.00012938284383490748,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[[Lorg.elasticsearch.common.settings.Settings$Builder;,0,7,7,"INF%",0,1,1,"INF%",0.0,0.0003018933022814508,0.0003018933022814508,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[[Ljava.lang.reflect.GenericDeclaration;,0,49,49,"INF%",0,2,2,"INF%",0.0,0.0021132531159701556,0.0021132531159701556,"INF%",0.0,8.625522922327166e-05,8.625522922327166e-05,"INF%"
class [[Ljava.lang.reflect.AnnotatedElement;,0,91,91,"INF%",0,3,3,"INF%",0.0,0.00392461292965886,0.00392461292965886,"INF%",0.0,0.00012938284383490748,0.00012938284383490748,"INF%"
class [[[[Ljava.lang.reflect.GenericDeclaration;,0,9,9,"INF%",0,1,1,"INF%",0.0,0.00038814853150472245,0.00038814853150472245,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[[[B,0,9,9,"INF%",0,2,2,"INF%",0.0,0.00038814853150472245,0.00038814853150472245,"INF%",0.0,8.625522922327166e-05,8.625522922327166e-05,"INF%"
class [[[[J,0,5,5,"INF%",0,1,1,"INF%",0.0,0.00021563807305817915,0.00021563807305817915,"INF%",0.0,4.312761461163583e-05,4.312761461163583e-05,"INF%"
class [[[Lorg.elasticsearch.test.ESTokenStreamTestCase;,0,2,2,"INF%",0,2,2,"INF%",0.0,8.625522922327166e-05,8.625522922327166e-05,"INF%",0.0,8.625522922327166e-05,8.625522922327166e-05,"INF%"
class [Ljava.io.Serializable;,0,674,674,"INF%",0,2,2,"INF%",0.0,0.02906801224824255,0.02906801224824255,"INF%",0.0,8.625522922327166e-05,8.625522922327166e-05,"INF%"
