Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays157() throws java.io.IOException",8,10,2,"25.0%",0.0035398230088495575,0.004533091568449683,0.0009932685596001252,"28.06%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays162() throws java.io.IOException",10,9,-1,"-10.0%",0.004424778761061947,0.004079782411604714,-0.00034499634945723244,"-7.8%"
"public com.github.kongchen.swagger.docgen.LogAdapter com.github.kongchen.swagger.docgen.reader.AbstractReader.getLOG()",42,15,-27,"-64.29%",0.018584070796460177,0.006799637352674524,-0.011784433443785653,"-63.41%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays161() throws java.io.IOException",8,5,-3,"-37.5%",0.0035398230088495575,0.0022665457842248413,-0.0012732772246247161,"-35.97%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays160() throws java.io.IOException",8,9,1,"12.5%",0.0035398230088495575,0.004079782411604714,0.0005399594027551569,"15.25%"
"public void com.github.kongchen.swagger.docgen.reader.AbstractReader.updateExtensionChain()",25,12,-13,"-52.0%",0.011061946902654867,0.005439709882139619,-0.005622237020515248,"-50.83%"
"public void com.github.kongchen.swagger.docgen.reader.AbstractReader.updatePath(java.lang.String|java.lang.String|io.swagger.models.Operation)",12,9,-3,"-25.0%",0.005309734513274336,0.004079782411604714,-0.0012299521016696218,"-23.16%"
"com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter()",2321,2373,52,"2.24%",1.0269911504424778,1.0757026291931098,0.048711478750631976,"4.74%"
"public void com.github.kongchen.swagger.docgen.reader.AbstractReader.updateTagsForOperation(io.swagger.models.Operation|io.swagger.annotations.ApiOperation)",33,7,-26,"-78.79%",0.014601769911504425,0.003173164097914778,-0.011428605813589647,"-78.27%"
"public boolean com.github.kongchen.swagger.docgen.reader.AbstractReader.canReadApi(boolean|io.swagger.annotations.Api)",13,11,-2,"-15.38%",0.005752212389380531,0.004986400725294651,-0.00076581166408588,"-13.31%"
"public java.lang.String com.github.kongchen.swagger.docgen.reader.SpringMvcApiReader.getresourcePath()",75,7,-68,"-90.67%",0.033185840707964605,0.003173164097914778,-0.030012676610049825,"-90.44%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays9() throws java.io.IOException",8,10,2,"25.0%",0.0035398230088495575,0.004533091568449683,0.0009932685596001252,"28.06%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays8() throws java.io.IOException",11,16,5,"45.45%",0.0048672566371681415,0.007252946509519492,0.0023856898723513507,"49.02%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays3() throws java.io.IOException",11,9,-2,"-18.18%",0.0048672566371681415,0.004079782411604714,-0.0007874742255634271,"-16.18%"
"public com.github.kongchen.swagger.docgen.reader.JaxrsReader com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectJaxrsReader60() throws java.io.IOException",38,21,-17,"-44.74%",0.016814159292035398,0.009519492293744334,-0.007294666998291064,"-43.38%"
"public com.github.kongchen.swagger.docgen.reader.JaxrsReader com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectJaxrsReader61() throws java.io.IOException",62,18,-44,"-70.97%",0.02743362831858407,0.008159564823209429,-0.01927406349537464,"-70.26%"
"public com.github.kongchen.swagger.docgen.reader.JaxrsReader com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectJaxrsReader66() throws java.io.IOException",18,33,15,"83.33%",0.007964601769911504,0.014959202175883953,0.0069946004059724485,"87.82%"
"public com.github.kongchen.swagger.docgen.reader.JaxrsReader com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectJaxrsReader64() throws java.io.IOException",48,29,-19,"-39.58%",0.021238938053097345,0.01314596554850408,-0.008092972504593265,"-38.1%"
"public com.github.kongchen.swagger.docgen.reader.JaxrsReader com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectJaxrsReader65() throws java.io.IOException",8,70,62,"775.0%",0.0035398230088495575,0.03173164097914778,0.028191817970298225,"796.42%"
"public com.github.kongchen.swagger.docgen.reader.JaxrsReader com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectJaxrsReader63() throws java.io.IOException",7,15,8,"114.29%",0.003097345132743363,0.006799637352674524,0.003702292219931161,"119.53%"
"public com.github.kongchen.swagger.docgen.reader.JaxrsReader com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectJaxrsReader68() throws java.io.IOException",66,46,-20,"-30.3%",0.02920353982300885,0.02085222121486854,-0.008351318608140309,"-28.6%"
"public com.github.kongchen.swagger.docgen.reader.JaxrsReader com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectJaxrsReader69() throws java.io.IOException",9,4,-5,"-55.56%",0.003982300884955752,0.001813236627379873,-0.002169064257575879,"-54.47%"
"public com.github.kongchen.swagger.docgen.reader.JaxrsReader com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectJaxrsReader67() throws java.io.IOException",235,16,-219,"-93.19%",0.10398230088495575,0.007252946509519492,-0.09672935437543626,"-93.02%"
"public com.github.kongchen.swagger.docgen.reader.JaxrsReader com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectJaxrsReader62() throws java.io.IOException",46,41,-5,"-10.87%",0.020353982300884955,0.0185856754306437,-0.0017683068702412548,"-8.69%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays1() throws java.io.IOException",10,11,1,"10.0%",0.004424778761061947,0.004986400725294651,0.0005616219642327041,"12.69%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays2() throws java.io.IOException",13,13,0,"0.0%",0.005752212389380531,0.0058930190389845875,0.00014080664960405657,"2.45%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays7() throws java.io.IOException",12,8,-4,"-33.33%",0.005309734513274336,0.003626473254759746,-0.00168326125851459,"-31.7%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays5() throws java.io.IOException",11,9,-2,"-18.18%",0.0048672566371681415,0.004079782411604714,-0.0007874742255634271,"-16.18%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays6() throws java.io.IOException",10,12,2,"20.0%",0.004424778761061947,0.005439709882139619,0.0010149311210776724,"22.94%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays4() throws java.io.IOException",8,9,1,"12.5%",0.0035398230088495575,0.004079782411604714,0.0005399594027551569,"15.25%"
"public com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter com.github.kongchen.swagger.docgen.reader.AbstractReader.serializedObjectSupporter",857,8,-849,"-99.07%",0.37920353982300886,0.003626473254759746,-0.37557706656824913,"-99.04%"
"public void com.github.kongchen.swagger.docgen.reader.AbstractReader.readImplicitParameters(java.lang.reflect.Method|io.swagger.models.Operation)",18,8,-10,"-55.56%",0.007964601769911504,0.003626473254759746,-0.004338128515151758,"-54.47%"
"java.lang.annotation.Annotation[0]",23,20,-3,"-13.04%",0.010176991150442478,0.009066183136899365,-0.0011108080135431124,"-10.91%"
"public java.lang.String[] com.github.kongchen.swagger.docgen.reader.AbstractReader.updateOperationConsumes(java.lang.String[]|java.lang.String[]|io.swagger.models.Operation)",8,34,26,"325.0%",0.0035398230088495575,0.015412511332728921,0.011872688323879364,"335.4%"
"java.util.ArrayList()",103,68,-35,"-33.98%",0.045575221238938056,0.030825022665457842,-0.014750198573480214,"-32.36%"
"public final com.github.kongchen.swagger.docgen.LogAdapter com.github.kongchen.swagger.docgen.reader.AbstractReader.LOG",26,11,-15,"-57.69%",0.011504424778761062,0.004986400725294651,-0.006518024053466411,"-56.66%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays100() throws java.io.IOException",7,6,-1,"-14.29%",0.003097345132743363,0.0027198549410698096,-0.0003774901916735532,"-12.19%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays101() throws java.io.IOException",7,7,0,"0.0%",0.003097345132743363,0.003173164097914778,7.581896517141508e-05,"2.45%"
"public final native java.lang.Class java.lang.Object.getClass()",21,23,2,"9.52%",0.009292035398230088,0.01042611060743427,0.0011340752092041818,"12.2%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays106() throws java.io.IOException",10,7,-3,"-30.0%",0.004424778761061947,0.003173164097914778,-0.001251614663147169,"-28.29%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays104() throws java.io.IOException",15,11,-4,"-26.67%",0.00663716814159292,0.004986400725294651,-0.0016507674162982693,"-24.87%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays105() throws java.io.IOException",10,9,-1,"-10.0%",0.004424778761061947,0.004079782411604714,-0.00034499634945723244,"-7.8%"
"java.util.LinkedHashSet()",47,2,-45,"-95.74%",0.02079646017699115,0.0009066183136899365,-0.019889841863301214,"-95.64%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays103() throws java.io.IOException",10,12,2,"20.0%",0.004424778761061947,0.005439709882139619,0.0010149311210776724,"22.94%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays108() throws java.io.IOException",13,15,2,"15.38%",0.005752212389380531,0.006799637352674524,0.001047424963293993,"18.21%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays109() throws java.io.IOException",12,12,0,"0.0%",0.005309734513274336,0.005439709882139619,0.000129975368865283,"2.45%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays107() throws java.io.IOException",9,6,-3,"-33.33%",0.003982300884955752,0.0027198549410698096,-0.0012624459438859426,"-31.7%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays102() throws java.io.IOException",5,6,1,"20.0%",0.0022123893805309734,0.0027198549410698096,0.0005074655605388362,"22.94%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays111() throws java.io.IOException",5,3,-2,"-40.0%",0.0022123893805309734,0.0013599274705349048,-0.0008524619099960686,"-38.53%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays112() throws java.io.IOException",5,9,4,"80.0%",0.0022123893805309734,0.004079782411604714,0.001867393031073741,"84.41%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays117() throws java.io.IOException",9,9,0,"0.0%",0.003982300884955752,0.004079782411604714,9.748152664896224e-05,"2.45%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays110() throws java.io.IOException",2,2,0,"0.0%",0.0008849557522123894,0.0009066183136899365,2.1662561477547165e-05,"2.45%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays115() throws java.io.IOException",5,7,2,"40.0%",0.0022123893805309734,0.003173164097914778,0.0009607747173838044,"43.43%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays116() throws java.io.IOException",15,9,-6,"-40.0%",0.00663716814159292,0.004079782411604714,-0.002557385729988206,"-38.53%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays114() throws java.io.IOException",7,3,-4,"-57.14%",0.003097345132743363,0.0013599274705349048,-0.001737417662208458,"-56.09%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays119() throws java.io.IOException",10,10,0,"0.0%",0.004424778761061947,0.004533091568449683,0.00010831280738773583,"2.45%"
"public void com.github.kongchen.swagger.docgen.reader.AbstractReader.setTypesToSkip(java.util.Set)",58,6,-52,"-89.66%",0.02566371681415929,0.0027198549410698096,-0.022943861873089482,"-89.4%"
"public void com.github.kongchen.swagger.docgen.reader.AbstractReader.setTypesToSkip(java.util.List)",42,10,-32,"-76.19%",0.018584070796460177,0.004533091568449683,-0.014050979228010494,"-75.61%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays118() throws java.io.IOException",12,13,1,"8.33%",0.005309734513274336,0.0058930190389845875,0.0005832845257102513,"10.99%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays113() throws java.io.IOException",6,4,-2,"-33.33%",0.002654867256637168,0.001813236627379873,-0.000841630629257295,"-31.7%"
"java.lang.String[4]",41,28,-13,"-31.71%",0.018141592920353982,0.012692656391659111,-0.005448936528694871,"-30.04%"
"java.lang.String[5]",1,1,0,"0.0%",0.0004424778761061947,0.00045330915684496827,1.0831280738773583e-05,"2.45%"
"java.lang.String[6]",1,1,0,"0.0%",0.0004424778761061947,0.00045330915684496827,1.0831280738773583e-05,"2.45%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays120() throws java.io.IOException",12,12,0,"0.0%",0.005309734513274336,0.005439709882139619,0.000129975368865283,"2.45%"
"java.lang.String[0]",1,10,9,"900.0%",0.0004424778761061947,0.004533091568449683,0.004090613692343488,"924.48%"
"java.lang.String[1]",7,9,2,"28.57%",0.003097345132743363,0.004079782411604714,0.0009824372788613516,"31.72%"
"java.lang.String[2]",41,0,-41,"-INF%",0.018141592920353982,0.0,-0.018141592920353982,"-INF%"
"java.lang.String[3]",8,16,8,"100.0%",0.0035398230088495575,0.007252946509519492,0.003713123500669935,"104.9%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays122() throws java.io.IOException",9,8,-1,"-11.11%",0.003982300884955752,0.003626473254759746,-0.000355827630196006,"-8.94%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays123() throws java.io.IOException",11,6,-5,"-45.45%",0.0048672566371681415,0.0027198549410698096,-0.002147401696098332,"-44.12%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays128() throws java.io.IOException",10,10,0,"0.0%",0.004424778761061947,0.004533091568449683,0.00010831280738773583,"2.45%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays121() throws java.io.IOException",7,11,4,"57.14%",0.003097345132743363,0.004986400725294651,0.0018890555925512881,"60.99%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays126() throws java.io.IOException",8,6,-2,"-25.0%",0.0035398230088495575,0.0027198549410698096,-0.0008199680677797479,"-23.16%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays127() throws java.io.IOException",9,6,-3,"-33.33%",0.003982300884955752,0.0027198549410698096,-0.0012624459438859426,"-31.7%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays125() throws java.io.IOException",7,7,0,"0.0%",0.003097345132743363,0.003173164097914778,7.581896517141508e-05,"2.45%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays129() throws java.io.IOException",12,11,-1,"-8.33%",0.005309734513274336,0.004986400725294651,-0.0003233337879796853,"-6.09%"
"public java.util.Arrays com.github.kongchen.swagger.docgen.reader.SerializedObjectSupporter.deserializeObjectArrays124() throws java.io.IOException",9,11,2,"22.22%",0.003982300884955752,0.004986400725294651,0.0010040998403388988,"25.21%"
"public static boolean java.util.Collections.addAll(java.util.Collection|java.lang.Object[])",150,70,-80,"-53.33%",0.06637168141592921,0.03173164097914778,-0.03464004043678143,"-52.19%"
