Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [Ljava.lang.annotation.Annotation;,23999,9911,-14088,"-58.7%",1,1,0,"0.0%",2.5009378907878284,0.9569373370667181,-1.5440005537211103,"-61.74%",0.00010421008753647353,9.655305590421937e-05,-7.65703163225416e-06,"-7.35%"
class java.util.LinkedHashSet,8420,42427,34007,"403.88%",11,12,1,"9.09%",0.8774489370571071,4.096456502848315,3.2190075657912076,"366.86%",0.0011463109629012088,0.0011586366708506324,1.2325707949423573e-05,"1.08%"
class [Lio.swagger.models.parameters.Parameter;,30,42,12,"40.0%",1,1,0,"0.0%",0.003126302626094206,0.004055228347977213,0.0009289257218830071,"29.71%",0.00010421008753647353,9.655305590421937e-05,-7.65703163225416e-06,"-7.35%"
class java.lang.Boolean,48993,72005,23012,"46.97%",2,2,0,"0.0%",5.105564818674448,6.952302790383316,1.846737971708868,"36.17%",0.00020842017507294707,0.00019310611180843875,-1.531406326450832e-05,"-7.35%"
class [Lio.swagger.models.SecurityRequirement;,4348,1566,-2782,"-63.98%",1,1,0,"0.0%",0.4531054606085869,0.15120208554600753,-0.30190337506257936,"-66.63%",0.00010421008753647353,9.655305590421937e-05,-7.65703163225416e-06,"-7.35%"
class [Ljava.lang.reflect.Type;,6785,35079,28294,"417.01%",2,2,0,"0.0%",0.707065443934973,3.3869846480641113,2.6799192041291384,"379.02%",0.00020842017507294707,0.00019310611180843875,-1.531406326450832e-05,"-7.35%"
class java.util.HashSet,18054,11288,-6766,"-37.48%",16,13,-3,"-18.75%",1.8814089203834932,1.0898908950468282,-0.7915180253366649,"-42.07%",0.0016673614005835765,0.0012551897267548517,-0.00041217167382872483,"-24.72%"
class [Ljava.lang.String;,9598,3646,-5952,"-62.01%",36,30,-6,"-16.67%",1.000208420175073,0.35203244182678384,-0.6481759783482891,"-64.8%",0.003751563151313047,0.002896591677126581,-0.0008549714741864661,"-22.79%"
class java.lang.String,8256,25157,16901,"204.71%",2,2,0,"0.0%",0.8603584827011255,2.4289852273824466,1.5686267446813211,"182.32%",0.00020842017507294707,0.00019310611180843875,-1.531406326450832e-05,"-7.35%"
class com.github.kongchen.swagger.docgen.reader.SpringMvcApiReader,39433,45361,5928,"15.03%",32,30,-2,"-6.25%",4.109316381825761,4.379743168871295,0.27042678704553413,"6.58%",0.003334722801167153,0.002896591677126581,-0.0004381311240405721,"-13.14%"
class java.util.ArrayList,54003,15130,-38873,"-71.98%",2,1,-1,"-50.0%",5.62765735723218,1.4608477358308392,-4.166809621401341,"-74.04%",0.00020842017507294707,9.655305590421937e-05,-0.00011186711916872769,"-53.67%"
class java.lang.Class,12993,9299,-3694,"-28.43%",7,6,-1,"-14.29%",1.3540016673614006,0.8978468668533359,-0.4561548005080647,"-33.69%",0.0007294706127553147,0.0005793183354253162,-0.00015015227732999845,"-20.58%"
class [Lio.swagger.annotations.ResponseHeader;,14133,1362,-12771,"-90.36%",2,2,0,"0.0%",1.4728011671529804,0.13150526214154679,-1.3412959050114335,"-91.07%",0.00020842017507294707,0.00019310611180843875,-1.531406326450832e-05,"-7.35%"
class java.lang.Object,11083,0,-11083,"-INF%",1,0,-1,"-INF%",1.1549604001667362,0.0,-1.1549604001667362,"-INF%",0.00010421008753647353,0.0,-0.00010421008753647353,"-INF%"
