Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [Ljava.lang.annotation.Annotation;,23923,9786,-14137,"-59.09%",1,1,0,"0.0%",2.502929483155472,0.9584720861900098,-1.5444573969654622,"-61.71%",0.00010462439840970915,9.79431929480901e-05,-6.681205461619045e-06,"-6.39%"
class java.util.LinkedHashSet,8380,41768,33388,"398.42%",11,12,1,"9.09%",0.8767524586733626,4.090891283055828,3.214138824382465,"366.6%",0.0011508683825068005,0.0011753183153770813,2.444993287028076e-05,"2.12%"
class [Lio.swagger.models.parameters.Parameter;,29,42,13,"44.83%",1,1,0,"0.0%",0.003034107553881565,0.004113614103819784,0.0010795065499382191,"35.58%",0.00010462439840970915,9.79431929480901e-05,-6.681205461619045e-06,"-6.39%"
class java.lang.Boolean,48823,70930,22107,"45.28%",2,2,0,"0.0%",5.10807700355723,6.947110675808031,1.8390336722508014,"36.0%",0.0002092487968194183,0.0001958863858961802,-1.336241092323809e-05,"-6.39%"
class [Lio.swagger.models.SecurityRequirement;,4330,1532,-2798,"-64.62%",1,1,0,"0.0%",0.4530236451140406,0.15004897159647404,-0.3029746735175666,"-66.88%",0.00010462439840970915,9.79431929480901e-05,-6.681205461619045e-06,"-6.39%"
class [Ljava.lang.reflect.Type;,6752,34545,27793,"411.63%",2,2,0,"0.0%",0.7064239380623561,3.3834476003917726,2.6770236623294164,"378.95%",0.0002092487968194183,0.0001958863858961802,-1.336241092323809e-05,"-6.39%"
class java.util.HashSet,17968,11091,-6877,"-38.27%",16,13,-3,"-18.75%",1.879891190625654,1.0862879529872673,-0.7936032376383866,"-42.22%",0.0016739903745553464,0.0012732615083251714,-0.000400728866230175,"-23.94%"
class [Ljava.lang.String;,9560,3573,-5987,"-62.63%",36,30,-6,"-16.67%",1.0002092487968195,0.34995102840352593,-0.6502582203932936,"-65.01%",0.003766478342749529,0.002938295788442703,-0.0008281825543068259,"-21.99%"
class java.lang.String,8214,24750,16536,"201.31%",2,2,0,"0.0%",0.8593848085373509,2.42409402546523,1.5647092169278793,"182.07%",0.0002092487968194183,0.0001958863858961802,-1.336241092323809e-05,"-6.39%"
class com.github.kongchen.swagger.docgen.reader.SpringMvcApiReader,39284,44682,5398,"13.74%",32,30,-2,"-6.25%",4.110064867127014,4.3762977473065625,0.2662328801795484,"6.48%",0.0033479807491106927,0.002938295788442703,-0.0004096849606679896,"-12.24%"
class java.util.ArrayList,53824,14909,-38915,"-72.3%",2,1,-1,"-50.0%",5.631303620004185,1.4602350636630754,-4.171068556341109,"-74.07%",0.0002092487968194183,9.79431929480901e-05,-0.00011130560387132819,"-53.19%"
class java.lang.Class,12941,9157,-3784,"-29.24%",7,6,-1,"-14.29%",1.3539443398200461,0.8968658178256611,-0.45707852199438503,"-33.76%",0.000732370788867964,0.0005876591576885406,-0.00014471163117942335,"-19.76%"
class [Lio.swagger.annotations.ResponseHeader;,14084,1344,-12740,"-90.46%",2,2,0,"0.0%",1.4735300272023435,0.1316356513222331,-1.3418943758801105,"-91.07%",0.0002092487968194183,0.0001958863858961802,-1.336241092323809e-05,"-6.39%"
class java.lang.Object,11042,0,-11042,"-INF%",1,0,-1,"-INF%",1.1552626072400083,0.0,-1.1552626072400083,"-INF%",0.00010462439840970915,0.0,-0.00010462439840970915,"-INF%"
