Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,54976,50669,-4307,"-7.83%",7,7,0,"0.0%",2.573421335954688,2.274600466870174,-0.2988208690845138,"-11.61%",0.0003276693348312503,0.0003142395403124439,-1.3429794518806401e-05,"-4.1%"
class org.jsoup.nodes.Attributes,4198,4324,126,"3.0%",115,97,-18,"-15.65%",0.19650798108879838,0.19411025318728678,-0.0023977279015116038,"-1.22%",0.005383139072227683,0.004354462201472437,-0.0010286768707552466,"-19.11%"
class org.jsoup.nodes.Entities$EscapeMode,19585,12279,-7306,"-37.3%",1,1,0,"0.0%",0.9167719889528624,0.5512210450709284,-0.365550943881934,"-39.87%",4.68099049758929e-05,4.48913629017777e-05,-1.9185420741152e-06,"-4.1%"
class java.lang.Object,1,0,-1,"-INF%",1,0,-1,"-INF%",4.68099049758929e-05,0.0,-4.68099049758929e-05,"-INF%",4.68099049758929e-05,0.0,-4.68099049758929e-05,"-INF%"
class java.lang.Integer,17594,8064,-9530,"-54.17%",8,8,0,"0.0%",0.8235734681458596,0.36200395043993533,-0.4615695177059243,"-56.04%",0.0003744792398071432,0.0003591309032142216,-1.53483365929216e-05,"-4.1%"
class org.jsoup.nodes.TextNode,60652,53697,-6955,"-11.47%",604,489,-115,"-19.04%",2.839114356597856,2.410531513736757,-0.42858284286109916,"-15.1%",0.02827318260543931,0.021951876458969295,-0.006321306146470015,"-22.36%"
class java.util.ArrayList,109,72,-37,"-33.94%",1,1,0,"0.0%",0.005102279642372326,0.003232178128927994,-0.0018701015134443316,"-36.65%",4.68099049758929e-05,4.48913629017777e-05,-1.9185420741152e-06,"-4.1%"
class org.jsoup.nodes.Document$OutputSettings,96539,126848,30309,"31.4%",35641,42585,6944,"19.48%",4.518981416467724,5.694379601364697,1.1753981848969728,"26.01%",1.6683518232457988,1.9116986891722032,0.24334686592640442,"14.59%"
class java.lang.Boolean,55097,46446,-8651,"-15.7%",2,2,0,"0.0%",2.5790853344567712,2.085024241335967,-0.49406109312080426,"-19.16%",9.36198099517858e-05,8.97827258035554e-05,-3.8370841482304e-06,"-4.1%"
class java.lang.Class,797,814,17,"2.13%",7,7,0,"0.0%",0.03730749426578664,0.036541569402047044,-0.0007659248637395949,"-2.05%",0.0003276693348312503,0.0003142395403124439,-1.3429794518806401e-05,"-4.1%"
class java.util.Collections$EmptyList,8612,14257,5645,"65.55%",1,1,0,"0.0%",0.4031269016523896,0.6400161608906446,0.236889259238255,"58.76%",4.68099049758929e-05,4.48913629017777e-05,-1.9185420741152e-06,"-4.1%"
class sun.nio.cs.UTF_8,9291,18986,9695,"104.35%",1,1,0,"0.0%",0.4349108271310209,0.8523074160531514,0.4173965889221305,"95.97%",4.68099049758929e-05,4.48913629017777e-05,-1.9185420741152e-06,"-4.1%"
