Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public org.jsoup.nodes.Node org.jsoup.nodes.TextNode.removeAttr(java.lang.String)",1906,5554,3648,"191.4%",0.10950247041250144,0.33126565668615054,0.2217631862736491,"202.52%"
"public void org.jsoup.nodes.Document$OutputSettings.setprettyPrint(boolean)",1991,2509,518,"26.02%",0.11438584396185224,0.14964809733985446,0.03526225337800222,"30.83%"
"public boolean org.jsoup.nodes.TextNode.hasAttr(java.lang.String)",3190,2451,-739,"-23.17%",0.18327013673445938,0.14618871525706786,-0.03708142147739152,"-20.23%"
"public void org.jsoup.nodes.Document$OutputSettings.setindentAmount(int)",5106,2356,-2750,"-53.86%",0.2933471216821786,0.14052248598353811,-0.15282463569864047,"-52.1%"
"public org.jsoup.nodes.Node org.jsoup.nodes.Node.after(org.jsoup.nodes.Node)",450,409,-41,"-9.11%",0.025853154084798345,0.024394608135512346,-0.001458545949285999,"-5.64%"
"public static boolean org.jsoup.nodes.TextNode.lastCharIsWhitespace(java.lang.StringBuilder)",1,1,0,"0.0%",5.74514535217741e-05,5.9644518668734345e-05,2.1930651469602455e-06,"3.82%"
"public org.jsoup.nodes.Node org.jsoup.nodes.Node.after(java.lang.String)",437,420,-17,"-3.89%",0.02510628518901528,0.025050697840868424,-5.558734814685787e-05,"-0.22%"
"public org.jsoup.nodes.Document$OutputSettings org.jsoup.nodes.Document$OutputSettings.clone()",24192,7000,-17192,"-71.06%",1.3898655635987591,0.4175116306811404,-0.9723539329176187,"-69.96%"
"public void org.jsoup.nodes.Document$OutputSettings.setcharset(java.nio.charset.Charset)",5029,1323,-3706,"-73.69%",0.288923359761002,0.07890969819873554,-0.21001366156226642,"-72.69%"
"public static final java.lang.String org.jsoup.nodes.TextNode.TEXT_KEY",1,1,0,"0.0%",5.74514535217741e-05,5.9644518668734345e-05,2.1930651469602455e-06,"3.82%"
"public static java.lang.String org.jsoup.nodes.TextNode.stripLeadingWhitespace(java.lang.String)",10,9,-1,"-10.0%",0.000574514535217741,0.0005368006680186091,-3.771386719913193e-05,"-6.56%"
"public java.nio.charset.Charset org.jsoup.nodes.Document$OutputSettings.charset",2820,1421,-1399,"-49.61%",0.16201309893140298,0.0847548610282715,-0.07725823790313148,"-47.69%"
"public int org.jsoup.nodes.Document$OutputSettings.indentAmount()",25299,3096,-22203,"-87.76%",1.453464322647363,0.18465942979840153,-1.2688048928489615,"-87.3%"
