Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public org.jsoup.nodes.Node org.jsoup.nodes.TextNode.removeAttr(java.lang.String)",1580,1697,117,"7.41%",0.09149342752909838,0.10360827889370536,0.01211485136460698,"13.24%"
"public void org.jsoup.nodes.Document$OutputSettings.setprettyPrint(boolean)",4988,2744,-2244,"-44.99%",0.2888412762754068,0.16753159533549056,-0.12130968093991623,"-42.0%"
"public boolean org.jsoup.nodes.TextNode.hasAttr(java.lang.String)",3406,3216,-190,"-5.58%",0.19723203428108171,0.19634898345442334,-0.000883050826658377,"-0.45%"
"public void org.jsoup.nodes.Document$OutputSettings.setindentAmount(int)",3623,8416,4793,"132.29%",0.2097979037581794,0.5138286830697845,0.30403077931160505,"144.92%"
"public static boolean org.jsoup.nodes.TextNode.lastCharIsWhitespace(java.lang.StringBuilder)",1,1,0,"0.0%",5.790723261335341e-05,6.105378838756945e-05,3.146555774216037e-06,"5.43%"
"public org.jsoup.nodes.Node org.jsoup.nodes.Node.after(java.lang.String)",403,387,-16,"-3.97%",0.023336614743181425,0.023627816105989376,0.0002912013628079517,"1.25%"
"public org.jsoup.nodes.Node org.jsoup.nodes.Node.after(org.jsoup.nodes.Node)",391,392,1,"0.26%",0.02264172795182118,0.023933085047927224,0.0012913570961060432,"5.7%"
"public org.jsoup.nodes.Document$OutputSettings org.jsoup.nodes.Document$OutputSettings.clone()",6193,11294,5101,"82.37%",0.35861949157449763,0.6895414860492094,0.33092199447471177,"92.28%"
"public void org.jsoup.nodes.Document$OutputSettings.setcharset(java.nio.charset.Charset)",12295,4276,-8019,"-65.22%",0.7119694249811801,0.261065999145247,-0.4509034258359331,"-63.33%"
"public static final java.lang.String org.jsoup.nodes.TextNode.TEXT_KEY",1,1,0,"0.0%",5.790723261335341e-05,6.105378838756945e-05,3.146555774216037e-06,"5.43%"
