Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.String,53381,56844,3463,"6.49%",9,7,-2,"-22.22%",2.510393152746426,2.642554971874855,0.13216181912842906,"5.26%",0.00042325056433408577,0.0003254149040026033,-9.783566033148247e-05,"-23.12%"
class org.jsoup.nodes.Entities$EscapeMode,19327,24164,4837,"25.03%",1,1,0,"0.0%",0.9089070729872084,1.1233322486169866,0.21442517562977814,"23.59%",4.7027840481565085e-05,4.648784342894333e-05,-5.399970526217559e-07,"-1.15%"
class java.util.Collections$EmptyList,3694,13177,9483,"256.71%",1,1,0,"0.0%",0.17372084273890143,0.6125703128631863,0.4388494701242849,"252.62%",4.7027840481565085e-05,4.648784342894333e-05,-5.399970526217559e-07,"-1.15%"
class java.lang.Integer,19222,14028,-5194,"-27.02%",8,8,0,"0.0%",0.9039691497366441,0.6521314676212171,-0.251837682115427,"-27.86%",0.0003762227238525207,0.00037190274743154663,-4.319976420974047e-06,"-1.15%"
class org.jsoup.nodes.TextNode,53597,55168,1571,"2.93%",713,426,-287,"-40.25%",2.520551166290444,2.564641346287946,0.04409017999750198,"1.75%",0.03353085026335591,0.01980382130072986,-0.013727028962626047,"-40.94%"
class java.util.ArrayList,9893,4049,-5844,"-59.07%",1,1,0,"0.0%",0.4652464258841234,0.18822927804379155,-0.2770171478403318,"-59.54%",4.7027840481565085e-05,4.648784342894333e-05,-5.399970526217559e-07,"-1.15%"
class org.jsoup.nodes.Document$OutputSettings,88750,112007,23257,"26.21%",39214,28739,-10475,"-26.71%",4.173720842738901,5.206963878945656,1.0332430362067546,"24.76%",1.8441497366440933,1.3360141323044024,-0.508135604339691,"-27.55%"
class java.lang.Boolean,51972,24286,-27686,"-53.27%",2,2,0,"0.0%",2.444130925507901,1.1290037655153178,-1.3151271599925831,"-53.81%",9.405568096313017e-05,9.297568685788666e-05,-1.0799941052435117e-06,"-1.15%"
class java.util.Collections$UnmodifiableRandomAccessList,6438,4065,-2373,"-36.86%",1,1,0,"0.0%",0.30276523702031605,0.18897308353865463,-0.11379215348166141,"-37.58%",4.7027840481565085e-05,4.648784342894333e-05,-5.399970526217559e-07,"-1.15%"
class java.lang.Class,777,793,16,"2.06%",8,8,0,"0.0%",0.03654063205417607,0.03686485983915206,0.0003242277849759903,"0.89%",0.0003762227238525207,0.00037190274743154663,-4.319976420974047e-06,"-1.15%"
class org.jsoup.nodes.Attributes,3287,3973,686,"20.87%",120,64,-56,"-46.67%",0.15458051166290443,0.18469620194319186,0.030115690280287433,"19.48%",0.0056433408577878106,0.002975221979452373,-0.0026681188783354375,"-47.28%"
class sun.nio.cs.UTF_8,8125,10062,1937,"23.84%",1,1,0,"0.0%",0.38210120391271635,0.4677606805820278,0.08565947666931145,"22.42%",4.7027840481565085e-05,4.648784342894333e-05,-5.399970526217559e-07,"-1.15%"
