Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public org.jsoup.nodes.Node org.jsoup.nodes.TextNode.removeAttr(java.lang.String)",6562,4228,-2334,"-35.57%",0.3071665964518092,0.1898006823487161,-0.1173659141030931,"-38.21%"
"public boolean org.jsoup.nodes.TextNode.hasAttr(java.lang.String)",7066,10866,3800,"53.78%",0.33075878855965923,0.48778954929071644,0.1570307607310572,"47.48%"
"public org.jsoup.nodes.Node org.jsoup.nodes.Node.after(org.jsoup.nodes.Node)",759,846,87,"11.46%",0.03552871787670271,0.03797809301490393,0.002449375138201218,"6.89%"
"public org.jsoup.nodes.Node org.jsoup.nodes.Node.after(java.lang.String)",765,823,58,"7.58%",0.035809577306558066,0.036945591668163046,0.0011360143616049798,"3.17%"
"public org.jsoup.nodes.Document$OutputSettings org.jsoup.nodes.Document$OutputSettings.clone()",7929,7891,-38,"-0.48%",0.3711557365538548,0.3542377446579278,-0.01691799189592702,"-4.56%"
"public int org.jsoup.nodes.Document$OutputSettings.indentAmount()",13725,4088,-9637,"-70.21%",0.6424659457941301,0.18351589154246722,-0.45895005425166285,"-71.44%"
"public org.jsoup.nodes.Document$OutputSettings org.jsoup.nodes.Document$OutputSettings.indentAmount(int)",6964,37527,30563,"438.87%",0.3259841782521182,1.6846381756150117,1.3586539973628935,"416.79%"
"public boolean org.jsoup.nodes.Document$OutputSettings.prettyPrint()",22717,4776,-17941,"-78.98%",1.063380611337359,0.21440114921889028,-0.8489794621184686,"-79.84%"
"public org.jsoup.nodes.Node org.jsoup.nodes.Node.before(java.lang.String)",772,788,16,"2.07%",0.036137246641389315,0.035374393966600824,-0.0007628526747884903,"-2.11%"
"public org.jsoup.nodes.Node org.jsoup.nodes.Node.before(org.jsoup.nodes.Node)",785,781,-4,"-0.51%",0.036745775406075924,0.03506015442628838,-0.0016856209797875416,"-4.59%"
