Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class retrofit.RequestInterceptor$1,3405,1753,-1652,"-48.52%",1,1,0,"0.0%",0.28156784916894073,0.13424720477867974,-0.147320644390261,"-52.32%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class retrofit.Utils$SynchronousExecutor,9991,1130,-8861,"-88.69%",1,1,0,"0.0%",0.8261804349623749,0.08653698881911472,-0.7396434461432602,"-89.53%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class retrofit.client.Request,3876,16586,12710,"327.92%",4,9,5,"125.0%",0.3205160009923096,1.270179200490121,0.9496631994978113,"296.29%",0.0003307698668651286,0.0006892326543115331,0.00035846278744640456,"108.37%"
class java.lang.Boolean,16420,5913,-10507,"-63.99%",2,2,0,"0.0%",1.357810303481353,0.45282585388267727,-0.9049844495986756,"-66.65%",0.0001653849334325643,0.00015316281206922958,-1.2222121363334712e-05,"-7.39%"
class retrofit.converter.GsonConverter,3888,681,-3207,"-82.48%",3231,655,-2576,"-79.73%",0.32150831059290497,0.05215193750957268,-0.26935637308333227,"-83.78%",0.2671793599603076,0.05016082095267269,-0.21701853900763493,"-81.23%"
class java.util.ArrayList,1401,2892,1491,"106.42%",1,1,0,"0.0%",0.11585214586951129,0.22147342625210598,0.10562128038259469,"91.17%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class retrofit.RestAdapter$Log$1,12953,17827,4874,"37.63%",1,1,0,"0.0%",1.0711155213760026,1.365216725379078,0.29410120400307527,"27.46%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class java.util.Collections$UnmodifiableRandomAccessList,2277,2483,206,"9.05%",1,1,0,"0.0%",0.18829074671297444,0.19015163118394854,0.0018608844709741001,"0.99%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class retrofit.Platform$Base$1,12356,2250,-10106,"-81.79%",1,1,0,"0.0%",1.0217481187463822,0.17230816357788328,-0.8494399551684989,"-83.14%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class java.lang.String,3502,8540,5038,"143.86%",2,3,1,"50.0%",0.28958901844042007,0.6540052075356103,0.36441618909519025,"125.84%",0.0001653849334325643,0.00022974421810384438,6.435928467128009e-05,"38.91%"
class retrofit.RestAdapter,29706,40516,10810,"36.39%",5056,26530,21474,"424.72%",2.4564624162738773,3.102772246898453,0.6463098306245758,"26.31%",0.41809311171752256,2.0317047020983305,1.613611590380808,"385.95%"
class retrofit.Platform$Base$3,588,281,-307,"-52.21%",1,1,0,"0.0%",0.048623170429173905,0.021519375095726757,-0.02710379533344715,"-55.74%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class retrofit.RestAdapter$RestHandler,4558,14724,10166,"223.04%",1,1,0,"0.0%",0.376912263292814,1.1275846224536683,0.7506723591608543,"199.16%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class [Lretrofit.client.Header;,1401,2892,1491,"106.42%",1,1,0,"0.0%",0.11585214586951129,0.22147342625210598,0.10562128038259469,"91.17%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class java.lang.Integer,1,1,0,"0.0%",1,1,0,"0.0%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class retrofit.RestAdapter$LogLevel,50695,19430,-31265,"-61.67%",4,4,0,"0.0%",4.192094600181924,1.4879767192525655,-2.704117880929358,"-64.51%",0.0003307698668651286,0.00030632562413845916,-2.4444242726669424e-05,"-7.39%"
class retrofit.ErrorHandler$1,5459,1423,-4036,"-73.93%",1,1,0,"0.0%",0.45141817580418425,0.10897534078725686,-0.3424428350169274,"-75.86%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class retrofit.RestAdapter$Builder,55837,83904,28067,"50.27%",33584,27312,-6272,"-18.68%",4.6172992640370465,6.42548629192832,1.8081870278912735,"39.16%",2.7771438021996198,2.0915913616173993,-0.6855524405822204,"-24.69%"
class java.util.Collections$EmptyList,15,37,22,"146.67%",1,1,0,"0.0%",0.0012403870007442323,0.0028335120232807474,0.0015931250225365151,"128.44%",8.269246671628214e-05,7.658140603461479e-05,-6.111060681667356e-06,"-7.39%"
class [Ljava.lang.Object;,13,39,26,"200.0%",5,15,10,"200.0%",0.001075002067311668,0.002986674835349977,0.001911672768038309,"177.83%",0.0004134623335814107,0.001148721090519222,0.0007352587569378113,"177.83%"
class java.lang.Class,418,396,-22,"-5.26%",16,16,0,"0.0%",0.03456545108740594,0.03032623678970746,-0.004239214297698482,"-12.26%",0.0013230794674605143,0.0012253024965538366,-9.77769709066777e-05,"-7.39%"
class java.util.concurrent.ThreadPoolExecutor,1284,1647,363,"28.27%",1142,1485,343,"30.04%",0.10617712726370628,0.12612957573901057,0.019952448475304294,"18.79%",0.09443479698999421,0.11372338796140297,0.019288590971408753,"20.43%"
class retrofit.Server,672,33617,32945,"4902.53%",1,9,8,"800.0%",0.055569337633341605,2.5744371266656456,2.518867789032304,"4532.84%",8.269246671628214e-05,0.0006892326543115331,0.000606540187595251,"733.49%"
