Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class retrofit.RestAdapter$RestHandler,1,807,806,"80600.0%",1,17,16,"1600.0%",0.006289308176100629,0.9987623762376238,0.9924730680615231,"15780.32%",0.006289308176100629,0.02103960396039604,0.014750295784295412,"234.53%"
class retrofit.Server,1,169,168,"16800.0%",1,42,41,"4100.0%",0.006289308176100629,0.20915841584158415,0.20286910766548352,"3225.62%",0.006289308176100629,0.05198019801980198,0.04569088984370135,"726.49%"
class retrofit.client.Request,26,1000,974,"3746.15%",8,49,41,"512.5%",0.16352201257861634,1.2376237623762376,1.0741017497976213,"656.85%",0.050314465408805034,0.06064356435643564,0.010329098947630608,"20.53%"
class retrofit.SerializedObjectSupporter,110,86,-24,"-21.82%",1,1,0,"0.0%",0.6918238993710691,0.10643564356435643,-0.5853882558067127,"-84.62%",0.006289308176100629,0.0012376237623762376,-0.005051684413724391,"-80.32%"
class [Lretrofit.client.Header;,16,224,208,"1300.0%",1,1,0,"0.0%",0.10062893081761007,0.27722772277227725,0.17659879195466718,"175.5%",0.006289308176100629,0.0012376237623762376,-0.005051684413724391,"-80.32%"
class java.lang.Boolean,36,237,201,"558.33%",2,2,0,"0.0%",0.22641509433962265,0.2933168316831683,0.06690173734354565,"29.55%",0.012578616352201259,0.0024752475247524753,-0.010103368827448783,"-80.32%"
class retrofit.RestAdapter$Log$1,36,17,-19,"-52.78%",1,1,0,"0.0%",0.22641509433962265,0.02103960396039604,-0.20537549037922662,"-90.71%",0.006289308176100629,0.0012376237623762376,-0.005051684413724391,"-80.32%"
class java.lang.Long,2,0,-2,"-INF%",1,0,-1,"-INF%",0.012578616352201259,0.0,-0.012578616352201259,"-INF%",0.006289308176100629,0.0,-0.006289308176100629,"-INF%"
class java.lang.String,31,496,465,"1500.0%",4,7,3,"75.0%",0.1949685534591195,0.6138613861386139,0.41889283267949434,"214.85%",0.025157232704402517,0.008663366336633664,-0.016493866367768853,"-65.56%"
class retrofit.RestAdapter$Builder,168,355,187,"111.31%",97,149,52,"53.61%",1.0566037735849056,0.43935643564356436,-0.6172473379413412,"-58.42%",0.610062893081761,0.1844059405940594,-0.4256569524877016,"-69.77%"
