Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.util.Collections$UnmodifiableRandomAccessList,30,22,-8,"-26.67%",1,2,1,"100.0%",0.0364963503649635,0.05759162303664921,0.021095272671685712,"57.8%",0.0012165450121654502,0.005235602094240838,0.004019057082075388,"330.37%"
class retrofit.RestAdapter$RestHandler,62,5,-57,"-91.94%",1,1,0,"0.0%",0.07542579075425791,0.013089005235602094,-0.06233678551865582,"-82.65%",0.0012165450121654502,0.002617801047120419,0.0014012560349549689,"115.18%"
class java.util.ArrayList,2,4,2,"100.0%",1,1,0,"0.0%",0.0024330900243309003,0.010471204188481676,0.008038114164150775,"330.37%",0.0012165450121654502,0.002617801047120419,0.0014012560349549689,"115.18%"
class retrofit.Utils$SynchronousExecutor,71,8,-63,"-88.73%",1,1,0,"0.0%",0.08637469586374696,0.020942408376963352,-0.06543228748678362,"-75.75%",0.0012165450121654502,0.002617801047120419,0.0014012560349549689,"115.18%"
class retrofit.mime.TypedString,9,33,24,"266.67%",1,1,0,"0.0%",0.010948905109489052,0.08638743455497382,0.07543852944548476,"689.01%",0.0012165450121654502,0.002617801047120419,0.0014012560349549689,"115.18%"
class retrofit.client.Response,462,368,-94,"-20.35%",3,4,1,"33.33%",0.5620437956204379,0.9633507853403142,0.4013069897198762,"71.4%",0.0036496350364963502,0.010471204188481676,0.006821569151985326,"186.91%"
class java.lang.Boolean,34,13,-21,"-61.76%",2,2,0,"0.0%",0.0413625304136253,0.034031413612565446,-0.007331116801059856,"-17.72%",0.0024330900243309003,0.005235602094240838,0.0028025120699099377,"115.18%"
class retrofit.Platform$Base$1,3,10,7,"233.33%",1,1,0,"0.0%",0.0036496350364963502,0.02617801047120419,0.02252837543470784,"617.28%",0.0012165450121654502,0.002617801047120419,0.0014012560349549689,"115.18%"
class [Lretrofit.client.Header;,2,4,2,"100.0%",1,1,0,"0.0%",0.0024330900243309003,0.010471204188481676,0.008038114164150775,"330.37%",0.0012165450121654502,0.002617801047120419,0.0014012560349549689,"115.18%"
class retrofit.Platform$Base$3,5,2,-3,"-60.0%",1,1,0,"0.0%",0.006082725060827251,0.005235602094240838,-0.000847122966586413,"-13.93%",0.0012165450121654502,0.002617801047120419,0.0014012560349549689,"115.18%"
class retrofit.RequestInterceptor$1,15,15,0,"0.0%",1,1,0,"0.0%",0.01824817518248175,0.03926701570680628,0.021018840524324532,"115.18%",0.0012165450121654502,0.002617801047120419,0.0014012560349549689,"115.18%"
