Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class java.lang.Boolean,1126,4673,3547,"315.01%",2,2,0,"0.0%",0.10645740758249031,0.3928211163416274,0.2863637087591371,"268.99%",0.00018908953389429895,0.00016812373907195696,-2.096579482234199e-05,"-11.09%"
class retrofit.Utils$SynchronousExecutor,7252,2192,-5060,"-69.77%",1,1,0,"0.0%",0.685638649900728,0.18426361802286484,-0.5013750318778631,"-73.13%",9.454476694714947e-05,8.406186953597848e-05,-1.0482897411170995e-05,"-11.09%"
class java.util.ArrayList,57,76,19,"33.33%",1,1,0,"0.0%",0.00538905171598752,0.006388702084734364,0.0009996503687468442,"18.55%",9.454476694714947e-05,8.406186953597848e-05,-1.0482897411170995e-05,"-11.09%"
class retrofit.Server,7985,13916,5931,"74.28%",2,3,1,"50.0%",0.7549399640729886,1.1698049764626766,0.414865012389688,"54.95%",0.00018908953389429895,0.00025218560860793546,6.309607471363652e-05,"33.37%"
class [Lretrofit.client.Header;,57,76,19,"33.33%",1,1,0,"0.0%",0.00538905171598752,0.006388702084734364,0.0009996503687468442,"18.55%",9.454476694714947e-05,8.406186953597848e-05,-1.0482897411170995e-05,"-11.09%"
class retrofit.Platform$Base$1,4914,1244,-3670,"-74.68%",1,1,0,"0.0%",0.46459298477829253,0.10457296570275723,-0.36002001907553527,"-77.49%",9.454476694714947e-05,8.406186953597848e-05,-1.0482897411170995e-05,"-11.09%"
class java.lang.String,2,2,0,"0.0%",2,2,0,"0.0%",0.00018908953389429895,0.00016812373907195696,-2.096579482234199e-05,"-11.09%",0.00018908953389429895,0.00016812373907195696,-2.096579482234199e-05,"-11.09%"
class retrofit.RestAdapter,60126,27371,-32755,"-54.48%",13512,19485,5973,"44.21%",5.684598657464309,2.300857431069267,-3.383741226395042,"-59.52%",1.2774888909898836,1.6379455279085406,0.36045663691865704,"28.22%"
class retrofit.RestAdapter$RestHandler,33693,15894,-17799,"-52.83%",1,1,0,"0.0%",3.1854968327503075,1.336079354404842,-1.8494174783454655,"-58.06%",9.454476694714947e-05,8.406186953597848e-05,-1.0482897411170995e-05,"-11.09%"
class retrofit.RequestInterceptor$1,6686,1581,-5105,"-76.35%",1,1,0,"0.0%",0.6321263118086414,0.132901815736382,-0.49922449607225944,"-78.98%",9.454476694714947e-05,8.406186953597848e-05,-1.0482897411170995e-05,"-11.09%"
class retrofit.RestAdapter$Log$1,7154,12798,5644,"78.89%",1,1,0,"0.0%",0.6763732627399074,1.0758238063214527,0.3994505435815453,"59.06%",9.454476694714947e-05,8.406186953597848e-05,-1.0482897411170995e-05,"-11.09%"
class retrofit.RestAdapter$LogLevel,46328,49179,2851,"6.15%",4,4,0,"0.0%",4.380069963127541,4.134078681909886,-0.24599128121765546,"-5.62%",0.0003781790677885979,0.0003362474781439139,-4.193158964468398e-05,"-11.09%"
class retrofit.converter.GsonConverter,3627,1675,-1952,"-53.82%",3333,1467,-1866,"-55.99%",0.34291386971731114,0.14080363147276395,-0.20211023824454719,"-58.94%",0.3151177082348492,0.12331876260928043,-0.19179894562556876,"-60.87%"
class retrofit.RestAdapter$Builder,103696,168649,64953,"62.64%",31718,27792,-3926,"-12.38%",9.803914153351611,14.176950235373235,4.373036082021624,"44.61%",2.998770918029687,2.336247478143914,-0.6625234398857729,"-22.09%"
class [Ljava.lang.Object;,14,44,30,"214.29%",3,15,12,"400.0%",0.0013236267372600927,0.003698722259583053,0.0023750955223229607,"179.44%",0.00028363430084144843,0.0012609280430396772,0.0009772937421982288,"344.56%"
class java.lang.Class,423,398,-25,"-5.91%",13,13,0,"0.0%",0.03999243641864423,0.033456624075319435,-0.006535812343324794,"-16.34%",0.0012290819703129432,0.0010928043039677203,-0.0001362776663452229,"-11.09%"
class retrofit.ErrorHandler$1,8683,1374,-7309,"-84.18%",1,1,0,"0.0%",0.8209322114020989,0.11550100874243444,-0.7054312026596645,"-85.93%",9.454476694714947e-05,8.406186953597848e-05,-1.0482897411170995e-05,"-11.09%"
class retrofit.Platform$Base$3,2557,1493,-1064,"-41.61%",1,1,0,"0.0%",0.2417509690838612,0.12550437121721586,-0.11624659786664535,"-48.09%",9.454476694714947e-05,8.406186953597848e-05,-1.0482897411170995e-05,"-11.09%"
class java.util.concurrent.ThreadPoolExecutor,2420,1518,-902,"-37.27%",2213,1393,-820,"-37.05%",0.22879833601210173,0.12760591795561532,-0.1011924180564864,"-44.23%",0.2092275692540418,0.11709818426361802,-0.09212938499042377,"-44.03%"
