Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public retrofit.RestAdapter retrofit.SerializedObjectSupporter.deserializeObjectLogLevel3() throws java.io.IOException",12,15,3,"25.0%",0.014598540145985401,0.03926701570680628,0.02466847556082088,"168.98%"
"public retrofit.RestAdapter retrofit.SerializedObjectSupporter.deserializeObjectLogLevel2() throws java.io.IOException",9,17,8,"88.89%",0.010948905109489052,0.04450261780104712,0.03355371269155807,"306.46%"
"public retrofit.RestAdapter retrofit.SerializedObjectSupporter.deserializeObjectLogLevel1() throws java.io.IOException",15,15,0,"0.0%",0.01824817518248175,0.03926701570680628,0.021018840524324532,"115.18%"
"public static final java.lang.String retrofit.RestAdapter.IDLE_THREAD_NAME",1,1,0,"0.0%",0.0012165450121654502,0.002617801047120419,0.0014012560349549689,"115.18%"
"public final java.util.concurrent.Executor retrofit.RestAdapter.callbackExecutor",364,1,-363,"-99.73%",0.44282238442822386,0.002617801047120419,-0.44020458338110346,"-99.41%"
"public retrofit.client.Client$Provider retrofit.RestAdapter$Builder.clientProvider",8,7,-1,"-12.5%",0.009732360097323601,0.01832460732984293,0.00859224723251933,"88.29%"
"public java.util.concurrent.Executor retrofit.RestAdapter$Builder.getcallbackExecutor()",160,40,-120,"-75.0%",0.19464720194647203,0.10471204188481675,-0.08993516006165528,"-46.2%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString7() throws java.io.IOException",24,18,-6,"-25.0%",0.029197080291970802,0.04712041884816754,0.01792333855619674,"61.39%"
"public retrofit.Server retrofit.RestAdapter.getserver()",111,0,-111,"-INF%",0.13503649635036497,0.0,-0.13503649635036497,"-INF%"
"public retrofit.client.Response retrofit.SerializedObjectSupporter.deserializeObjectResponse2() throws java.io.IOException",11,127,116,"1054.55%",0.01338199513381995,0.3324607329842932,0.31907873785047325,"2384.39%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString5() throws java.io.IOException",36,6,-30,"-83.33%",0.043795620437956206,0.015706806282722512,-0.028088814155233694,"-64.14%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString8() throws java.io.IOException",8,13,5,"62.5%",0.009732360097323601,0.034031413612565446,0.024299053515241843,"249.67%"
"public retrofit.client.Response retrofit.SerializedObjectSupporter.deserializeObjectResponse3() throws java.io.IOException",55,124,69,"125.45%",0.06690997566909976,0.32460732984293195,0.2576973541738322,"385.14%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString9() throws java.io.IOException",263,13,-250,"-95.06%",0.3199513381995134,0.034031413612565446,-0.2859199245869479,"-89.36%"
"public retrofit.client.Response retrofit.SerializedObjectSupporter.deserializeObjectResponse1() throws java.io.IOException",26,24,-2,"-7.69%",0.031630170316301706,0.06282722513089005,0.031197054814588343,"98.63%"
"public retrofit.client.Response retrofit.SerializedObjectSupporter.deserializeObjectResponse4() throws java.io.IOException",52,63,11,"21.15%",0.06326034063260341,0.1649214659685864,0.10166112533598298,"160.7%"
"public retrofit.client.Response retrofit.SerializedObjectSupporter.deserializeObjectResponse7() throws java.io.IOException",318,28,-290,"-91.19%",0.38686131386861317,0.07329842931937172,-0.3135628845492414,"-81.05%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString2() throws java.io.IOException",56,2,-54,"-96.43%",0.0681265206812652,0.005235602094240838,-0.06289091858702436,"-92.31%"
"public final retrofit.converter.Converter retrofit.RestAdapter.converter",288,14,-274,"-95.14%",0.35036496350364965,0.03664921465968586,-0.3137157488439638,"-89.54%"
"public java.lang.String retrofit.client.Response.getReason()",12,9,-3,"-25.0%",0.014598540145985401,0.02356020942408377,0.00896166927809837,"61.39%"
"public static final int retrofit.RestAdapter.LOG_CHUNK_SIZE",1,1,0,"0.0%",0.0012165450121654502,0.002617801047120419,0.0014012560349549689,"115.18%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString3() throws java.io.IOException",13,28,15,"115.38%",0.015815085158150853,0.07329842931937172,0.05748334416122087,"363.47%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString6() throws java.io.IOException",21,14,-7,"-33.33%",0.025547445255474453,0.03664921465968586,0.011101769404211408,"43.46%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString1() throws java.io.IOException",46,23,-23,"-50.0%",0.05596107055961071,0.060209424083769635,0.004248353524158928,"7.59%"
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString4() throws java.io.IOException",63,48,-15,"-23.81%",0.07664233576642336,0.1256544502617801,0.04901211449535674,"63.95%"
"public retrofit.Server retrofit.RestAdapter$Builder.server",2,35,33,"1650.0%",0.0024330900243309003,0.09162303664921466,0.08918994662488376,"3665.71%"
