Methods called,Number of times(Original),Number of times(Modified),Modified - Original,Percentage(Gain/Loss),Number of times(Original-Normalized),Number of times(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
"public org.jsoup.Connection$Base org.jsoup.helper.HttpConnection$Base.removeCookie(java.lang.String)",12605,7669,-4936,"-39.16%",0.49353954581049336,0.33455481394232867,-0.1589847318681647,"-32.21%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.contentType()",12646,18975,6329,"50.05%",0.49514487079091624,0.8277712341316582,0.33262636334074197,"67.18%"
"public static java.lang.String org.jsoup.helper.HttpConnection$Response.getRequestCookieString(org.jsoup.Connection$Request)",1,1,0,"0.0%",3.9154267815191856e-05,4.3624307464119006e-05,4.47003964892715e-06,"11.42%"
"public static void org.jsoup.helper.HttpConnection$Response.serialiseRequestUrl(org.jsoup.Connection$Request) throws java.io.IOException",1,1,0,"0.0%",3.9154267815191856e-05,4.3624307464119006e-05,4.47003964892715e-06,"11.42%"
"java.util.ArrayList()",1,1,0,"0.0%",3.9154267815191856e-05,4.3624307464119006e-05,4.47003964892715e-06,"11.42%"
"public java.util.Map org.jsoup.helper.HttpConnection$Response.cookies()",19660,6343,-13317,"-67.74%",0.7697729052466719,0.27670898224490686,-0.493063923001765,"-64.05%"
"public byte[] org.jsoup.helper.HttpConnection$Response.bodyAsBytes()",1515,994,-521,"-34.39%",0.05931871574001566,0.04336256161933429,-0.015956154120681368,"-26.9%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.body()",1494,915,-579,"-38.76%",0.05849647611589663,0.039916241329668894,-0.018580234786227737,"-31.76%"
"public static java.util.regex.Pattern org.jsoup.helper.HttpConnection$Response.xmlContentTypeRxp",1,161,160,"16000.0%",3.9154267815191856e-05,0.00702351350172316,0.006984359233907968,"17838.05%"
"public final native java.lang.Class java.lang.Object.getClass()",1517,989,-528,"-34.81%",0.05939702427564605,0.0431444400820137,-0.016252584193632347,"-27.36%"
"public java.lang.String org.jsoup.helper.HttpConnection$Response.charset()",10107,8611,-1496,"-14.8%",0.3957321848081441,0.37564891157352875,-0.02008327323461534,"-5.07%"
